Start Time,End Time,English,Infinite -open subtitle.srt
49:32,49:36,"A dethroner? I mean, dude, who's coming up with these names?",عزل‏کننده‏؟ ميگم، رفيق، همچين نام‏هايي به ذهن کي مي‏رسه؟
49:36,49:37,Look_.,،ببين
49:38,49:41,"You can't kill an infinite. You kill the body, but...",.تو نمي‏توني يه بي‏نهايت رو بکُشي ...جسم رو مي‏کُشي، اما
49:41,49:43,- They get reincarnated. - Yeah.,و توي يه جسم ديگه حلول مي‏کنن؟ - .آره -
49:45,49:48,This implants in your head,...اين توي سرت نصب مي‏شه
49:48,49:51,"and pulls out your consciousness,",...و خودآگاهي و روحت رو
49:52,49:55,"your soul, and onto a digital chip.",،مي‏کُشه... .و روي يه تراشه‏ي ديجيتالي مي‏افته
49:55,49:57,Your soul gets stuck on a disk and breaks the cycle.,"روحت توي يه ديسک گير مي‏افته .و ""چرخه"" شکسته مي‏شه"
49:59,50:05,Over 200 of our brothers and sisters are lost in that digital purgatory.,...بيش از 200 تا از برادرها و خواهرهامون
50:06,50:08,"You come face to face with this,",،اگه با اين رو به رو شدي
50:08,50:12,my advice... find a way to die the old-fashioned way.,توصيه مي‏کنم يه راه قديمي .واسه مُردن پيدا کني
50:17,50:18,Come in.,.بيا تو
50:22,50:24,Okay if I look around?,اشکالي نداره اطراف رو ببينم؟
50:24,50:25,Be my guest.,.راحت باش
50:45,50:47,"These are all you, aren't they?",همه‏ي اينا تويي، مگه نه؟
50:48,50:50,They're people I once was.,.آدم‏هايي‏اند که يه زماني بودم
50:52,50:53,All of them.,.همه‏شون
50:56,50:59,Wow. That's cool. You look happy.,.چه باحال .خوشحال به نظر مياي
51:01,51:02,I was.,.خوشحال بودم
51:04,51:05,Who's that guy?,اون آقا کيه؟
51:05,51:08,"In that picture, he was Abel.",،توي اون عکس .ايبل بود
51:09,51:13,"Before then, other names... other faces.",،پيش از اون .نام‏ها و چهره‏هاي ديگه‏اي داشت
51:14,51:15,But the soul...,...اما روحش
51:16,51:18,The soul was always him.,.روحش هميشه خودش بود
51:18,51:21,"So, what? You loved each other through multiple lives?",منظور؟ توي زندگي‏هاي متعددي هم‏ديگه رو دوست داشتيد؟
51:22,51:24,These are all the same place.,.اينا که همه‏شون يه جاست
51:24,51:28,Angkor wat. What we call the beginning.,".انگ‏کور وات .""ما بهش مي‏گيم ""آغاز"
51:30,51:32,I'll find you in the beginning.,".در ""آغاز"" پيدات مي‏کنم"
51:33,51:34,I love you.,.دوستت دارم
51:34,51:37,"When each of us would find ourselves in a new life,",وقتي هر کدوم از ما خودش رو در ،زندگي جديدي پيدا مي‏کرد
51:38,51:40,this is where Abel and I would go.,.اين جاييه که من و ايبل مي‏رفتيم
51:40,51:42,You're reincarnated. How would you know where to go?,،توي جسم ديگه‏اي حلول مي‏کرديد از کجا مي‏دونيد که کجا بريد؟
51:43,51:46,Most of us have a reawakening that begins young.,بيش‏ترمون دوباره تو حالتي بيدار مي‏شيم .که با جواني آغاز مي‏شه
51:47,51:50,"Starts with small things, memories,",،با چيزهاي کوچيک شروع مي‏شه ،خاطرات
51:50,51:52,"feelings about a place, dreams.",،داشتن احساساتي نسبت به يه مکان .روياها
51:53,51:56,By puberty... Most infinites have full recall.,.بيش‏تر بي‏نهايت‏ها به يادآوري کامل مي‏رسن
51:58,52:00,Right around the time they diagnosed me schizophrenic.,درست همون زماني که پزشک‏ها .اسکيزوفرني منو تشخيص دادن
52:02,52:04,So what happened if you died young and got separated?,اگه جوان‏مرگ و از هم جدا مي‏شديد، چي مي‏شد؟
52:05,52:06,For an infinite...,،براي يه بي‏نهايت
52:07,52:11,"Death isn't the end, it's like... Turning the page in a book.",،مرگ پايان کار نيست ...مثل
52:12,52:15,"Next chapter, same story.",.فصل بعدي، همون داستان
52:16,52:17,That's crazy.,.ديوانه‏کننده‏ست
52:18,52:21,"New lives, new bodies, always meeting back at the same place.",زندگي‏هاي جديد، بدن‏هاي جديد، هميشه .هم‏ديگه رو دوباره توي يه مکان مي‏بينن
52:24,52:25,He was dethroned.,.عزل شد
52:28,52:29,He's trapped on a computer somewhere.,.يه جايي تو يه رايانه گير افتاده
52:31,52:34,"My last life, I got my memories back...",،توي آخرين زندگيم ...خاطراتم برگشت
52:36,52:38,And realized he was gone.,.و فهميدم اون رفته
52:46,52:48,"It's not my memories that matter, Evan.",،خاطرات من مهم نيستن، ايوان
52:50,52:51,It's yours.,.خاطراتِ تو مهمه
52:58,53:01,"Your last life, in Mexico,",،توي آخرين زندگيت ،در مکزيک
53:02,53:04,where did you hide the egg?,"تخم"" رو کجا پنهان کردي؟"""
53:26,53:27,Where's the egg?,"تخم"" کجاست؟"""
53:37,53:39,Where is it?,کجاست؟
53:49,53:50,- He's spiking. - Shut it down.,.فشارش داره بالا ميره - .خاموشش کن -
53:54,53:58,"Hey, you're okay. You're okay. Hey. Hey, just breathe.",.حالت خوبه. هي .هي، فقط نفس بکش
53:58,53:59,- I need to get up. - Breathe.,.بايد بلند شم - .نفس بکش -
53:59,54:01,"Kovic, check his vitals.",.کوويچ، علائم حياتيش رو بررسي کن
54:01,54:03,"What happened in there, Evan? What did you see?",اونجا چه اتفاقي افتاد، ايوان؟ تو چي ديدي؟
54:03,54:06,Your neural network fired off like the fourth of July.,شبکه‏ي عصبيت مثل آتيش‏بازيِ .چهارم ژوئيه شده بود (روز استقلال آمريکا =)
54:06,54:09,I've been seeing this stuff all my life. It still doesn't make any sense.,.تمام زندگيم همين چيزها رو ديده‏ام .هنوز هم با عقل جور در نمياد
54:09,54:10,Why can't he remember anything?,چرا نمي‏تونه چيزي به ياد بياره؟
54:10,54:12,"Between the car accident, the electroshock",...بين تصادف با خودرو، الکتروشوک
54:12,54:15,"and the steel plate in his head, his mind is fractured.",،و صفحه‏ي پولادي توي سرش... .ذهنش آسيب ديد
54:15,54:18,Something in there won't let the memories flow.,يه چيزي توي سرش نمي‏ذاره .خاطرات جريان پيدا کنه
54:18,54:22,I can't get them out. I'm afraid the artisan is our last hope.,.نمي‏تونم خارج‏شون کنم .متاسفانه آرتيسَن آخرين اميدمونه
54:29,54:31,He'll achieve recall soon.,.به زودي حافظه‏ش رو به دست مياره
54:33,54:34,If he hasn't already.,.البته اگه تا الان برنگشته باشه
54:43,54:48,"Hundreds of lifetimes, and it all comes down to these few hours.",و همه‏ش توي اين چند ساعت .خلاصه مي‏شه
54:51,54:53,If we don't find him...,،اگه پيداش نکنيم
54:55,54:57,"Before he gets his memories back,",،پيش از اين‏که خاطراتش برگرده
54:58,55:00,we lose the egg...,...تخم رو از دست مي‏ديم
55:02,55:03,Forever.,.براي هميشه
55:05,55:09,The wheels keep turning and we can never...,...و هرگز نمي‏تونيم
55:11,55:13,Escape.,.فرار کنيم...
55:17,55:19,We go at dawn.,.سپيده‏دم مي‏ريم
56:12,56:14,"It's been a while, Otto.",.مدتيه نديدمت، اوتو
56:14,56:19,No one's called me by that name in... So many lifetimes.,دوره‏هاي خيلي زياديه که کسي .من رو با اين نام صدا نزده
56:28,56:30,"Hello, my love.",.سلام، عشقم
56:32,56:33,What happened to you?,چي بر سرت اومده؟
56:35,56:37,You were so beautiful.,.تو که خيلي خوشگل بودي
56:38,56:40,As were you.,.تو هم خوشگل بودي
56:40,56:42,You don't miss it...,...دل‏تنگ نشدي
56:42,56:43,The agility...,،واسه چالاکي
56:45,56:46,The vibrancy...,،سرزندگي
56:47,56:48,Being confined to this?,خودت رو به اين ويلچر محدود کردي؟
56:48,56:51,You see me as something broken. I don't.,.تو منو به چشم يه چيز از پا افتاده مي‏بيني .من نمي‏بينم
56:53,56:55,"You're the cripple, Otto.",.فلج تويي، اوتو
56:55,56:58,- Crippled by your cowardice. - Cowardice?,.بزدليت تو رو فلج کرده - بزدلي؟ -
56:58,57:03,No. I'm crippled... by my memory.,.نه. حافظه‏ام من رو فلج کرده
57:03,57:07,You get your memories back over years. Not me.,،تو خاطراتِت رو طي سال‏ها برمي‏گردوني .نه من
57:07,57:11,I get it all back as my brain forms. In the womb.,خاطراتِ من همون موقعي برمي‏گرده که .مغزم توي بچه‏دان شکل مي‏گيره
57:11,57:16,"Endless hours, days, weeks, months.",،ساعت‏هاي بي‏پايان .روزها، هفته‏ها، ماه‏ها
57:16,57:18,No room to move!,!جاي جُم خوردن نيست
57:18,57:22,Nothing for my brain to do but eat itself.,...مغزم کاري نداره
57:23,57:26,"All these lifetimes, the magnitude of this gift,",،همه‏ي اين زندگي‏ها ،اندازه‏ي اين موهبت
57:26,57:29,and you haven't learned a thing.,.اون‏وقت هيچي ياد نگرفتي
57:29,57:30,I have to get out.,.بايد خارج بشم
57:31,57:33,I have to make it stop.,.بايد جلوش رو بگيرم
57:34,57:38,Don't do it. Don't give him anything.,.اين کار رو نکن .بهش چيزي نگو
57:39,57:40,Where is treadway?,تريدوي کجاست؟
57:47,57:49,We storming the beach at normandy?,به ساحلِ نورماندي يورش مي‏بريم؟ (منطقه‏اي جنگي در جنگ جهاني دوم =)
57:49,57:51,You never know with the artisan.,".هيچ‏وقت نمي‏دوني ""آرتيسَن"" چه مي‏کنه"
57:53,57:54,Let's get ready.,.بيا آماده بشيم
58:29,58:31,"Color out, please.",.بسه، لطفاً
58:34,58:36,"So, the artisan's a gambler?",پس، آرتيسَن قماربازه؟
58:36,58:38,"No, he's a hedonist.",.نه، لذت‏گراست
58:38,58:41,"Infinite lives, infinite opportunity for debauchery.",،دروغ‏هاي بي‏نهايت .فرصت بي‏نهايت براي عياشي
58:41,58:43,Sounds like my kinda guy.,.به نظر از جنس خودمه
59:37,59:39,"Alexa, music off.",.آلِکسا، موسيقي رو خاموش کن
59:40,59:41,Get him cleaned up and outta here.,.پاکش کنيد و از اين‏جا ببريدش
59:42,59:44,You're operating on dead guys now?,حالا ديگه مُرده‏ها رو عمل مي‏کني؟
59:45,59:47,Da Vinci used to cut into human cadavers,...داوينچي نعش انسان‏ها رو تکه‏تکه مي‏کرد
59:47,59:50,so that he could better understand the human form.,.تا بتونه اندام انسان رو بهتر بفهمه
59:50,59:52,For me...,.اما من، به مغز خيلي علاقه دارم، جونم
59:52,59:54,"I'm all about that brain, baby.",.اما من، به مغز خيلي علاقه دارم، جونم
59:55,59:58,But you know that all too well.,.ولي خودت هم اينو خوب مي‏دوني
59:58,60:03,"Oh, what a beautiful cranial arch you got this time around.",واي، اين بار چه جمجمه‏ي قوس‏دار .خوشگلي داري
60:03,60:07,I could better examine it if I severed your head from your neck.,اگه سرت رو از گردنت جدا کنم .بهتر مي‏تونم بررسيش کنم
60:07,60:09,Like treadway did to me when last we met.,همون کاري که تريدوي تو آخرين ديدارمون .با من کرد
60:09,60:11,- Try it. - Oh.,.امتحان کن - .واي -
60:11,60:13,Bathurst took the hub.,".باتورست ""کانون"" رو گرفت"
60:16,60:19,- Does he have the egg? - No.,"تخم"" رو داره؟"" - .نه -"
60:19,60:21,Think we'd be here if he did?,به نظرت اگه داشت، مي‏اومديم اين‏جا؟
60:22,60:25,"Wherever it is, it's still in his head.",،هر جا که هست .توي ذهنِ اونه
60:27,60:28,Treadway?,تريدوي؟
60:29,60:30,So they say.,.اين‏طور ميگن
60:33,60:34,Wait. Is he blocked?,.صبر کن فراموش کرده؟
60:37,60:39,"Well, well, well, look at this.",،بَه بَه بَه .اينو نگاه
60:39,60:40,Huh.,،بَه بَه بَه .اينو نگاه
60:41,60:45,"So... your hard drive got fragged,",،پس، هارد ديسکت خراب شده
60:45,60:48,which means we're gonna have to reset your memory.,که اين يعني بايد حافظه‏ت رو .دوباره تنظيم کنيم
60:48,60:53,"And, Heinrich, I gotta tell ya, I'm really gonna enjoy this.",،و، هاينريش، بايد بگم .قراره از اين کار خيلي لذت ببرم
60:56,60:57,Check this out.,.اينو داشته باشيد
61:00,61:03,"You're all familiar with the idea that when you die,",،همه‏تون با اين ايده آشناييد که وقتي مي‏ميريد
61:03,61:05,"your life flashes before your eyes, right?",زندگي‏تون از جلوي چشم‏هاتون رد مي‏شه، درسته؟
61:06,61:09,"This machine enhances that experience,",،اين دستگاه، اون تجربه رو افزايش ميده
61:09,61:12,"prolonging your sense of time,",،حس‏تون رو نسبت به زمان طولاني مي‏کنه
61:12,61:17,allowing you to restore or reorder everything inside.,که بهتون اجازه ميده هر چيزي که .توي ذهنه بازيابي و بازآرايي کنيد
61:17,61:19,This... this right here,اين، ايني که همين‏جاست، نزديک‏ترين .دستگاهيه که ذهن‏‏تون رو کامل بازنشاني مي‏کنه
61:19,61:24,is the closest you're gonna get to a total mental reboot.,اين، ايني که همين‏جاست، نزديک‏ترين .دستگاهيه که ذهن‏‏تون رو کامل بازنشاني مي‏کنه
61:25,61:26,Are you planning on trying to drown me?,سعي داري منو غرق کني؟
61:26,61:28,'Cause I got a thing about drowning.,.چون من با غرق شدن مسئله دارم
61:28,61:30,- Which is? - I don't like it!,چه مسئله‏اي؟ - !خوشم نمياد -
61:30,61:33,What kind of success rate is this guy working with anyway?,راستي، ميزان موفقيتِ ايشون چقدره؟
61:33,61:36,Confidence is... high.,.اعتمادش... بالاست
61:36,61:38,"Yeah, and so are you, obviously.",.آره، معلومه تو هم قابل اعتمادي
61:39,61:41,Okay. Hey.,.خيلي خب. هي
61:41,61:43,I like you this time around. You're actually funny.,.اين دوره ازت خوشم مياد .واقعاً بامزه‏اي
61:43,61:47,"Don't take this the wrong way, but you're usually kind of a jerk.",،بد برداشت نکني .اما معمولاً يه جورايي آدم بي‏شعوري هستي
61:47,61:49,"- It's true. - Yeah, she gets it.",.درسته - .آره، اون مي‏فهمه -
61:49,61:52,"- So, I'm supposed to trust this guy? - I wouldn't.",خب، بايد به اين آقا اعتماد کنم؟
61:52,61:55,"First, I resent the gender labeling.",.از برچسب زدن جنسيتي بيزارم
61:55,61:58,"Second, you can trust that we share the same goal.",دوم، مي‏توني مطمئن باشي که .باهم يه هدف مشترک داريم
61:58,62:00,Really? Which is?,واقعاً؟ چه هدفي؟
62:00,62:03,"Bathurst wants to what, destroy every living thing on earth?",باتورست مي‏خواد چي‏کار کنه؟ همه‏ي جان‏دارهاي زمين رو نابود کنه؟
62:04,62:05,"Well, that's gonna ruin",خب، اين مهموني خيلي خفني که .اين‏جا راه انداختم، نابود مي‏کنه
62:05,62:07,a pretty great party I've got goin' on here.,خب، اين مهموني خيلي خفني که .اين‏جا راه انداختم، نابود مي‏کنه
62:07,62:09,This guy's out of his mind. Hey...,.بابا اين يارو از مخ معافه ...هي
62:10,62:12,There's a reason you didn't bring me here before.,.دليلي داره که قبلاً منو اينجا نياوردي - .اوهوم -
62:13,62:16,- I could die in there. - Yeah.,.ممکنه توي اون بميرم - .آره -
62:18,62:19,Could it work?,ممکنه جواب بده؟
62:21,62:22,It could.,.ممکنه
62:24,62:26,"But you have a choice, Evan.",.اما تو حق انتخابي داري، ايوان
62:26,62:28,"No, I don't have a choice.",.نه، حق انتخابي ندارم
62:29,62:33,I... I can't let anybody else get hurt because of what's in my head.,نمي... نمي‏تونم بذارم به خاطر چيزي که .توي ذهنمه، کس ديگه‏اي آسيب ببينه
62:43,62:45,All right. Leap-of-faith time.,.بسيار خب .وقتِ پرش ايمانه
62:46,62:49,Let's just do it now before I change my mind. All right?,حالا بيا قال قضيه رو بکنيم تا نظرم عوض نشده. خب؟
62:50,62:51,Let's go. Turn your machine on.,.بيا شروع کنيم .دستگاهت رو روشن کن
62:51,62:53,Ooh. Ready to go for a swim?,اوه. آماده‏اي بريم شنا؟
62:53,62:57,- Yes. This is gonna be so fun! - Just shut up and turn it on.,.بله - !قراره خيلي حال بده -
63:17,63:20,Prolongs your sense of t/me.,،حس‏تون رو نسبت به زمان طولاني مي‏کنه
63:23,63:26,"Whatever happens, don't let them stop until it's done.",هر اتفاقي افتاد، تا تموم نشده .نذار قطعش کنن
64:08,64:11,"He'll hold his breath as long as he can, and then...",،تا جايي که بتونه نفسش رو حبس مي‏کنه ...و بعدش
64:11,64:13,Base instinct takes over.,.غريزه اصلي جاش رو مي‏گيره
64:30,64:31,Twenty-two. Too many.,.بيست و دو .خيلي زياده
64:34,64:35,Twenty. No more. And 18.,.بيست تا. بيش‏تر نه .و 18
64:54,64:56,"Oh, my god. He's drowning.",.واي، خداي من .داره غرق مي‏شه
64:56,64:58,That's the whole idea.,.هدف هم همينه
65:02,65:05,- Maybe we should pull him out. - He's not there yet. Two more minutes.,.شايد بهتره که بياريمش بيرون - .هنوز تموم نشده. دو دقيقه ديگه -
65:13,65:14,"Abel, listen to me. If I fail...",.ايبل، به من گوش کن ...اگه موفق نشدم
65:19,65:21,Come on.,.زودباش
65:21,65:22,Nora...,...نورا - .داره مي‏ميره -
65:22,65:24,He's dying.,...نورا - .داره مي‏ميره -
65:24,65:26,We're close. We are close.,.نزديکيم .نزديکيم
65:30,65:32,Doesn't have a pulse!,!نبض نداره
65:34,65:35,Get him out!,!بيارش بيرون
65:41,65:42,Come on! Come on.,!زودباش .زودباش
65:53,65:55,Okay. Okay.,.خيلي خب. خيلي خب
65:56,65:58,Get out of the way.,.برو کنار
66:10,66:11,Come on.,
66:16,66:17,He's gone.,.مُرد
66:20,66:22,We killed him.,.ما کُشتيمش
66:46,66:49,"If / fa/I, look inside.",.اگه موفق نشدم، داخل رو نگاه کنيد
67:14,67:16,"Evan, you're okay. Just breathe.",.ايوان، حالت خوبه .فقط نفس بکش
67:32,67:35,I am treadway. I am treadway.,.من تريدوي هستم .من تريدوي هستم
67:45,67:46,"Hey. Whoa, whoa.",.هي. هي، هي
67:49,67:50,I'm treadway.,.من تريدوي‏ام
67:54,67:57,"If you are treadway, answer this.",،اگه تريدوي هستي :به اين پاسخ بده
67:59,68:00,Do you know where the egg is?,"مي‏دوني ""تخم"" کجاست؟"
68:21,68:22,Yes.,.بله
68:22,68:24,- Yes? - Yes.,بله؟ - .بله -
68:25,68:27,Look inside. Look inside.,""".داخل رو نگاه کن"" "".داخل رو نگاه کن"""
68:30,68:33,"We were trained to think of bodies as unimportant, right?",بهمون ياد دادن جسم‏ها رو بي‏اهميت بدونيم، درسته؟
68:33,68:35,- Right. - Just shells meant to be discarded.,.درسته - .فقط پوسته‏هايي‏اند که بايد دور ريخت -
68:36,68:40,"Well, treadway knew the one place... That nobody would look.",خب، تريدوي مي‏دونست که تنها جاييه .که هيچ‏کس نگاهش نمي‏کنه
68:55,68:57,"Abel? Abel, listen to me.",ايبل؟ .ايبل، به من گوش کن
68:58,69:00,"If I fail, look inside.",.اگه موفق نشدم، داخل رو نگاه کن
69:00,69:02,It's in his body.,.داخل بدنشه
69:02,69:04,Back at the hub.,.توي کانون
69:07,69:09,It's been there the whole time. Come on.,.تمام وقت اونجا بوده .بيايد
69:11,69:13,I am shocked that that worked.,.يکه خوردم که کار کرد
69:20,69:22,I knew it was you the whole time. That's why I let you win.,.تمام وقت مي‏دونستم تويي .براي همين اجازه دادم پيروز بشي
69:22,69:23,"Oh, you let me, huh?",اوه، اجازه داد، ها؟
69:24,69:27,"Whoo! I don't know about you guys, but I could use a drink.",.ولي من بايد مشروب بزنم
69:27,69:29,"Come on, we don't have time for...",،بي‏خيال ...ما وقتِ نداريم کـ
69:30,69:31,Security lockdown!,!قرنطينه‏ي امنيتي
69:36,69:38,- I'm hit. - You all right?,.تير خوردم
69:44,69:47,Hey! Follow me.,.دنبالم بيايد
69:47,69:49,- Come on. We gotta go. - Open emergency lift.,.زودباشيد. بايد بريم
69:54,69:55,- We gotta go. We gotta go. - Wait!,.بايد بريم. بايد بريم - !صبر کن -
69:56,69:57,Are you crazy? They're about to breach!,ديوونه شدي؟ !الانه که نفوذ کنن
69:57,70:00,"We're not running, all right? I'm tired of running.",فرار نمي‏کنيم، خب؟ .از فرار کردن خسته شدم
70:00,70:03,"- I'm gonna fight 'em right now. - Hang in there, trace.",.همين الان باهاشون مي‏جنگم - .تحمل کن، تريس -
70:09,70:10,She's dead.,.اون مُرده
70:10,70:11,"Oh, sh...",...اوه، گنـ
70:11,70:14,"Guys, we need to leave now.",.بچه‏ها، بايد الان از اينجا بريم
70:21,70:23,- I'm staying. - What?,.من مي‏مونم - چي؟ -
70:23,70:25,"We stay here, we fight 'em now.",،اينجا مي‏مونيم .الان باهاشون مي‏جنگيم
70:30,70:32,- You're leaking like the Titanic. - I'm fine.,.تو که مثل کشتي تايتانيک نشتي داري - .حالم خوبه -
70:32,70:35,"If you die here, who stops bathurst?",،اگه اينجا بميري پس کي جلوي باتورست رو بگيره؟
70:36,70:37,He's right.,.درست ميگه
70:38,70:39,Hey.,.هي
70:40,70:43,"You make this worth it, dziecko.",.کاري کن ارزشِش رو داشته باشه، بچه [به زبان لهستاني]
70:44,70:45,Then buy me some time.,.پس يه کم وقت‏کشي کن
70:47,70:48,Open weapons room door.,.دَرِ اتاق اسلحه رو باز کن
70:51,70:52,Good luck.,.موفق باشي
72:05,72:06,"Careful, sir.",.مراقب باش، قربان
72:08,72:09,"Oh, I will be.",.اوه، حتماً
73:16,73:18,We're taking treadway's body to Scotland.,.جسدِ تريدوي رو به اسکاتلند مي‏بريم
73:18,73:19,Very well.,.خيلي خب
73:21,73:23,Keep him alive.,.زنده نگهش دار
73:23,73:26,"I'll do the best I can, but he's lost a lot of blood.",،من تمام تلاشم رو مي‏کنم .اما کلي خون از دست داده
73:28,73:29,The keys are in the car.,.سوييچ‏ها توي ماشينه
73:53,73:54,Heinrich.,.هاينريش
73:55,73:57,Good of you to join us.,.خوبه که به ما پيوستي
74:00,74:02,I only wish you were here to see this...,اي کاش اينجا بودي و ،اين وضع رو مي‏ديدي
74:04,74:05,To understand your...,...نقشت رو
74:07,74:09,Your role in this.,.نقشت رو در اين ماجرا مي‏دونستي
74:16,74:18,The end of all our debates.,.پايانِ همه‏ي مجادله‏هامون
74:45,74:48,The end of all things.,.پايانِ همه چيز
74:52,74:54,Have it cleaned and tested.,پاکش کن .و امتحانش کن
74:55,74:57,Make sure it's the real thing.,.مطمئن شو اصليشه
74:57,74:58,Is it really over?,واقعاً ديگه تمامه؟
74:59,75:00,Not quite yet.,.هنوز کاملاً نه
75:01,75:04,Never underestimate treadway.,.هيچ‏وقت تريدوي رو دست‏کم نگير
75:32,75:33,You're awake.,.اه. بيدار شدي
75:34,75:35,Where am I?,من کجام؟
75:35,75:39,I told Nora I'd wait with you until you woke up.,.به نورا گفتم تا بيدار مي‏شي پيشت مي‏مونم
75:40,75:42,You're in my safe house.,.توي خانه‏ي امنِ مني
75:42,75:46,- What are you doing? - I'm doing your morphine!,داري چي‏کار مي‏کني؟ - !دارم مورفينت رو آماده مي‏کنم -
75:47,75:50,"- Where is she? - Huh? Oh, she went after bathurst.",هان؟ .رفت دنبال باتورست
75:51,75:52,"Oh, shit.",.اوه، گندش بزنن
75:52,75:55,She's not doing this alone. No way.,.تنهايي از پسش بر نمياد .امکان نداره
75:57,75:59,"Whoa, whoa! Come on, man.",!هي، هي .بي‏خيال، مرد
75:59,76:03,"You try running out now, you'll bleed out before you reach the compound.",الان بدويي بيرون، به محوطه‏يِ .اردوگاه نرسيده از خون‏ريزي مي‏ميري
76:03,76:06,"If we're going down, we're going down together.",،اگه قراره شکست بخوريم .باهم شکست مي‏خوريم
76:07,76:09,"Hey, hey. Hey, hey.",.هي، هي. هي، هي
76:09,76:11,"I just patched you up, man.",.تازه بخيه‏ت زدم، مرد
76:12,76:14,Let me catch you up on the current situation.,اجازه بده توي جريانِ .وضعيت فعلي قرارت بدم
76:15,76:17,"If bathurst gets his way, we're all done.",،اگه باتورست به خواسته‏ش برسه .فاتحه‏ي همه‏مون خونده‏ست
76:17,76:18,There's no more second chances.,.شانس ديگه‏اي در کار نيست
76:19,76:21,I'm gonna get the egg and kill him.,".تخم"" رو به دست ميارم و مي‏کُشمش"""
76:22,76:24,She told me you were one of us.,.نورا گفت از مايي
76:24,76:26,"Obviously, you're just full of shit.",.معلومه که قابل اعتماد نيستي
76:28,76:32,Diagnostics are done. The bomb is ready for the egg.,".تشخيص‏ها تموم شد .بمب براي ""تخم"" آماده‏ست"
76:32,76:33,Have them load it on the plane.,.بگو بار هواپيماش کنن
76:42,76:44,"Come here, you bastard.",.بيا اين‏جا ببينم، حرومي
76:44,76:46,Do you think he'll...,...به نظرت اجازه‏ي
76:48,76:49,Let us do this?,اين کار رو بهمون ميده؟...
76:59,77:01,The end of all things.,.پايانِ همه چيز
78:32,78:34,"Move, move, move! On the rig! Let's go!",!حرکت کنيد، حرکت کنيد، حرکت کنيد !سوار خودرو بشيد! بريم
79:09,79:11,"Move, move!",!حرکت کنيد، حرکت کنيد
80:37,80:41,"Dropping in three, two, one.",.رهاسازي تا سه، دو، يک
80:56,80:57,- Do you need a ride? - Love one.,مي‏خواي برسونمت؟ - .چه جورشم -
80:59,81:01,- You okay? - No. Don't ask.,خوبي؟ - .نه. نپرس -
81:15,81:16,Did you see that?,حرکت رو داشتي؟
82:18,82:20,"Nora, you okay?",نورا، خوبي؟
82:20,82:21,"Okay, come on.",.خيلي خب، بيا
82:22,82:23,I got you.,.دارمت
82:29,82:30,I'll get you out of here. Come on.,.ميارمت بيرون .زودباش
82:31,82:32,"Oh, shit.",
82:36,82:39,"You all right? Oh, shit.",روبه‏راهي؟
82:39,82:41,Hey. We gotta get you out of here.,.هي. بايد از اينجا ببريمت
82:49,82:51,"- You gonna be okay to move? - Yeah, I'll be fine.",مي‏توني حرکت کني؟ - .آره، چيزيم نمي‏شه -
82:51,82:52,Okay. Come on.,.خيلي خب. زودباش
83:32,83:35,- You gotta go. - Bathurst is getting away.,.بايد بري - .باتورست داره فرار مي‏کنه -
83:35,83:38,His hard drives are here. I have to destroy them and free them all.,.هارد ديسک‏هاش اين‏جاست .بايد از بين ببرم‏شون و همه رو آزاد کنم
83:39,83:40,I'll see you again.,.دوباره مي‏بينمت
85:23,85:26,"We'll be landing in Glasgow in 16 minutes, sir.",تا 16 دقيقه ديگه توي گلاسگو .فرود مي‏آيم، قربان
85:27,85:28,Stay low.,.ارتفاع نگير
85:30,85:32,Use tfr.,.از اداره هوانوردي فدرال استفاده کن
85:35,85:36,"Oh, my god.",.اوه، خداي من
85:39,85:42,Come on. Come on.,.بيا. بيا
85:48,85:49,They're all here.,.همه‏شون اينجاست
85:50,85:51,All the souls.,.همه‏ي ارواح
85:52,85:53,We have to free them all.,.بايد همه رو آزاد کنيم
85:57,85:59,"Nora. Nora, hey. Hey.",.نورا. نورا، هي. هي
85:59,86:02,"Stay with me, okay? We are so close.",با من بمون، خب؟ .خيلي نزديک شديم
86:03,86:05,"Let's blow some shit up, huh?",بيا يه سري چيزها رو منفجر کنيم، ها؟
86:27,86:28,Shit!,!لعنتي
86:29,86:30,"We've lost engine three, sir.",.موتور 3 رو از دست داديم، قربان
86:38,86:40,We're gonna have to land the aircraft.,.مجبوريم هواپيما رو فرود بياريم
86:48,86:50,What the hell are you doing? Sir!,!داري چي‏کار مي‏کني؟ قربان
86:58,87:00,Please. You're gonna crash the aircraft. Sir!,خواهش مي‏کنم! الان هواپيما رو !ساقط مي‏کني. قربان
88:06,88:08,It's impossible.,.اين غيرممکنه
88:10,88:11,I-Impossible.,.غيرممکنه
88:23,88:25,"He's opened the bloody top hatch, sir.",.دريچه‏ي بالايي رو باز کرد، قربان
89:17,89:18,You disappoint me.,.نااميدم کردي
89:20,89:22,"No recognition whatsoever, huh?",اصلاً به جا نمياري، ها؟
89:23,89:25,I think I should feel hurt.,.به نظرم بايد ناراحت بشم
89:27,89:30,"Car crash? Steel plate, remember?",تصادف خودرو؟ صفحه‏ي پولادي، يادته؟
91:48,91:51,"Treadway, you can't deactivate it!",!تريدوي، نمي‏توني غيرفعالش کني
91:52,91:54,It's happening!,!داره مي‏شه
93:11,93:14,Death isn't the end. Not for us.,.مرگ، پايان کار نيست .براي ما نيست
