Start Time,End Time,English,Big.Hero.6.2014.720p.BluRay.x264-SPARKS.srt,Big.Hero.6.2014.720p.Bluray.Ganool By IMDB-dl.srt,Big.Hero.6.2014.720p.WEB-DL.Ganool.srt,Big.Hero.VI-BluRay.1080p-2014.srt,Big.Hero.open subtitle.srt
39:35,39:37,"Yeah, he should have.",بايد زياد عمر مي‌کرد,.آره، باید,.آره، باید,اره باید,.آره، باید
39:39,39:41,But there was a fire and...,ولي يه آتش‌سوزي شد,...اما یه آتش‌سوزی اتفاق افتاد,...اما یه آتش‌سوزی اتفاق افتاد,اما یه آتش‌سوزی رخ داد,...اما یه آتش‌سوزی اتفاق افتاد
39:43,39:44,"Now, he's gone.",و حالا اون مُرده,.حالا هم اون رفته,.حالا هم اون رفته,و حالا اون مُرده,.حالا هم اون رفته
39:45,39:47,- Tadashi is here. - No.,تاداشي اينجاست,".تاداشی"" اینجاست"" - .نه -",".تاداشی"" اینجاست"" - .نه -","تاداشی""اینجاست"" - نه -",".تاداشی"" اینجاست"" - .نه -"
39:48,39:50,People keep saying he's not really gone.,...اينکه تا موقعي که من بيادش باشم,.مردم مدام میگن که واقعا نرفته,.مردم مدام میگن که واقعا نرفته,مردم هی میگن اون واقعا نمُرده,.مردم مدام میگن که واقعا نرفته
39:50,39:54,As long as we remember him.,اون واقعا نمُرده,.تا وقتی که به یادش باشیم,.تا وقتی که به یادش باشیم,تا زمانی که کسی اونو بیاد بیاره,.تا وقتی که به یادش باشیم
39:55,39:57,It still hurts.,ولي بازم دردناکه,.هنوز درد داره,.هنوز درد داره,با این وجود درد داره,.هنوز درد داره
39:57,40:00,I see no evidence of physical injury.,من هيچ اثري از جراحت فيزيکي نمي‌بينم,.نشونه‌ای از آسیب بدنی نمی‌بینم,.نشونه‌ای از آسیب بدنی نمی‌بینم,من هیچ شواهدی از آسیب جسمی نمیبینم,.نشونه‌ای از آسیب بدنی نمی‌بینم
40:00,40:02,It's a different kind of hurt.,اين درد از يه نوع ديگه ‌ست,.این درد فرق داره,.این درد فرق داره,این یه نوع دیگه از درده,.این درد فرق داره
40:05,40:06,You are my patient.,تو مريض مني,.تو بیمار منی,.تو بیمار منی,تو بیمار منی,.تو بیمار منی
40:06,40:08,I would like to help.,مي‌خوام بهت کمک کنم,.دوست دارم کمک کنم,.دوست دارم کمک کنم,من دوست دارم کمک کنم,.دوست دارم کمک کنم
40:09,40:10,"You can't fix this one, buddy.",اين يکي رو نمي‌توني خوب کني رفيق,.این یکی رو نمی‌تونی درست کنی، رفیق,.این یکی رو نمی‌تونی درست کنی، رفیق,این یکی رو نمیتونی درست کنی، رفیق,.این یکی رو نمی‌تونی درست کنی، رفیق
40:14,40:15,What are you doing?,,چه کار داری میکنی؟,چه کار داری میکنی؟,داری چیکار میکنی؟,چه کار داری میکنی؟
40:15,40:18,I am downloading a database on personal loss.,دارم اطلاعات مربوط به درگذشت يه عزيز رو دانلود مي‌کنم,دارم در مورد درگذشت .یه عزیز اطلاعات دانلود می‌کنم,دارم در مورد درگذشت .یه عزیز اطلاعات دانلود می‌کنم,دارم مرکز داده‌ها رو درباره‌ی ازدست دادن افراد دانلود میکنم,دارم در مورد درگذشت .یه عزیز اطلاعات دانلود می‌کنم
40:19,40:20,Database downloaded.,اطلاعات دانلود شد,.اطلاعات دانلود شد,.اطلاعات دانلود شد,مرکز داده دانلود شد,.اطلاعات دانلود شد
40:20,40:23,Treatments include contact with friends and loved ones.,تماس با دوستان و کساني که دوستشون داريد ميشه,درمان شامل .تماس با دوستان و کسانی میشه که دوستشون داری,درمان شامل .تماس با دوستان و کسانی میشه که دوستشون داری,... درمان ها شامله به دوستان و عزیزانش خبر بدید,درمان شامل .تماس با دوستان و کسانی میشه که دوستشون داری
40:24,40:25,I am contacting them now.,الان باهاشون تماس مي‌گيرم,.الان دارم باهاشون تماس می‌گیرم,.الان دارم باهاشون تماس می‌گیرم,الان بهشون خبر میدم,.الان دارم باهاشون تماس می‌گیرم
40:25,40:27,"No, no, no! I... Don't do that.",!نه! نه,.نه، نه، نه، این کار رو نکن,.نه، نه، نه، این کار رو نکن,نه!نه اینکارو نکن,.نه، نه، نه، این کار رو نکن
40:27,40:28,Your friends have been contacted.,با دوستانت تماس گرفته شد,.با دوستاهات تماس گرفته شد,.با دوستاهات تماس گرفته شد,دوستات با خب شدن,.با دوستاهات تماس گرفته شد
40:28,40:30,Unbelievable.,!باورم نميشه,.باورنکردنیه,.باورنکردنیه,باور نکردنیه,.باورنکردنیه
40:31,40:32,"Now, what are you doing?",حالا داري چيکار مي‌کني؟,حالا، چه کار میکنی؟,حالا، چه کار میکنی؟,حالا داری چیکار میکنی,حالا، چه کار میکنی؟
40:32,40:36,Other treatments include compassion and physical reassurance.,همدردي و دلداري دادن فيزيکي ميشه,درمانهای دیگه شامل .همدردی و دلداری دادن میشه,درمانهای دیگه شامل .همدردی و دلداری دادن میشه,...درمان دیگه شامله دلسوزی و مهربانی جسمی‌ـه,درمانهای دیگه شامل .همدردی و دلداری دادن میشه
40:36,40:37,I'm okay. Really.,من حالم خوبه,.من واقعا حالم خوبه,.من واقعا حالم خوبه,من خوبم واقعا,.من واقعا حالم خوبه
40:37,40:41,"You will be all right. There, there.",همه چيز درست ميشه,.حالت خوب میشه، آروم باش، آروم باش,.حالت خوب میشه، آروم باش، آروم باش,حالت خوب میشه. بفرما...بفرما,.حالت خوب میشه، آروم باش، آروم باش
40:42,40:43,"Thanks, Baymax.",ممنون,".""ممنون ""بیمکس",".""ممنون ""بیمکس","""ممنون. ""بیمکس",".""ممنون ""بیمکس"
40:45,40:47,I am sorry about the fire.,خيلي بابت آتش‌سوزي متاسفم,.در مورد آتش‌سوزی متاسفم,.در مورد آتش‌سوزی متاسفم,بابت آتش‌سوزی متاسفم,.در مورد آتش‌سوزی متاسفم
40:47,40:50,It's okay. It was an accident.,يه حادثه بود,.اشکالی نداره، یه اتفاق بوده,.اشکالی نداره، یه اتفاق بوده,اشکال نداره یه اتفاق بود,.اشکالی نداره، یه اتفاق بوده
40:57,40:58,Unless...,...مگه,...مگر اینکه,...مگر اینکه,... مگر این که,...مگر اینکه
40:59,41:01,Unless it wasn't.,...مگه اينکه اينجوري نبوده باشه,.مگر اینکه اتفاقی نبوده,.مگر اینکه اتفاقی نبوده,مگر اینکه نبوده باشه,.مگر اینکه اتفاقی نبوده
41:01,41:03,"At the showcase,",...روز نمايش,...در نمایشگاه,...در نمایشگاه,...نمایش,...در نمایشگاه
41:03,41:06,that guy in the mask stole my microbots. And...,اون يارو نقابداره ...ميکروروبات‌هامو دزديد,اون یارو که ماسک داشته ...ریزرباتهای منو دزدیده و,اون یارو که ماسک داشته ...ریزرباتهای منو دزدیده و,"اون یارو با ماسک ""میکروبات""های منو دزدید",اون یارو که ماسک داشته ...ریزرباتهای منو دزدیده و
41:06,41:08,And then set the fire to cover his tracks.,و آتش‌سوزي رو راه انداخت تا روي کارش سرپوش بذاره,.اونجا رو آتش زده تا ردش رو بپوشونه,.اونجا رو آتش زده تا ردش رو بپوشونه,و اونجا رو اتیش زد که رد خودشو بپوشونه,.اونجا رو آتش زده تا ردش رو بپوشونه
41:09,41:12,He's responsible for Tadashi.,اون مسئول مرگ تاداشي ــه,".اون مسئول مرگ ""تاداشی"" ــه",".اون مسئول مرگ ""تاداشی"" ــه","اون مسئول مرگ""تاداشی""ـه",".اون مسئول مرگ ""تاداشی"" ــه"
41:12,41:14,We gotta catch that guy.,ما بايد اين يارو رو گير بياريم,.باید اون یارو رو بگیریم,.باید اون یارو رو بگیریم,ما باید اون یارو رو گیر بندازیم,.باید اون یارو رو بگیریم
41:17,41:18,<i>It's alive!</i>,...زنده‌ست,.هنوز زنده‌ست,.هنوز زنده‌ست,<i>...این زنده هست</i>,.هنوز زنده‌ست
41:18,41:22,"<i>It's alive, it's alive! It's alive!</i>",!اين زنده‌ست,.زنده‌ست، زنده‌ست، زنده‌ست,.زنده‌ست، زنده‌ست، زنده‌ست,<i>!این زنده هست!این زنده هست!این زنده هست</i>,.زنده‌ست، زنده‌ست، زنده‌ست
41:26,41:27,"If we're gonna catch that guy,",...اگه بخوايم اون بابا رو بگيريم,...اگر بخوایم اون یارو رو بگیریم,...اگر بخوایم اون یارو رو بگیریم,اگه بخوایم اون یارو رو بگیریم,...اگر بخوایم اون یارو رو بگیریم
41:27,41:29,you need some upgrades.,لازمه که يکم مهارت‌هات رو افزايش بديم,.باید یکم بهترت کنیم,.باید یکم بهترت کنیم,به کمی ارتقا احتیاج داری,.باید یکم بهترت کنیم
41:30,41:33,Will apprehending the man in the mask improve your emotional state?,...دستگيري اون مرد نقابدار,دستگیر کردن اون مردی که ماسک داشت باعث میشه حالت احساسیت بهتر بشه؟,دستگیر کردن اون مردی که ماسک داشت باعث میشه حالت احساسیت بهتر بشه؟,گرفتن اون مرد ماسک پوش حالت روانی تو رو بهتر میکنه,دستگیر کردن اون مردی که ماسک داشت باعث میشه حالت احساسیت بهتر بشه؟
41:33,41:35,Absolutely.,!صد در صد,.کاملا,.کاملا,صد در صد,.کاملا
41:35,41:36,Let's work on your moves.,بيا روي حرکت‌هات کار بکنيم,.بذار روی حرکتهات کار کنم,.بذار روی حرکتهات کار کنم,بذار روی حرکاتت کار کنیم,.بذار روی حرکتهات کار کنم
41:55,41:57,"Now, let's take care of this.",حالا بريم ترتيب اين رو بديم,.حالا، بذار ترتیب اینو بدیم,.حالا، بذار ترتیب اینو بدیم,حالا بیا به این رسیدگی کنیم,.حالا، بذار ترتیب اینو بدیم
42:30,42:31,I have some concerns.,من کمي نگرانم,.یکم نگرانم,.یکم نگرانم,من کمی نگرانم,.یکم نگرانم
42:32,42:35,"This armor may undermine my non-threatening, huggable design.",اين زره باعث کاهش ظاهر بي‌آزار و بغل کردنيِ من ميشه,این زره طراحی .بغل‌کردنی بدون تهدید منو تحت تاثیر قرار میده,این زره طراحی .بغل‌کردنی بدون تهدید منو تحت تاثیر قرار میده,این زره ممکنه طراحی بی‌خطر و قابل بغل کردن منو خراب کنه,این زره طراحی .بغل‌کردنی بدون تهدید منو تحت تاثیر قرار میده
42:36,42:37,"That's kind of the idea, buddy.",هدف منم همين بوده رفيق,.اینم یه نوع ایده‌ست رفیق,.اینم یه نوع ایده‌ست رفیق,این تنها راه رفیق,.اینم یه نوع ایده‌ست رفیق
42:37,42:38,You look sick.,!خيلي خفن شدي [به معناي مريضي هم هست],.بدجور باحال شدی,.بدجور باحال شدی,مریض به نظر میای,.بدجور باحال شدی
42:39,42:42,I cannot be sick. I am a robot.,من نمی‌تونم مريض شم,.نمی‌تونم بد باشم، یه رباتم,.نمی‌تونم بد باشم، یه رباتم,من نمیتونم مریض بشم من یه روباتم,.نمی‌تونم بد باشم، یه رباتم
42:42,42:43,It's just an expression.,اين فقط يه اصطلاح ــه,.فقط یه اصطلاحه,.فقط یه اصطلاحه,اون فقط یه اصطلاحه,.فقط یه اصطلاحه
42:44,42:46,<i>Data transfer complete.</i>,انتقال داده‌ها تکميل شد,.انتقال اطلاعات تمام شد,.انتقال اطلاعات تمام شد,<i>انتقال داده به پایان رسید</i>,.انتقال اطلاعات تمام شد
43:11,43:14,I fail to see how karate makes me a better healthcare companion.,متوجه نميشم که چطوري کاراته باعث ميشه که من  همراه سلامتی بهتري بشم,نمی‌تونم بفهمم که چطور کاراته یاد گرفتن به .بهتر شدن همراه درمانی بودن من کمک می‌کنه,نمی‌تونم بفهمم که چطور کاراته یاد گرفتن به .بهتر شدن همراه درمانی بودن من کمک می‌کنه,من نمیفهمم کاراته چه کمکی میکنه که من یه مراقب سلامت بهتری باشم,نمی‌تونم بفهمم که چطور کاراته یاد گرفتن به .بهتر شدن همراه درمانی بودن من کمک می‌کنه
43:15,43:17,"You want to keep me healthy, don't you?",تو مي‌خواي منو سالم نگه داري ديگه، مگه‌نه؟,می‌خوای حال من خوب بشه، مگه نه؟,می‌خوای حال من خوب بشه، مگه نه؟,میخوای منو سالم نگه داری مگه نه؟,می‌خوای حال من خوب بشه، مگه نه؟
43:17,43:18,Punch this.,به اين مُشت بزن,.مشت بزن,.مشت بزن,به این مشت بزن,.مشت بزن
43:21,43:23,Yes! Hammerfist!,!ايول,!آره! مشت چکشی,!آره! مشت چکشی,بله مشت آهنین,!آره! مشت چکشی
43:25,43:26,Side kick!,!لگد از پهلو,!لگد از پهلو,!لگد از پهلو,لگد به سمت کنار,!لگد از پهلو
43:26,43:27,Knifehand!,!ضربه‌ي دست چاقويي,.ضربه دست ضربتی,.ضربه دست ضربتی,دست برّنده,.ضربه دست ضربتی
43:28,43:29,Back kick!,!لگد از پشت,.لگد از پشت,.لگد از پشت,لگد به عقب,.لگد از پشت
43:29,43:30,Gummy bears!,!پاستيل خرسي,!پاستیل خرسی,!پاستیل خرسی,پاستیل خرسی,!پاستیل خرسی
43:34,43:36,Yes!,همينه,!آره,!آره,بله,!آره
43:46,43:48,Yeah! Fist bump!,ايول,.آره! بمب مشتی,.آره! بمب مشتی,آره، بزن قدش,.آره! بمب مشتی
43:49,43:52,"""Fist bump"" is not in my fighting database.",اين توي داده‌هاي مبارزه‌ايه من نيست,بمب مشتی .در پایگاه اطلاعاتی من نیست,بمب مشتی .در پایگاه اطلاعاتی من نیست,"بزن قدش"" در پایگاه داده‌ی من نیست""",بمب مشتی .در پایگاه اطلاعاتی من نیست
43:52,43:54,"No, this isn't a fighting thing.",اين فن مبارزه نيست,.نه، فن مبارزه نیست,.نه، فن مبارزه نیست,نه این یه اصطلاح مبارزه نیست,.نه، فن مبارزه نیست
43:54,43:57,It's what people do sometimes,...اين کاريه که آدم‌ها مي‌کنن,این چیزیه که وقتی مردم,این چیزیه که وقتی مردم,...کاری هست که مردم وقتی که,این چیزیه که وقتی مردم
43:57,43:59,when they're excited or pumped up.,وقتي که خيلي خوشحال يا هيجان‌زده هستند,.جوگیر میشن انجام میدن یا بزن قدش,.جوگیر میشن انجام میدن یا بزن قدش,هیجان زده یا شارژ هستن انجام میدن,.جوگیر میشن انجام میدن یا بزن قدش
44:11,44:12,"Hey, now you're getting it.",حالا فهميدي چي ميگم,.هی، الان داری راه میوفتی,.هی، الان داری راه میوفتی,هی، داری یاد میگیری,.هی، الان داری راه میوفتی
44:13,44:15,"I will add ""fist bump"" to my care-giving matrix.",به مهارت‌هاي مراقبتيم اضافه مي‌کنم,.بزن قدش رو به ماتریس حافظه ام اضافه می کنم,.بزن قدش رو به ماتریس حافظه ام اضافه می کنم,"من ""بزن قدش"" رو به برنامه‌های سلامتم اضافه میکنم",.بزن قدش رو به ماتریس حافظه ام اضافه می کنم
44:15,44:18,All right. Let's go get that guy.,بريم اون يارو رو گير بندازيم,.خیلی خب. بریم دهن اون یارو رو آسفالت کنیم,.خیلی خب. بریم دهن اون یارو رو آسفالت کنیم,خیل‌خب بزن بریم اون یارو رو بگیریم,.خیلی خب. بریم دهن اون یارو رو آسفالت کنیم
44:21,44:23,Come on!,بيا,!بجنب,!بجنب,بجنب,!بجنب
44:50,44:52,"Get him, Baymax!",بگيرش بِي‌مکس [مثل وقتي به سگ‌ها دستور ميدن],"!""حسابش رو بذار کف دستش، ""بیمکس","!""حسابش رو بذار کف دستش، ""بیمکس","""بگیرش""بیمکس","!""حسابش رو بذار کف دستش، ""بیمکس"
44:55,44:57,We're too late.,خيلي دير رسيديم,.دیر رسیدیم,.دیر رسیدیم,خیلی دیر رسیدیم,.دیر رسیدیم
44:59,45:01,Your tiny robot is trying to go somewhere.,روبات کوچولوت مي‌خواد جايي بره,.روبات کوچولوت می خواد یه جایی بره,.روبات کوچولوت می خواد یه جایی بره,روبات کوچولوت میخواد جایی بره,.روبات کوچولوت می خواد یه جایی بره
45:02,45:04,Come on.,يالا بيا,.بجنب,.بجنب,بجنب,.بجنب
45:13,45:16,Always wait one hour after eating before swimming.,هميشه بعد از غذا خوردن بايد يک ساعت صبر کنيد و بعد شنا بکنيد,همیشه تا یک ساعت بعد از .غذا خوردن شنا نکنید,"همیشه تا یک ساعت بعد از .غذا خوردن شنا نکنید 670 00:45:18,260 --> 00:45:19,260 !هی",همیشه یک ساعت بین غذا خوردن و شناکردن صبر کن,همیشه تا یک ساعت بعد از .غذا خوردن شنا نکنید
45:18,45:19,Hey!,,!هی,,هی,!هی
45:27,45:29,Come on!,بيا,!بجنب,!بجنب,بجنب,!بجنب
45:55,45:57,Your heart rate has increased dramatic...,ضربان قلبت به شدت افزايش پيدا کرده,...ضربان قلبت افزایش چشم گیری پیدا کرده,...ضربان قلبت افزایش چشم گیری پیدا کرده,ضربان قلبت به طرز مهیجی افزایش پیدا کرده,...ضربان قلبت افزایش چشم گیری پیدا کرده
45:58,46:01,"Okay, Baymax, time to use those upgrades.",وقتشه که از اون مهارت‌هاي ارتقا يافته‌ت استفاده کني,"،""خیلی خب، ""بیمکس .وقتشه از اون اطلاعات ارتقاء استفاده کنی","،""خیلی خب، ""بیمکس .وقتشه از اون اطلاعات ارتقاء استفاده کنی","""خیل‌خب ""بیمکس ""خیل‌خب ""بیمکس","،""خیلی خب، ""بیمکس .وقتشه از اون اطلاعات ارتقاء استفاده کنی"
46:08,46:11,"- Hiro? - No, no, no!",هيرو؟,"هیرو"" ؟"" - !نه، نه، نه -","هیرو"" ؟"" - !نه، نه، نه -","هیرو""؟"" - نه نه نه -","هیرو"" ؟"" - !نه، نه، نه -"
46:11,46:12,Get out of here! Go!,از اينجا برين,!از اینجا برید! برید,!از اینجا برید! برید,از اینجا برید! برید,!از اینجا برید! برید
46:13,46:14,"Dude, what are you doing out here?",تو اينجا چيکار مي‌کني؟,رفیق، این بیرون چی کار می کنی ؟,رفیق، این بیرون چی کار می کنی ؟,رفیق؛ این بیرون چیکار میکنی؟,رفیق، این بیرون چی کار می کنی ؟
46:14,46:17,Nothing! Just out for a walk.,فقط اومدم يکم قدم بزنم,.هیچی بخدا ! فقط اومدم قدم زنی,.هیچی بخدا ! فقط اومدم قدم زنی,هیچی فقط واسه یه هواخوری وایسادم,.هیچی بخدا ! فقط اومدم قدم زنی
46:17,46:19,Helps my pubescent mood swings.,اينکار به جريان بلوغم کمک مي‌کنه,.به تغییرات اخلاقی سن بلوغم کمک می کنه,.به تغییرات اخلاقی سن بلوغم کمک می کنه,به سرگیجه‌ی بلوغم کمک میکنه,.به تغییرات اخلاقی سن بلوغم کمک می کنه
46:19,46:20,Is that Baymax?,!اين بی‌مکس ــه؟,"این ""بیمکس"" ـه ؟","این ""بیمکس"" ـه ؟","اون""بیمکس""ـه؟","این ""بیمکس"" ـه ؟"
46:20,46:22,"Yeah, but you really...",...ولي شما بايد برين,...آره اما تو جدأ,...آره اما تو جدأ,...اره اما تو واقعا,...آره اما تو جدأ
46:22,46:24,Why is he wearing carbon fiber underpants?,!چرا اين شرت فيبر کربن تنشه؟,برای چی اون لباس زیر فیبر کربنی پوشیده ؟,برای چی اون لباس زیر فیبر کربنی پوشیده ؟,چرا اون شورت فیبر کربنی پوشیده؟,برای چی اون لباس زیر فیبر کربنی پوشیده ؟
46:25,46:26,I also know karate.,تازه کاراته هم بلدم,.تازه کاراته هم یاد گرفتم,.تازه کاراته هم یاد گرفتم,من تازه کاراته هم بلدم,.تازه کاراته هم یاد گرفتم
46:26,46:27,You guys need to go.,شماها بايد برين,.بچه ها باید برید,.بچه ها باید برید,شماها باید برید,.بچه ها باید برید
46:28,46:30,"No, don't push us away, Hiro. We're here for you.",ما رو از خودت دور نکن هيرو,".""نه، دست رد به سینه مون نزن، ""هیرو .ما واسه تو اینجاییم",".""نه، دست رد به سینه مون نزن، ""هیرو .ما واسه تو اینجاییم","نه، مارو پس نزن ""هیرو""؛ ما بخاطر تو اینجاییم",".""نه، دست رد به سینه مون نزن، ""هیرو .ما واسه تو اینجاییم"
46:31,46:32,That's why Baymax contacted us.,بِي‌مکس هم براي همين با ما تماس گرفت,".برای همین ""بیمکس"" باهامون تماس گرفت",".برای همین ""بیمکس"" باهامون تماس گرفت","به همین دلیل ""بیمکس""به ما خبر داد",".برای همین ""بیمکس"" باهامون تماس گرفت"
46:32,46:34,"Those who suffer a loss,",کساني که از درگذشت عزيزانشون رنج مي‌برن,اونایی که غم از دست دادن کسی رو دارن,اونایی که غم از دست دادن کسی رو دارن,اونهایی که کسی رو از دست دادن,اونایی که غم از دست دادن کسی رو دارن
46:34,46:36,require support from friends and loved ones.,...لازمه که توسط دوستان و کساني که,نیاز به همدردی از طرف دوستا و .عزیزانشون دارن,نیاز به همدردی از طرف دوستا و .عزیزانشون دارن,به کمک از جانب عزیزانشون نیاز دارن,نیاز به همدردی از طرف دوستا و .عزیزانشون دارن
46:36,46:37,"Okay, but I...",دوستشون دارند حمايت بشن,...باشه، اما من,...باشه، اما من,...باشه اما من,...باشه، اما من
46:37,46:39,Who would like to share their feelings first?,کي مي‌خواد اول از همه احساساتش رو با بقيه درميون بذاره,کی اول دوست داره که احساساتش رو با بقیه درمیون بذاره ؟,کی اول دوست داره که احساساتش رو با بقیه درمیون بذاره ؟,کی میخواد اول احساساتش رو بیان کنه؟,کی اول دوست داره که احساساتش رو با بقیه درمیون بذاره ؟
46:39,46:41,I'll go. Okay.,,.من میگم. خیلی خب,.من میگم. خیلی خب,من میگم باشه,.من میگم. خیلی خب
46:41,46:44,"My name is Fred, and it has been 30 days since my last...",...اسم من فِرِد ــه,"اسم من ""فرد"" ـه، و 30 روز از آخرین باری که","اسم من ""فرد"" ـه، و 30 روز از آخرین باری که","اسم من ""فرد""ـه ...و 30 روز از آخرین","اسم من ""فرد"" ـه، و 30 روز از آخرین باری که"
46:44,46:45,Holy mother of Megazon!,!يا خـــدا,!یا مادر مقدس مگازون,!یا مادر مقدس مگازون,"!""یــا مــــادر مــــقدس ""مـــگـــازود",!یا مادر مقدس مگازون
46:48,46:50,Am I the only one seeing this?,ببينم فقط من دارم اينا رو مي‌بينم؟,من تنها کسی هستم که اینو میبینم ؟,من تنها کسی هستم که اینو میبینم ؟,آیا من تنها کسیم که اینو میبینه؟,من تنها کسی هستم که اینو میبینم ؟
46:55,46:58,"Oh, my gosh! Oh, no!",!وااي خدا جوون,!اوه، خداجونم ! اوه، نه,!اوه، خداجونم ! اوه، نه,خدای من اوه نه,!اوه، خداجونم ! اوه، نه
47:00,47:01,Go!,برين,!برید,!برید,برو,!برید
47:02,47:03,"Baymax, get him!",بگيرش,"!بیمکس""، بگیرش""","!بیمکس""، بگیرش""","""بیمکس"" بگیرش","!بیمکس""، بگیرش"""
47:04,47:06,"No, no, no, no, no! What are you doing?",داري چيکار مي‌کني؟,نه، نه، نه، نه، نه! داری چی کار می کنی ؟,نه، نه، نه، نه، نه! داری چی کار می کنی ؟,نه نه نه نه داری چیکار میکنی؟,نه، نه، نه، نه، نه! داری چی کار می کنی ؟
47:07,47:08,I'm saving your life.,دارم جونت رو نجات ميدم,.دارم جونت رو نجات میدم,.دارم جونت رو نجات میدم,دارم زندگیت رو نجات میدم,.دارم جونت رو نجات میدم
47:08,47:10,Baymax can handle that guy!,بِي‌مکس از پس اون يارو برمياد,"!بیمکس"" میتونه ترتیب اون یارو رو بده""","!بیمکس"" میتونه ترتیب اون یارو رو بده""","بیمکس""از پس این یارو بر میاد""","!بیمکس"" میتونه ترتیب اون یارو رو بده"""
47:15,47:16,"Oh, no.",!اي واي,.اوه، نه,.اوه، نه,اوه نه,.اوه، نه
47:19,47:20,Wasabi!,!دردسر,"!""واسابی""","!""واسابی""","""واسابی""","!""واسابی"""
47:20,47:22,Goodbye!,باي باي,!خداحافظ,!خداحافظ,"""خداحافظ""",!خداحافظ
47:22,47:23,Hiro. Explanation. Now.,!همين‌ الان توضيح بده چه خبره,".هیرو"" توضیح بده. همین الان""",".هیرو"" توضیح بده. همین الان""","هیرو""، توضیح بده، حالا""",".هیرو"" توضیح بده. همین الان"""
47:24,47:26,He stole my microbots. He started the fire.,اون ميکروبات‌هاي منو دزديد,.اون ریزربات های منو دزدید .اون آتش سوزی رو به راه انداخت,.اون ریزربات های منو دزدید .اون آتش سوزی رو به راه انداخت,"اون ""میکروبات""های منو دزدید اون آتش سوزی رو شروع کرد",.اون ریزربات های منو دزدید .اون آتش سوزی رو به راه انداخت
47:26,47:28,I don't know who he is!,!نمي‌دونم اون کيه,!نمیدونم اون کیه,!نمیدونم اون کیه,من نمیدونم اون کیه,!نمیدونم اون کیه
47:28,47:30,"Baymax, palm-heel strike!",بِي‌مکس,"!بیمکس""، کف گرگی بزن""","!بیمکس""، کف گرگی بزن""","بیمکس"" ضربه‌ی کف دست""","!بیمکس""، کف گرگی بزن"""
47:40,47:41,Hard left!,بپيچ چپ,!بپیچ به چپ,!بپیچ به چپ,کامل به چپ,!بپیچ به چپ
47:52,47:54,"That mask, the black suit...",...اون نقاب,...اون ماسک، لباس سیاه,...اون ماسک، لباس سیاه,...اون ماسک ...لباس سیاه,...اون ماسک، لباس سیاه
47:55,47:57,"We're under attack from a super villain, people!",!يکي از اون ابر آدم بدها بهمون حمله کرده بچه‌ها,!یه تبهکار کله گنده بهمون حمله کرده، بروبچ,!یه تبهکار کله گنده بهمون حمله کرده، بروبچ,یه ابر شورشی به ما حمله کرد؛ مردم,!یه تبهکار کله گنده بهمون حمله کرده، بروبچ
47:57,47:58,"I mean, how cool is that?",...يعني,منظورم اینه که، چقدر باحاله ؟,منظورم اینه که، چقدر باحاله ؟,منظورم اینه که چقدر باحاله؟,منظورم اینه که، چقدر باحاله ؟
47:59,48:01,"I mean, it's scary, obviously. But how cool!",يعني ترسناکه,.یعنی، معلومه که ترسناکه !اما چقدر باحاله,.یعنی، معلومه که ترسناکه !اما چقدر باحاله,منظورم اینه که قطعا ترسناکه !اما چقدر باحاله,.یعنی، معلومه که ترسناکه !اما چقدر باحاله
48:06,48:07,Why are we stopped?,چرا وايساديم؟,برای چی وایستادیم ؟,برای چی وایستادیم ؟,چرا وایسادیم؟,برای چی وایستادیم ؟
48:07,48:08,The light's red!,چراغ قرمز,!چراغ قرمزه,!چراغ قرمزه,چراغ قرمزه,!چراغ قرمزه
48:09,48:11,There are no red lights in a car chase!,!وقتي تحت تعقيبي که چراغ قرمز معني نداره,!توی تعقیب و گریز چراغ قرمز کیلو چنده بیشعور,!توی تعقیب و گریز چراغ قرمز کیلو چنده بیشعور,تو تعقیب و گریز که کاری به چراغ قرمز ندارن,!توی تعقیب و گریز چراغ قرمز کیلو چنده بیشعور
48:14,48:16,Why is he trying to kill us?,آخه چرا مي‌خواد ما رو بکشه؟,آخه چرا می خواد ما رو بکشه ؟,آخه چرا می خواد ما رو بکشه ؟,چرا اون میخواد مارو بکشه؟,آخه چرا می خواد ما رو بکشه ؟
48:16,48:18,Why are you trying to kill us?,چرا مي‌خواي ما رو بکشي؟,چرا می خوای ما رو بکشی جیگر ؟,چرا می خوای ما رو بکشی جیگر ؟,چرا تو میخوای مارو به کشتن بدی؟,چرا می خوای ما رو بکشی جیگر ؟
48:19,48:20,It's classic villain. We've seen too much!,اين از اون آدم بدهاي کليشه‌ايه,.اون یه تبهکار قدیمیه !ما زیادی دیدیم,.اون یه تبهکار قدیمیه !ما زیادی دیدیم,این خشونت کلاسیکه ما بیش از ظرفیتمون دیدیم,.اون یه تبهکار قدیمیه !ما زیادی دیدیم
48:20,48:22,Let's not jump to conclusions.,بيايد زود نتيجه‌گيري نکنيم,.بیاین زود قضاوت نکنیم,.بیاین زود قضاوت نکنیم,بیاید یهو نریم سراغ نتیجه‌گیری,.بیاین زود قضاوت نکنیم
