Start Time,End Time,English,About.Time.open subtitle.srt
41:01,41:03,Thanks.,ممنون
41:04,41:07,Disgusting. Totally undercooked.,حال بهم زنه. اصلا نپخته
41:07,41:08,See you later.,بعدا مي‌بينمت
41:15,41:18,"Why don't we go upstairs, it's a bit quieter?",چطوره بريم طبقه بالا، يه ذره ساکت‌تره
41:33,41:34,Hi. Hi.,سلام - سلام -
41:35,41:36,I'm Tim.,من تيم هستم
41:36,41:37,Mary.,مري
41:38,41:40,That's my mother's name. Let's not get into that.,اسم مادرم هم همينه بهتره وارد اين مساله نشيم
41:40,41:42,Um...,...ميدونم اين گستاخي منو ميرسونه، ولي
41:42,41:44,I know this is forward but,...ميدونم اين گستاخي منو ميرسونه، ولي
41:44,41:48,your face tells me that you're finding this party to be a living hell.,قيافه ت به من ميگه که اين جشن رو يه جهنم واقعي ميدوني
41:50,41:52,"So, I just wondered if you might come",..پس، تو اين فکر بودم که دلت ميخواد بياي
41:52,41:55,and have a bite to eat with me instead?,و بريم بيرون يه چيزي بخوريم؟
41:56,41:57,Right now.,همين الان
41:57,41:58,I'm sorry?,ببخشيد؟
41:58,42:01,"Obviously, I should have thought this through more.",مشخصا، بايد بيشتر درباره ش فکر ميکردم
42:01,42:03,Let's talk about Kate Moss.,بيا درباره کيت ماس حرف بزنيم
42:05,42:08,I love Kate Moss.,من عاشق کيت ماس هستم
42:08,42:10,"I always think the key thing with her is the history,",من هميشه فکر ميکنم که چيز کليدي - در موردش تاريخچه‌ش هست    - آره
42:11,42:15,"you know, the informality of her early shots compared to high fashion stuff",ميدوني، غيررسمي بودن عکس هاي اوليه ش ...در مقايسه با چيزهاي مدل بالا
42:15,42:18,so you always know that underneath she's still just the same,...نشون ميده که در لايه هاي زيرينش هنوز همون
42:19,42:22,cheeky normal girl naked on the beach.,دختر لخت و عادي کنار ساحله
42:22,42:23,The beach.,ساحل
42:24,42:26,I agree with you completely.,کاملا باهات موافقم
42:27,42:30,"If we leave now then we can have, you know, more than one starter.",اگه الان بريم، بعدش ميتونم، ميدوني که بيشتر از اينا باهام درموردش صحبت کنيم
42:30,42:32,Oh!,
42:35,42:37,I love your eyes.,عاشق چشم هات هستم
42:38,42:41,"And I love the rest of your face, too.",و همچنين عاشق بقيه صورتت هم هستم
42:52,42:53,More than one starter?,بيشتر از اين در موردش صحبت کنيم؟
42:54,42:55,10 amazing starters.,ده تا چيز شگفت انگيز ديگه
42:56,42:58,After you. Thanks.,بعد از شما - ممنون -
42:58,43:01,"Ten minutes is long enough for any party, I think.",فکر کنم ده دقيقه برا هر جشني کافي باشه
43:01,43:03,Yeah.,اوه، آره
43:03,43:04,Especially that one.,مخصوصا اين يکي
43:04,43:06,"Evening, all.",عصر بخير بچه ها
43:06,43:08,God! What a dickhead.,خدايا، چه کله خري
43:09,43:10,Yeah.,آره
43:10,43:12,Ugh.,
43:13,43:16,"So, what do you do?",خب. چکار ميکني؟
43:17,43:20,I'm a reader at a publisher.,داخل يه انتشارات خواننده هستم
43:20,43:22,No! You read for a living?,نه. برا امرار معاش ميخوني؟
43:23,43:26,"Yes, that's it. I read.",آره همينه. ميخونم
43:26,43:27,"Oh, that's so great.",اين عاليه
43:28,43:30,"It's like someone asking, ""What do you do",،مثل اين ميمونه که يکي بپرسه ' شغلت چيه؟ '
43:30,43:31,"for a living?"" ""Well, I breathe.",خب من نفس ميکشم '
43:32,43:35,"""I'm a breather, I get paid for breathing.""",من يه نفس کشم 'برا نفس کشيدن بهم پول ميدن
43:35,43:36,How did you get that job?,چطوري اينکارو گرفتي؟ - خيله خب، بچه زرنگ، خودت چکار ميکني؟ -
43:36,43:39,"Okay, smart-ass, what do you do?",چطوري اينکارو گرفتي؟ - خيله خب، بچه زرنگ، خودت چکار ميکني؟ -
43:40,43:42,I am a lawyer.,من وکيل هستم
43:42,43:43,Sort of. Sort of.,يه جورايي، يه جورايي
43:43,43:45,That's sexy.,اين سکسيه
43:46,43:47,Is it?,جدي؟
43:47,43:48,"I mean, I think so.",منظورم اينه که، من اينطور فکر ميکنم
43:49,43:54,"In a suit, in a court, saving people's lives. Kinda sexy.",تو دادگاه، با کت و شلوار، در حال نجات دادن زندگي مردم يه جورايي سکسيه
43:54,43:56,I guess it is. Although it's not as sexy as reading.,فکر کنم همينطور باشه. گرچه از خوندن سکسي تر نيست
43:56,43:59,"Sitting there in an office, in a little chair reading.",اينکه تو يه دفتر بشيني رو يه صندلي و مشغول خوندن باشي
44:00,44:01,"Okay, stop. Ooh!",باشه باشه، بس کن
44:01,44:03,"Just wait right there, mister, because",...فقط هينجا توقف کن، آقا، چون ميدوني
44:03,44:05,a lot of books get submitted to my publisher.,کتاب هاي زيادي برا ناشر من فرستاده ميشه
44:06,44:07,So it's an immense responsibility.,پس يک مسئوليت خيلي بزرگه
44:07,44:09,I bet it is.,شرط ميبندم همينطوره
44:09,44:11,"But when you do normal reading,",،ولي وقتي به صورت عادي ميخوني
44:12,44:15,"is it ruined because it's your job? You know, like prostitutes?",به خاطر اينکه شغلته، مزه ش از بين رفته؟ ميدوني، مثل فاحشه ها
44:15,44:17,I always worry that when they stop being prostitutes,،من هميشه نگرانم وقتي اينکارو بذارن کنار
44:17,44:19,that they can't enjoy sex any more.,اينکه ديگه ميتونن از سکس لذت ببرن يا نه
44:19,44:20,You always worry about that?,تو هميشه نگران ايني؟
44:20,44:21,"No, I sometimes worry about it.",نه. بعضي وقت ها نگران اين هستم - اوه خوبه، باشه -
44:21,44:22,"Oh, good. Okay.",نه. بعضي وقت ها نگران اين هستم - اوه خوبه، باشه -
44:22,44:25,Because someone who always worried about that would be a bit of a worry.,،چون يکي که هميشه نگران اين باشه خودش به يه نگراني تبديل ميشه
44:25,44:27,"When you read a newspaper, do you think, ""Forget this, it's work""?",وقتي يه روزنامه ميخوني، پيش خودت ميگي؟ 'فراموشش کن، اين شغلمه؟'
44:27,44:29,Have you interviewed a lot of prostitutes?,تو با فاحشه هاي زيادي اختلاط کردي؟
44:29,44:31,"When you read a menu, do you think,",...وقتي يه منو غذا رو ميخوني، ميگي که
44:31,44:35,"""No, I'm not reading this, unless you pay me hard cash.""",'نه، اينو نميخونم، مگر اينکه پول خوبي بهم بدين '
44:35,44:38,How many prostitutes will you need to talk to before this issue is solved?,با چند تا فاحشه بايد صحبت کني تا اين  موضوع حل بشه؟
44:39,44:43,Are you planning to head to Eastern Europe and Thailand?,برنامه داري که بزني بري سمت شرق اروپا و تايلند؟
44:57,44:58,Um...,ميخواي تا ماشينم باهام بياي؟
44:58,45:00,Would you like to walk me to my car?,ميخواي تا ماشينم باهام بياي؟
45:01,45:03,Yes. Why not? Okay.,آره   - باشه - چرا که نه -
45:03,45:05,Sounds like a good idea.,به نظر فکر خوبيه
45:06,45:07,What about you?,تو چي؟
45:07,45:10,"Yeah, I have three older brothers.",آره، سه تا برادر بزرگتر دارم
45:11,45:12,"Oh, God. Yeah.",خدايا - آره -
45:12,45:14,Where are they?,کجا هستن؟
45:15,45:17,Behind you.,پشت سرت
45:26,45:28,Did you have trouble parking?,مگه موقع پارک کردن مشکل داشتي؟
45:30,45:32,Pardon?,ببخشيد؟
45:32,45:33,It's just such a long way to your car.,فقط ماشينت خيلي دوره
45:34,45:36,"Well, my car's actually parked outside",... آره خب، راستش ماشينم
45:36,45:39,my house. I got a lift to the party.,بيرون خونه م پارک شده با يه ماشين ديگه رفته بودم جشن
45:41,45:42,Okay.,باشه
45:44,45:46,That's good. That's perfect.,خوبه. عاليه
45:46,45:47,Okay.,باشه
45:52,45:54,And here we are.,و رسيديم
45:54,45:56,My God. Yeah.,خداي من - آره -
45:56,46:00,"Car, house. House, car.",ماشين، خونه. خونه، ماشين
46:02,46:04,It makes perfect sense.,کاملا باعقل جور در مياد
46:04,46:06,It's very logical.,خيلي منطقيه
46:27,46:29,Christ.,يا مسيح
46:31,46:32,Um...,...ام
46:35,46:36,Keys!,کليد
46:50,46:54,I'm gonna go into the bedroom and put on my new pyjamas.,من ميرم تو اتاق خواب و پيژامه هاي جديدم رو بپوشم
46:55,46:56,Right.,باشه
46:57,47:00,And then in a minute you can come in and take them off.,و بعدش تا يه دقيقه ديگه ميتوني بياي تو و درشون بياري
47:01,47:03,If you want to.,اگه خودت بخواي
47:13,47:15,One minute.,يک دقيقه
47:20,47:21,Hi.,سلام
47:24,47:26,Oh! God. Are you...,اوه خدايا، حالت خوبه؟ - آره -
47:26,47:28,Are you okay? Yeah.,اوه خدايا، حالت خوبه؟ - آره -
47:30,47:31,Sorry.,شرمنده
47:31,47:33,That's okay.,اشکالي نداره
47:56,47:59,"Oh, it's a front opener.",از جلو بازشو ئه
47:59,48:01,It's a what?,چيه؟
48:01,48:03,It opens from the front.,از جلو باز ميشه
48:04,48:06,"Yeah, no, yeah, of course.",آره آره، البته
48:06,48:08,Thanks. Sure.,ممنون - خواهش -
48:10,48:12,Ooh! Oh! Well done.,اووه، آفرين
48:20,48:22,I'm sure it'll be better next time.,مطمئنم دفعه بعد بهتر ميشه
48:24,48:26,I thought it was pretty lovely.,به نظر من که خيلي دوست داشتني بود
48:27,48:30,"Right, no, it was really lovely.",درسته، نه، خيلي دوست داشتني بود
48:32,48:35,"In fact, can you just give me one minute?",درواقع. ميشه يه ديقه بهم وقت بدي؟
48:36,48:37,Okay.,باشه
48:43,48:44,Hi.,سلام
48:47,48:48,Dangerous.,خطرناکه
48:52,48:55,Oh! You really know your bras.,واقعا خوب سوتين هارو ميشناسي
48:56,48:57,I like to think so.,دوست دارم اينطور فکرکنم
49:02,49:06,Well done. Some people make a real mess of it the first time.,احسنت. بعضي ها اولين بار حسابي گند ميزنن
49:06,49:08,Amateurs.,آماتور ها
49:10,49:12,Could you give me one second?,ميشه يه ديقه بهم وقت بدي؟
49:13,49:14,Sure.,حتما
49:15,49:17,I couldn't wait.,نتونستم صبر کنم
49:17,49:18,Oh!,
49:19,49:21,My goodness.,خداي من
49:26,49:28,Best night of my entire life.,..بهترين شب زندگيم. و حالا گمون ميکنم قراره
49:30,49:31,And now I've got a suspicion I'm gonna have,..بهترين شب زندگيم. و حالا گمون ميکنم قراره
49:31,49:34,the best sleep of my entire life.,بهترين خواب کل زندگيم رو تجربه کنم
49:36,49:39,So once is enough for my perfect guy?,پس يه بار براي مرد عالي من کافيه؟
49:40,49:42,I'm not sure that's entirely fair.,فکر نکنم که اين کاملا عادلانه باشه
49:49,49:50,"We're late. No, we're not.",خداي من، ديرمون شده - نه، نشده -
49:52,49:55,"It'll be fine. It's only... Oh, my God.",.....طوري نيست، فقط خداي من
50:06,50:07,Bye.,خدافظ
50:15,50:17,"Don't worry, you're coming with.",نگران نباش، يه کاريش ميکني
50:21,50:22,Oh!,
50:23,50:25,I'm taking you home!,ميبرمت خونه
50:25,50:26,Ahh!,
50:30,50:32,Bye. Bye. Bye.,خدافظ. خدافظ. خدافظ
50:34,50:35,No!,نه
51:21,51:23,Okay. I have some bad news.,باشه، يه سري خبر بد دارم
51:24,51:26,"You're dying? No, not that bad.",داري مي‌ميري؟ - نه، اونقدراهم بد نيست -
51:26,51:28,I'm dying? No.,من دارم مي‌ميرم - نه -
51:28,51:32,My parents are in town. They're visiting and they're coming around.,پدر مادرم تو شهر هستن. ميخوان بيان ديدنم دارن ميان اينجا
51:32,51:34,"Oh, God. Parents? American parents?",اوه خدايا، پدر مادرت پدر مادر آمريکايي؟
51:34,51:35,Mmm-hmm.,
51:35,51:37,When? Now.,کي؟ - همين الان -
51:37,51:39,They told me and I didn't tell you,...آره، اونا بهم گفتن و من به تو نگفتم
51:39,51:42,and I thought they'd cancel because they normally do and they didn't.,و فکر کردم که کنسل ميکنن و نميان چون معمولا اينجوريه، ولي اينکارو نکردن
51:42,51:43,Now now? Now now.,همين الان الان - همين الان الان -
51:43,51:45,So you should probably put on some pants.,بهتره که شلوار بپوشي
51:46,51:48,"Oh! God. Okay, okay.",خدايا، باشه باشه
51:48,51:50,Um...,متاسفم . متاسفم
51:50,51:51,"I'm sorry, I'm sorry.",متاسفم . متاسفم
51:51,51:53,Do they know I exist?,اصلا ميدونن من وجود دارم؟
51:53,51:57,"Uh... Yeah. I've mentioned something like you, but nothing very specific.",آره. من به يه چيزي مثل تو اشاره کردم ولي چيز بخصوصي نگفتم
51:57,52:01,"Yeah, they're quite conservative, so maybe not those pants.",آره، اونا کاملا پيرو سنت هاي قديمي هستن پس بهتره اين شلوارهارو نپوشي
52:03,52:05,Okay. Yeah.,باشه آره
52:05,52:08,"On! on, God. Okay.",اوه خدايا، باشه
52:10,52:13,Could you just stall them. Stall them.,ميشه معطلشون کني؟ معطلشون کن
52:16,52:17,Come on up.,بياين بالا
52:18,52:19,What?,چي؟ - شرمنده، خوششون نمياد منتظر بمونن -
52:19,52:20,"I'm sorry, they don't like waiting.",چي؟ - شرمنده، خوششون نمياد منتظر بمونن -
52:20,52:22,Okay. Do I live here?,باشه. من  اينجا زندگي ميکنم؟
52:22,52:24,Definitely not.,قطعا نه
52:24,52:26,Are we having sex?,ما سکس ميکنيم؟
52:26,52:28,Yeah. But not oral.,آره. ولي نه دهاني
52:28,52:29,I wasn't gonna mention oral.,نميخواستم به دهاني اشاره کنم
52:29,52:31,"Okay, good, don't.",باشه خوبه پس نگو. چطور فکر کردي که اين ميخواد وسط کشيده بشه؟
52:31,52:32,How did you think that was gonna come up?,باشه خوبه پس نگو. چطور فکر کردي که اين ميخواد وسط کشيده بشه؟
52:32,52:34,"Could you help me with this, please?",ميشه با اين بهم کمک کني لطفا؟
52:34,52:37,"I don't know. If it does, just deny it completely.",نميدونم. اگه اينجوري شد، فقط کاملا انکارش کن
52:37,52:39,Who's gonna bring it up? Your dad?,کي ميخواست بحثش رو بکشه وسط؟ بابات؟
52:39,52:42,"""Tim, had any cunnilingus with my daughter recently?""",'تيم، اخيرا برا دخترم کُس‌ليسي نکردي؟ '
52:42,52:43,"Well, you never know.",خب، آدم چه ميدونه
52:43,52:45,Okay.,باشه
52:45,52:47,Okay. Ready? Yeah.,باشه   - آره - آماده اي؟  -آره -
52:49,52:51,"They're there. Oh, they are, yeah.",اومدن - آره، اومدن -
52:51,52:52,"Yeah, right behind you. Okay. Right, okay.",آره، باشه، درست پشت سرم باش باشه، خيله خب باشه
52:56,52:58,"Dad! Hello, sweet.",بابا - سلام عزيزم -
52:58,53:00,"Mom. Hi. Hi, honey.",مامان - سلام عزيزم -
53:00,53:02,"Oh, this is Tim.",اين تيم هست
53:03,53:05,"Hello, sir. Ma'am.",سلام قربان. خانم
53:05,53:08,"Should we come back when you haven't got any company, or...",...بهتره وقتي برگرديم که مهموني نداشته باشي يا
53:09,53:12,"Well, that would be quite difficult",...اوه خب، اينجوري خيلي مشکل ميشه
53:12,53:14,because Tim actually lives here.,چون راستش تيم اينجا زندگي ميکنه
53:15,53:18,Really? With you?,واقعا؟ با تو؟
53:18,53:22,"Yes. Yeah, but no oral sex, I promise you.",آره، آره، ولي سکس دهني نداريم اينو بهتون قول ميدم
53:24,53:25,I beg your pardon?,جانم؟
53:26,53:28,Excuse me.,ببخشيد
53:29,53:33,"So, Tim, tell us where are you from, which part of the country?",خب تيم، بهمون بگو که اهل کجايي کدوم بخش از کشور؟
53:33,53:36,"He's from Cornwall. Yeah, it's really pretty.",اهل کورنواله، آره. اونجا خيلي قشنگه
53:36,53:40,"It's that little bit right at the end, sort of looks like a shoe.",همون چيز کوچولوي آخر نقشه ست که يه جورايي شبيه کفش هستش
53:40,53:42,"And you're a lawyer, is that right?",و تو يه وکيلي، درسته؟
53:43,53:45,"Yep, that's right. And he never loses.",آره، درسته و هيچوقت هم نميبازه
53:45,53:47,"You don't think he's gonna win, then he just",،آدم فکر نميکنه که قراره برنده شه ... و بعدش يه چيزي از کيفش در مياره و
53:47,53:48,"pulls something out of the bag and,",،آدم فکر نميکنه که قراره برنده شه ... و بعدش يه چيزي از کيفش در مياره و
53:48,53:50,"what do you know, he wins again.",کي فکرشو ميکرد، دوباره برنده ميشه
53:50,53:53,Do you ever answer any of your own questions?,هيچوقت هيچکدوم از سوال هاي خودت رو جواب ميدي؟
53:53,53:55,"I, uh...",...من
53:55,53:57,"Yes, he does. Usually he does,",آره، جواب ميده، معمولا اينطوره
53:57,53:59,but not today because I'm doing,... ولي امروز نه، چون
53:59,54:00,all the talking because I'm really nervous,چون  همه حرف هارو من ميزنم چون خيلي دستپاچه م
54:01,54:05,"and I kinda love him and I just... I want you to, too.",،و يه جورايي عاشقش هستم و ميخوام شما هم دوستش داشته باشين
54:06,54:07,"Oh, honey.",عزيزم
54:07,54:10,Sorry. Tim. Over to you.,شرمنده تيم. ميدمش دست تو
54:10,54:11,Shoot,شروع کن
54:13,54:14,"Yeah, I think my dad...",...آره، فکر کنم بابام
54:14,54:16,Can I just say one more thing?,ميشه يه چيز ديگه بگم؟ - آره -
54:16,54:17,Um...,ميشه يه چيز ديگه بگم؟ - آره -
54:17,54:19,Thank God that's over.,خدارو شکر که تموم شد
54:19,54:21,I got given two tickets,...برا نمايش تئاتر ملي فردا
54:21,54:23,for the National Theatre tomorrow. Do you wanna come?,دوتا بليط بهم دادن. ميخواي بياي باهم بريم؟
54:23,54:27,"Oh, no, so not. I'm just gonna sleep all day.",اوه نه اصلا. فقط ميخوام کل روز رو بخوابم
54:27,54:31,I don't see why going to the theatre should get in the way of that.,نميدونم چرا رفتن به تئاتر بايد سر راه اين کار قرار بگيره
54:31,54:32,Many of the best sleeps of my life have happened,بهترين خواب هاي زندگيم تو رويال شکسپير رخ داده
54:32,54:34,in the Royal Shakespeare Company.,بهترين خواب هاي زندگيم تو رويال شکسپير رخ داده
54:35,54:37,"No, you take someone else.",نه، يکي ديگه رو ببر
54:37,54:41,I really like bed and I really hate theatre.,من واقعا از تخت خواب خوشم مياد و واقعا از تئاتر ها بدم مياد
54:41,54:43,Quite right.,کاملا همينطوره
54:44,54:48,But what kind of sad act is gonna be free on a Saturday night,...ولي چه نوع نمايش غمناکي قراره شب شنبه اجرا بشه
54:48,54:50,with no day's notice?,اونم بدون هيچ اطلاع قبلي؟
54:52,54:53,Bravo.,احسنت
54:55,54:58,"Oh, my God. It's Charlotte. Who?",واي خداي من، شارلوته - کي؟ -
54:58,55:00,It was my first love. Where?,عشق اول من - کجاست؟ -
55:00,55:02,"There. Under the ""exit"" sign.",اونجا. زير علامت خروج
55:02,55:04,"- The old woman? - No, not the old woman.",اون پيرزنه؟ - نه، پيرزنه رو نميگم -
55:04,55:05,The astonishing blonde.,اون بلوند حيرت انگيز
55:05,55:07,"The one with the dark hair? No, blonde.",اوني که موهاش تيره ست؟ - نه، بلونده -
55:07,55:09,"Blonde means blonde hair, doesn't it?",بلوند، يعني موهاش بلونده، مگه نه؟
55:10,55:11,Off the stage.,خارج از صحنه
55:12,55:14,"Okay, you stay there. I mean it, stay!",باشه، تو اينجا بمون. جدي ميگم همينجا بمون
55:27,55:28,Charlotte.,شارلوت
55:29,55:31,"Oh, my God. Tim.",واي خداي من، تيم
55:31,55:34,How fabulous to see you.,خيلي از ديدنت خوشحالم
55:35,55:36,Wow. I...,واو. اين دوست دخترم تيناست
55:36,55:38,This is my girlfriend Tina.,واو. اين دوست دخترم تيناست
55:38,55:39,No. Oh!,نه
55:41,55:44,"That is so brilliant. Well, hello, Tina.",خيلي محشره، خب سلام تينا
55:44,55:45,Why is it brilliant?,چرا محشره؟
55:45,55:47,"Well, you know. There are certain",خب ميدوني، تو زندگي لحظاتي هست که هيچوقت از ياد آدم نميره
55:47,55:48,moments in your life that scar you for life.,خب ميدوني، تو زندگي لحظاتي هست که هيچوقت از ياد آدم نميره
55:48,55:51,"Charlotte's rejection of me was one of those moments,",پس زدن من توسط شارلوت يکي از اون لحظه ها بود
55:51,55:54,"but now I know she's got a ""girlfriend,"" well,",...ولي حالا ميدونم که دوست‌دختر داره، خب
55:54,55:57,that's just a huge burden suddenly lifted off my mind.,اين يک بار عظيميه که ناگهان از روي دوشم برداشته شده
55:57,56:00,I can be a confident heterosexual all over again.,،دوباره ميتونم با اعتماد به نفس نسبت به علاقه م به جنس مخالف کار کنم
56:01,56:04,Not that kind of girlfriend.,از اون نوع دوست‌دختر ها نيست
56:06,56:07,What?,چي؟
56:07,56:09,You think I'm gay?,فکر ميکني من همجنسگرا هستم؟
56:10,56:11,No.,نه
56:12,56:15,"No, of course not. No. It's girl friend.",نه، البته که نه نه، دوست دختر
56:15,56:18,Yes. No. Wow.,آره. نه، عجب
56:18,56:21,"Yeah, friend who is a girl, which you so clearly are.",،دوستي که دختر هستش که واضحه شما اينطور هستين
56:21,56:25,"I'm just gonna go and get my boyfriend, who is a boy...",من فقط ميرم پيش دوست پسرم که پسره
56:31,56:33,"Oh, my God. Tim.",واي خداي من، تيم
56:34,56:37,How lovely to see you. Look at you. Wow.,از ديدنت خيلي خوشحالم نگاش کن
56:37,56:38,This is my girlfriend Tina.,اين دوست دخترم، تيناست
56:38,56:40,Oh.,
56:40,56:42,"Hello, Tina. Although you should be",...سلام تنيا. گرچه بايد
56:42,56:44,"a little careful with that, by the way.",يه ذره با اين مراقب باشي
56:44,56:47,There are still quite a lot of us old fashioned types about,...هنوز کلي از ما آدم هاي قديمي هستن
56:47,56:49,"who interpret ""girlfriend"" as meaning ""gay.""",که تفسير دوست دختر براشون معني همجسنگرا بودن ميده
56:49,56:51,"So if you say that Tina's your girlfriend,",،پس وقتي ميگي که تينا دوست دخترت هست مردم فکر ميکنن که همجسنگرا هستي
56:51,56:52,"people will assume that you're ""gay.""",،پس وقتي ميگي که تينا دوست دخترت هست مردم فکر ميکنن که همجسنگرا هستي
56:53,56:55,"I am ""gay"".",من همجسنگرا هستم
56:56,56:57,Are you?,جدي؟
56:57,56:59,Do you have a problem with that?,تو با اين مشکل داري؟
56:59,57:02,"No, I don't. I love that stuff.",نه ندارم، من عاشق اون چيزا هستم
57:03,57:04,I'm just gonna...,...من فقط
57:07,57:08,Wow.,عجب
57:08,57:11,I've just seen the girl who broke my heart three summers ago.,،الان دختري رو ديدم که سه تابستون پيش قلبم رو شکوند
57:11,57:13,Let's go say hello.,بيا بريم سلامي کنيم
57:13,57:15,No. Best let sleeping dogs lie. Come on.,نه، بهتره که گذشته هارو زنده نکنيم بجنب
57:15,57:18,Best night of my life. I always love this area.,بهترين شب زندگيم بود من هميشه اين منطقه رو دوست دارم
57:18,57:20,"It's so bustling and I mean those pictures, full of colour.",خيلي هياهو داره، منظورم اينه که اون تصاوير خيلي رنگارنگ هستن
57:20,57:22,"Just makes me so happy when I'm round here, all the colour...",وقتي اينجا هستم، خيلي خوشحال ميشم - ...اين همه رنگ ها و
57:22,57:23,Tim.,تيم
57:23,57:25,"Oh, Charlotte!",اوه شارلوت - تيم -
57:25,57:26,"Tim, how lovely to see you.",از ديدنت خوشحالم
57:26,57:28,What a surprise.,چه غافلگيري خوبي
57:28,57:31,"Wow. Sorry. This is my girlfriend, Tina.",شرمنده، اين دوست‌دخترم تيناست
57:31,57:33,She's gay. Shut up.,همجنسگراست - خفه شو -
57:33,57:34,"Hello, Tina.",سلام تينا
57:34,57:36,Look at you!,يه نگاه به خودت بنداز
57:36,57:37,It just never even occurred to me,...اصلا به ذهنم خطور نکرده بود
57:38,57:39,you existed outside of Cornwall.,که بيرون کورناوال وجود داري
57:40,57:42,"We're about to go and get dinner,",،ميخوايم بريم شام بخوريم
57:43,57:45,but it would be great to hang out sometime.,ولي خيلي عالي ميشه که هر ازچند گاهي همديگه رو ببينيم
57:45,57:47,"Yeah, sure. I'd love that.",آره حتما. خيلي خوب ميشه
57:47,57:49,Send my love to little Kit Kat. How is she?,سلام منو به کيت کت کوچولو برسون چطوره؟
57:49,57:53,She's okay. She's not finding London totally easy actually.,خوبه. راستش زياد با لندن خوب کنار نمياد
57:53,57:55,"Right. Well, Jimmy says he sees her sometimes.",درسته و خب، جيمي ميگه بعضي وقت ها مي‌بينتش
57:55,57:57,Really? Since when?,جدي؟ از کي تا حالا؟
57:57,57:59,You knew there was always something there.,ميدونستي که هميشه يه چيزي بينشون هست
57:59,58:01,"Sorry, you are?",شرمنده. شما؟
58:01,58:02,"Very well, thank you.",خلي خب، ممنون
58:02,58:03,"Well, she means your name.",خب، منظورش اينه که اسمت چيه
58:03,58:04,"Oh. Roger. No, it's not.",راجر - نه، اين نيست -
58:05,58:07,"No, it's not. It's Rory.",نه نيست، روري هستم
58:07,58:09,"Nice to meet you, Rory. Yeah.",خوشوقتم، روري - آره -
58:10,58:11,"Right. Sorry, we should get going.",درسته شرمنده، ديگه بايد بريم
58:11,58:13,It was really great to see you.,واقعا از ديدنت خوشحال شدم
58:13,58:14,"I'll see you soon. You, too. Yeah.",به زودي ميبينمت - باشه -
58:15,58:16,Bye.,خدافظ
58:16,58:18,"God, she is beautiful.",خدايا، خيلي قشنگه
58:19,58:23,"She's so beautiful, if you had sex with her, you'd die. You'd just die.",انقدر قشنگه که اگه باهاش سکس کني، ميميري‎
58:23,58:27,"You'd open her shirt, see her breasts and your eyes would explode.",دکمه هاي پيرهنش رو باز کنه و وقتي که سينه هاش رو ببيني، چشم هات منفجر ميشه
58:27,58:29,You'd have to have sex with her blind. And then you'd die.,بايد با چشم هاي کور باهاش سکس کني و بعدش، مي‌ميري
58:29,58:32,You notice she didn't give me her number...,...متوجه شدي که شماره ش رو بهم نداد
58:32,58:36,I told Tina to go have dinner on her own. Are you hungry?,به تينا گفتم که تنها بره شام بخوره گرسنه اي؟
58:36,58:38,Yeah. Of course. Great.,آره البته - عاليه -
58:39,58:40,"Bye, Roger.",خدافظ راجر
58:41,58:42,"Oh. Yeah, excellent.",آره، عاليه
58:42,58:44,Thanks again for the play. Triumph.,ممنون برا نمايش. پيروز باشي - کجا ميخواي بريم؟ -
58:44,58:45,Where do you wanna go?,ممنون برا نمايش. پيروز باشي - کجا ميخواي بريم؟ -
58:45,58:48,"Well, wherever you like really.",خب، هرجا که تو دست داشته باشي
58:48,58:50,I can't compete.,<font color=yellow> تـرجمه و زيرنويــــس از </font> <font color=green>peyman-gwp  پيمان</font>&   <font color=red>Batlaghi حامد باتلاقي</font>
59:02,59:03,"You know,",،ميدوني
59:03,59:07,I'm starting to think we slightly wasted that summer holiday.,دارم به اين فکر ميکنم که ما تعطيلات تابستونو يکمي تلف کرديم
59:08,59:11,"If we could travel back in time,",،اگر ميتونستيم تو زمان به عقب سفر کنيم
59:11,59:13,maybe I wouldn't have said no.,شايد مجبور نميشدم نه بگم
59:15,59:16,I'm...,...من
59:17,59:19,I'm just staying round the corner.,همين نزديکي ها زندگي ميکنم
59:19,59:21,Can you walk me home?,ميتوني تا خونه باهام بياي؟
59:22,59:23,Yeah.,آره
59:24,59:26,"Yeah? Yeah, of course, yeah.",آره؟ بله، البته، آره
59:36,59:38,"Well, here we are.",خب، رسيديم
59:38,59:40,Mmm.,
59:44,59:46,It's a lot nicer,...داخل خيلي
59:46,59:47,inside.,.بهتره
59:48,59:49,I'm sure it is.,.مطمئنم که هست
59:50,59:51,Mmm-hmm.,
59:57,59:59,So... So...,...خب... خب
60:00,60:01,So...,...خب
60:03,60:04,"So,",،خب
60:04,60:06,lovely,...خيلي از ديدنت
60:07,60:09,"to see you, Charlotte.",خوشحال شدم، شارلوت
60:09,60:13,"What a night. Total joy, but I've gotta",عجب شبي بود ...کاملاً خوش گذشت، اما بايد
60:14,60:15,get back,برگردم
60:16,60:19,because there's something very important that I have to do. Right now.,چون يه کار خيلي مهمي هست که همين الان بايد انجامش بدم
60:53,60:54,Wake up. Mmm...,بيدارشو. بيدارشو. چي؟
60:54,60:56,Wake up. What?,بيدارشو. بيدارشو. چي؟
60:56,60:57,Mary.,مـــري
60:58,61:00,Would you like to marry me?,با من ازدواج ميکني؟
61:00,61:01,Shh.,ششــش
