56:21,56:25,out there for millions of miles won't kill us in seconds.,اونم در فضایی تاریک با میلیون‌ها مایل فاصله,اونم در فضایی تاریک با میلیون‌ها مایل فاصله,تا ميليون‌ها مايل هيچي نيست که ما رو در عرض چند ثانيه نکشه,اونم در فضایی تاریک با میلیون‌ها مایل فاصله,.اون بیرون میلیونها کیلومتر فضاست .و تو چند ثانیه می‌میریم,اون بیرون میلیون‌ها مایل با زمین فاصله داریم در عرض چند ثانیه ما رو می‌کشه,،به فاصله ي ميليون ها مايل .هيچي ما رو درجا نميکشه,تا ميليون‌ها مايل هيچي نيست که ما رو در عرض چند ثانيه نکشه,به جز ميليون ها مايل فضا که در عرض چند ثانيه مارو ميکشه,تا میلیون ها مایل ... هیچی نیست که بکشه خلاصمون کنه,تا ميليون‌ها مايل هيچي نيست که ما رو در عرض چند ثانيه نکشه
56:26,56:28,You know that some of the finest...,می‌دونستی برخی از بهترین ...قایق‌ رانان انفرادی دنیا,می‌دونستی برخی از بهترین ...قایق‌ رانان انفرادی دنیا,ميدونستي بعضي از بهترين دريانوردهاي تک‌نفره‌ي دنيا اصلا بلد نيستن شنا کنن؟,می‌دونستی برخی از بهترین ...قایق‌ رانان انفرادی دنیا,میدونستی که ...چند تا از بهترین قایقرانان دنیا,می‌دونستی که چندتا از بهترین قایق‌بادی ران های انفرادی دنیا شنا کردن بلد نیستند؟,"...ميدونستي بعضي از بهترين ""يهتمن"" هاي دنيا",ميدونستي بعضي از بهترين دريانوردهاي تک‌نفره‌ي دنيا اصلا بلد نيستن شنا کنن؟,... ميدوني که چند تا از بهترين,... میدونستی بعضی از دریانوردان فاخر دنیا,ميدونستي بعضي از بهترين دريانوردهاي تک‌نفره‌ي دنيا اصلا بلد نيستن شنا کنن؟
56:28,56:32,solo yachtsmen in the world don't know how to swim?,،شنا کردن رو بلد نیستن؟ اصلاً بلد نیستن و اگه جایی عمیق بیوفتن، کارشون تمومه,،شنا کردن رو بلد نیستن؟ اصلاً بلد نیستن و اگه جایی عمیق بیوفتن، کارشون تمومه,ميدونستي بعضي از بهترين دريانوردهاي تک‌نفره‌ي دنيا اصلا بلد نيستن شنا کنن؟,می‌دونستی برخی از بهترین ...قایق‌ رانان انفرادی دنیا,میدونستی که ...چند تا از بهترین قایقرانان دنیا,می‌دونستی که چندتا از بهترین قایق‌بادی ران های انفرادی دنیا شنا کردن بلد نیستند؟,"...ميدونستي بعضي از بهترين ""يهتمن"" هاي دنيا",ميدونستي بعضي از بهترين دريانوردهاي تک‌نفره‌ي دنيا اصلا بلد نيستن شنا کنن؟,کشتيران‌هاي جهان نمي دونن چجوري شنا کنن؟,که تنهایی سفر میکردن ... اصلا شنا بلد نبودن ؟,ميدونستي بعضي از بهترين دريانوردهاي تک‌نفره‌ي دنيا اصلا بلد نيستن شنا کنن؟
56:32,56:35,"They don't know how. And if they go overboard, psst, they're done.",،شنا کردن رو بلد نیستن؟ اصلاً بلد نیستن و اگه جایی عمیق بیوفتن، کارشون تمومه,،شنا کردن رو بلد نیستن؟ اصلاً بلد نیستن و اگه جایی عمیق بیوفتن، کارشون تمومه,مي‌دونن که اگه به دريا بيفتن، ديگه تمومه,،شنا کردن رو بلد نیستن؟ اصلاً بلد نیستن و اگه جایی عمیق بیوفتن، کارشون تمومه,شنا بلد نیستن؟ .اگر از روی قایق بیافتن، کارشون تمومه,اصلا بلد نیستند و اگه از قایق‌شون بی‌افتن توی دریا، کارشون تمومه,بلد نيستن شنا کنن؟ .بلد نيستن، ولي اگه برن روي عرشه، ياد ميگيرن,مي‌دونن که اگه به دريا بيفتن، ديگه تمومه,اونا نمي دونن و اگه از عرشه بيفتن و همه چيز تمومه,، بلد نبودن ، و اگه میوفتادن تو آب کارشون تموم بود,مي‌دونن که اگه به دريا بيفتن، ديگه تمومه
56:37,56:39,"We're explorers, Rom.",ما کاشفیم، رام,ما کاشفیم، رام,ما کاوشگر هستيم، رام,ما کاشفیم، رام,".""ما کاوشگر هستیم ""رام",ماها کاشفیم رام,".""ما مکتشفيم، ""روم",ما کاوشگر هستيم، رام,ما کاوشگريم، رام,"""ما جستجوگر هستیم ، ""رام",ما کاوشگر هستيم، رام
56:41,56:42,This is our boat.,این کشتیه ماست. بیا,این کشتیه ماست. بیا,اين قايق ماست,این کشتیه ماست. بیا,.این قایق ماست، بیا,اینم قایق ماست، بیا بگیر,.اين کشتي ماست .اينجا,اين قايق ماست,اينم قايقه ماست,و این قایق ماست,اين قايق ماست
56:43,56:44,Here.,این کشتیه ماست. بیا,این کشتیه ماست. بیا,بگير,این کشتیه ماست. بیا,.این قایق ماست، بیا,اینم قایق ماست، بیا بگیر,.اين کشتي ماست .اينجا,بگير,بگير,بیا,بگير
56:49,56:51,(CRICKETS CHIRPING ON RECORDING),,,,,,,,,,,
56:54,56:57,(THUNDER RUMBLING AND RAIN FALLING ON RECORDING),,,,,,,,,,,
57:11,57:13,"COOPER: This is from the, uh, relay probe?",این کاوشگرِ مخابره هست؟ - دور مدار کرم چاله می‌چرخه -,این کاوشگرِ مخابره هست؟ - دور مدار کرم چاله می‌چرخه -,اينا تصاوير کاوشگرهاي ارسالي هستن؟,این کاوشگرِ مخابره هست؟ - دور مدار کرم چاله می‌چرخه -,این کاوشگر تقویت‌کننده‌ست؟ - .در مدار اطراف کرمچاله -,این کاوشگر تقویت کننده‌ست؟ - درون مدار اطراف کرم‌چاله‌ست -,اين بازپخش کاوشگره؟ - .دور کرم چاله در حال چرخشه -,اينا تصاوير کاوشگرهاي ارسالي هستن؟,اينا از کاوشگرها رسيده؟,این از ... کاوشگر رله فرستاده شده ؟,اينا تصاوير کاوشگرهاي ارسالي هستن؟
57:13,57:15,It was in orbit around the wormhole.,این کاوشگرِ مخابره هست؟ - دور مدار کرم چاله می‌چرخه -,این کاوشگرِ مخابره هست؟ - دور مدار کرم چاله می‌چرخه -,در مدار کرم‌چاله حرکت ميکرد,این کاوشگرِ مخابره هست؟ - دور مدار کرم چاله می‌چرخه -,این کاوشگر تقویت‌کننده‌ست؟ - .در مدار اطراف کرمچاله -,این کاوشگر تقویت کننده‌ست؟ - درون مدار اطراف کرم‌چاله‌ست -,اين بازپخش کاوشگره؟ - .دور کرم چاله در حال چرخشه -,در مدار کرم‌چاله حرکت ميکرد,اين از يه مدار دور کرمچاله بوده,اون حول محور کرم چاله میچرخید,در مدار کرم‌چاله حرکت ميکرد
57:15,57:18,"This is the wormhole, and every time we'd come around...",فرضاً این کرم‌چاله هست و هردفعه که ...کاوشگر اینو دور میزنه,فرضاً این کرم‌چاله هست و هردفعه که ...کاوشگر اینو دور میزنه,،اين کرم‌چاله ست ...و هربار که کاوشگر يک دور ميزد,فرضاً این کرم‌چاله هست و هردفعه که ...کاوشگر اینو دور میزنه,این کرمچاله‌ست ...و هر بار که بهش برسیم,این کرم‌چاله ست و هربار که یه دور دورش بزنیم,...اين کرم چاله هست و هر وقتي که بهش نزديک ميشيم,،اين کرم‌چاله ست ...و هربار که کاوشگر يک دور ميزد,اين کرمچالس و هروقت ... که ما نزديکش بشيم,، این کرم چاله ست ... و هر بار که ما دورش میچرخیم,،اين کرم‌چاله ست ...و هربار که کاوشگر يک دور ميزد
57:18,57:22,we would receive images from the other side of the foreign galaxy.,ما تصاویری از اونطرف کهکشان بیگانه رو دریافت می‌کنیم,ما تصاویری از اونطرف کهکشان بیگانه رو دریافت می‌کنیم,تصاويري از آن سوي کهکشان بيگانه به دستمون ميرسيد,ما تصاویری از اونطرف کهکشان بیگانه رو دریافت می‌کنیم,از کهکشان دیگه .تصاویری به دستمون میرسه,ما یکسری تصاویر اونطرف اون کهکشان بیگانه رو دریافت می‌کنیم,.تصاويري از اون طرف کهکشان بيگانه رو ميبينيم,تصاويري از آن سوي کهکشان بيگانه به دستمون ميرسيد,تصاويري از کهکشان هاي بيگانه مي بينيم,برای اینه که که تصاویر جدیدی ... از دیگر گوشه های کهکشان های خارج بدست بیاریم,تصاويري از آن سوي کهکشان بيگانه به دستمون ميرسيد
57:22,57:24,"Oh, yeah. Like swinging a periscope around.",مثل پرسیکوپ - دقیقاً -,مثل پرسیکوپ - دقیقاً -,مثل چرخوندن يه پريسکوپ ـه,مثل پرسیکوپ - دقیقاً -,.مثل چرخوندن پریسکوپ می‌مونه - .دقیقاً -,آره مثل اینکه یه پیرامون‌بین دورش بچرخونیم - دقیقا -,.مثل ديدن اشياء روي سطح آبِ نوسانگر - .دقيقا -,مثل چرخوندن يه پريسکوپ ـه,اوه آره، مثله چرخوندن يه پريسکوپ,اوه ، مثل دیدی که دوربین یه زیردریایی میده,مثل چرخوندن يه پريسکوپ ـه
57:24,57:25,Exactly.,،پس این باعث میشه که بفهمیم,،پس این باعث میشه که بفهمیم,دقيقا,مثل پرسیکوپ - دقیقاً -,.مثل چرخوندن پریسکوپ می‌مونه - .دقیقاً -,آره مثل اینکه یه پیرامون‌بین دورش بچرخونیم - دقیقا -,.مثل ديدن اشياء روي سطح آبِ نوسانگر - .دقيقا -,دقيقا,دقيقا,دقیقا,دقيقا
57:26,57:30,"So we got a pretty good idea what we're gonna find on the other side, huh?",اونور قراره با چه چیزایی مواجه بشیم، درسته؟,اونور قراره با چه چیزایی مواجه بشیم، درسته؟,پس، خوب مي‌دونيم که در اون سمت چي خواهيم يافت، ها؟,اونور قراره با چه چیزایی مواجه بشیم، درسته؟,پس خیلی خوب میدونیم قرار اون طرف چی پیدا کنیم، آره؟,پس اینجوری بخوبی می‌تونی فرض کنیم که قراره اونطرف چه چیزایی پیدا کنیم، درسته؟,،پس ما یه ایده ی خوب داریم اون طرف قراره چی پیدا کنیم، ها؟,پس، خوب مي‌دونيم که در اون سمت چي خواهيم يافت، ها؟,ولي ما تا حد خوبي ميدونيم که طرف ديگه چي در انتظارمونه، نه؟,و اینجوری خیلی بهتر میدونم که اونطرف قراره چی پیدا کنیم ؟ ها؟,پس، خوب مي‌دونيم که در اون سمت چي خواهيم يافت، ها؟
57:31,57:32,Navigationally.,از منظر هدایت، بله,از منظر هدایت، بله,از نظر مسير بله,از منظر هدایت، بله,.راه رو بلدیم,از لحاظ مسیر آره,- ترجمه نشده -,از نظر مسير بله,از لحاظ ترابري,در حد یه نقشه,از نظر مسير بله
57:34,57:38,AMELIA: Guys? We'll be approaching the wormhole in about three hours.,به کرم‌چاله نزدیک خواهیم شد,به کرم‌چاله نزدیک خواهیم شد,هي آقايون. بنظر مياد که تا حدود سه ساعت ديگه به کرم‌چاله نزديک ميشيم,،بچه‌ها، بنظر میاد تا سه ساعت دیگه,بچه‌ها مثل اینکه تا .سه ساعت دیگه به کرمچاله می‌رسیم,بچه‌ها بنظر میاد تا سه ساعت دیگه به نزدیکی کرم‌چاله برسیم,بچه ها، به نظر مياد تا سه ساعت ديگه به .کرم چاله نزديک ميشيم,هي آقايون. بنظر مياد که تا حدود سه ساعت ديگه به کرم‌چاله نزديک ميشيم,بچه ها تا سه ساعت ديگه به کرمچاله ميرسيم,"بچه ها ؟ تا 3 ساعت دیگه به نزدیک ""کرم چاله"" میرسیم",هي آقايون. بنظر مياد که تا حدود سه ساعت ديگه به کرم‌چاله نزديک ميشيم
57:44,57:45,"Hey, Coop?",کوپ، میشه چرخش رو متوقف کنیم؟,کوپ، میشه چرخش رو متوقف کنیم؟,هي، کوپ؟ ميشه ديگه نچرخيم؟,کوپ، میشه چرخش رو متوقف کنیم؟,"کوپ"" می‌تونیم دیگه نچرخیم؟""",کوپ، میشه چرخش رو متوقف کنی؟,"هي ""کوپ""، ميتونيم چرخيدن هارو متوقف کنيم؟",هي، کوپ؟ ميشه ديگه نچرخيم؟,هي کوپ؟,"هی ، ""کوپ"" ؟",هي، کوپ؟ ميشه ديگه نچرخيم؟
57:46,57:48,Can we stop the spinning?,چرا؟ - چون بقدر کافی نزدیکش شدیم -,چرا؟ - چون بقدر کافی نزدیکش شدیم -,هي، کوپ؟ ميشه ديگه نچرخيم؟,کوپ، میشه چرخش رو متوقف کنیم؟,"کوپ"" می‌تونیم دیگه نچرخیم؟""",کوپ، میشه چرخش رو متوقف کنی؟,"هي ""کوپ""، ميتونيم چرخيدن هارو متوقف کنيم؟",هي، کوپ؟ ميشه ديگه نچرخيم؟,مي تونيم چرخش رو متوقف کنيم؟,میتونی چرخش رو متوقف کنی؟,هي، کوپ؟ ميشه ديگه نچرخيم؟
57:48,57:49,Why?,چرا؟ - چون بقدر کافی نزدیکش شدیم -,چرا؟ - چون بقدر کافی نزدیکش شدیم -,چرا؟,چرا؟ - چون بقدر کافی نزدیکش شدیم -,چرا؟,چرا؟ - چون انقدر نزدیک شدیم که بتونیم ببینیمش -,چرا؟ - .چون به اندازه ي کافي نزديک هستيم که ببينيمش -,چرا؟,چرا؟,چرا ؟,چرا؟
57:49,57:51,Because we're close enough to see it now?,چرا؟ - چون بقدر کافی نزدیکش شدیم -,چرا؟ - چون بقدر کافی نزدیکش شدیم -,چون ديگه به اندازه‌ي کافي نزديک شديم که ببينيمش؟,چرا؟ - چون بقدر کافی نزدیکش شدیم -,چونکه به اندازه کافی .نزدیک شدیم که ببینیمش,چرا؟ - چون انقدر نزدیک شدیم که بتونیم ببینیمش -,چرا؟ - .چون به اندازه ي کافي نزديک هستيم که ببينيمش -,چون ديگه به اندازه‌ي کافي نزديک شديم که ببينيمش؟,چون به اندازه ي کافي نزديکيم تا ببينيمش؟,چون آنقدر بهش نزدیک شدیم که الان میتونیم ببینیمش,چون ديگه به اندازه‌ي کافي نزديک شديم که ببينيمش؟
57:53,57:54,All right.,که اینطور,که اینطور,خيلي خب,که اینطور,.آها,خیلی‌خب,,خيلي خب,باشه,خیلی خب,خيلي خب
57:55,57:56,Thanks.,,,ممنون,که اینطور,.آها,ممنون,,ممنون,مرسي,مرسی,ممنون
58:01,58:03,"There, that's it! That's the wormhole!",!اوناهاش، خودشه، خودشه !کرم‌چاله اونجاست,!اوناهاش، خودشه، خودشه !کرم‌چاله اونجاست,!اوناهاش، اونه! اون کرم‌چاله ست,!اوناهاش، خودشه، خودشه !کرم‌چاله اونجاست,،ببین، خودشه .خودشه، خود کرمچاله,نگاه کن، خودشه خودشه !اون کرم‌چاله ست,.ببين، خودشه، خودشه. کرم چاله‌اس,!اوناهاش، اونه! اون کرم‌چاله ست,اونجا، خودشه. اون کرمچالس,اوناهاش ، خودشه ، کرم چاله ست,!اوناهاش، اونه! اون کرم‌چاله ست
58:04,58:05,"Say it, don't spray it, Rom.",حرفتو یه راست بگو، رام اون یه کُره هست,حرفتو یه راست بگو، رام اون یه کُره هست,حرف ميزني تف نريز، رام,حرفتو یه راست بگو، رام اون یه کُره هست,"،""آرومتر بگو""رام .آب دهنت نریز رو صورتم",بگو ببینم، نصفه نیمه نگو رام کروی شکله,.منو شستي که با آب دهنت .دايره اي شکل‌ـه,حرف ميزني تف نريز، رام,بگو، سرکوبش نکن رام,"، میشه وقتی صحبت میکنی ""آب دهانتو اسپری نکنی؟ ""رام",حرف ميزني تف نريز، رام
58:06,58:07,It's a sphere.,،خب، البته که اینطوره ولی از کجا میدونی چاله هم هست؟,،خب، البته که اینطوره ولی از کجا میدونی چاله هم هست؟,اين که شکل کُره است,حرفتو یه راست بگو، رام اون یه کُره هست,.یه کُـره‌ست,بگو ببینم، نصفه نیمه نگو رام کروی شکله,.منو شستي که با آب دهنت .دايره اي شکل‌ـه,اين که شکل کُره است,اون يه کره‌است,این که کروی هست,اين که شکل کُره است
58:07,58:11,"Of course it is. What, you...? You thought it would just be a hole?",،خب، البته که اینطوره ولی از کجا میدونی چاله هم هست؟,،خب، البته که اینطوره ولی از کجا میدونی چاله هم هست؟,!خب مسلمه که هست چي فکر کردي...؟ خيال کردي فقط يه سوراخه؟,،خب، البته که اینطوره ولی از کجا میدونی چاله هم هست؟,.البته که هست فکر میکردی که باید یه چاله باشه؟,!خب معلومه که هست چرا مگه فکر کردی که باید مثل چاله باشه؟,.خب معلومه که هست فکر کردي فقط يه چالس؟,!خب مسلمه که هست چي فکر کردي...؟ خيال کردي فقط يه سوراخه؟,... البته که هست. تو؟ تو فکر مي کردي که قراره يه سوراخ باشه؟,معلومه ، پس چی؟ انتظار داشتی فقط یه سوراخ باشه؟,!خب مسلمه که هست چي فکر کردي...؟ خيال کردي فقط يه سوراخه؟
58:12,58:15,"No, it's just that all the illustrations I've ever seen, they...",نه، منظورم، این همه توضیحات و ...عکس‌هایی که دیده بودم,نه، منظورم، این همه توضیحات و ...عکس‌هایی که دیده بودم,...نه. فقط هرچي نقاشي که ازش ديده بودم,نه، منظورم، این همه توضیحات و ...عکس‌هایی که دیده بودم,نه، فقط هر چی عکس دیدم ...اینطوری نشونشون داده بودن,...نه فقط همه‌ی اون تصاویر مثالی که تاحالا دیدم، اونا,...نه. فقط همه ي تصاويري که ازش ديدم,...نه. فقط هرچي نقاشي که ازش ديده بودم,... نه، فقط همه ي نقاشي هايي که من ديدم,--نه ، فقط تو تمام تصاویری که تا حالا دیدم,...نه. فقط هرچي نقاشي که ازش ديده بودم
58:16,58:19,"ROMILLY: In the illustrations, they're trying to show you how it works.",توضیحات بهت نشون میدن که این چطور کار میکنه,توضیحات بهت نشون میدن که این چطور کار میکنه,توي نقاشي‌ها سعي ميکنن نشون بدن کرم‌چاله چطور کار ميکنه,توضیحات بهت نشون میدن که این چطور کار میکنه,عکسها، واسه این بودن .که بگن چطوری کار می‌کنن,تصاویر مثالی سعی می‌کنن بهت نشون بدن که کرم‌چاله چطور عمل می‌کنه,.تصاوير، بهت نشون ميدن که چجوري کار ميکنه,توي نقاشي‌ها سعي ميکنن نشون بدن کرم‌چاله چطور کار ميکنه,توي طرح ها مي خوان نحوه ي کار رو نشون بدن,تصاویر نمونه ، سعی دارن طرز کارش رو بهت نشون بدن,توي نقاشي‌ها سعي ميکنن نشون بدن کرم‌چاله چطور کار ميکنه
58:20,58:24,So they say you want to go from here to there.,پس اونا بهت گفتن که باید از اینجا به اینجا بری,پس اونا بهت گفتن که باید از اینجا به اینجا بری,خب، مثلاً ميخواي از اينجا بري به اينجا,پس اونا بهت گفتن که باید از اینجا به اینجا بری,سعی دارن که .بگن از اینجا میری به اونجا,خب اونا میگن که تو می‌خوای از اینجا بری به اینجا,.پس ميگن از اينجا به اينجا ميخواي بري,خب، مثلاً ميخواي از اينجا بري به اينجا,پس بهت مي گن که تو از اينجا مي خواي به اينجا بري,، بنابراین اونا بهت میگن که مثلا تو میخوای از اینجا بری به اینجا,خب، مثلاً ميخواي از اينجا بري به اينجا
58:24,58:27,"- But it's too far, right? - Mm-hm.",...واسه همین کرم‌چاله فضا رو اینجوری خم میکنه,...واسه همین کرم‌چاله فضا رو اینجوری خم میکنه,اما خيلي دوره، درسته؟,اما مسیرش خیلی طولانیه,.ولی این خیلی دوره,ولی این فاصله خیلی زیاده درسته؟,.ولي فاصله خيلي زياده,اما خيلي دوره، درسته؟,ولي خيلي دوره نه؟ - آره-,ولی مسیر خیلی طولانیه ، درسته ؟ - اووهوم -,اما خيلي دوره، درسته؟
58:27,58:31,"So a wormhole bends space like this, so you can take a shortcut through...",یک میانبر به بُعدی بالاتر باز میکنه,یک میانبر به بُعدی بالاتر باز میکنه,،اما يه کرم‌چاله، فضا رو مثل اين خم ميکنه براي همين، ميتونيم از يه بُعد بالاتر، ميانبر بزنيم,...واسه همین کرم‌چاله فضا رو اینجوری خم میکنه,پس یه کرمچاله ...فضا رو اینطوری خم میکنه تا بتونی,خب کرم‌چاله‌ها فضا رو اینجوری خم میکنن پس تو می‌تونی یه میانبر به بعد بالاتری باز بکنی,...پس کرم چاله، فضا رو يه اين شکل خم ميکنه,،اما يه کرم‌چاله، فضا رو مثل اين خم ميکنه براي همين، ميتونيم از يه بُعد بالاتر، ميانبر بزنيم,حالا يه کرمچاله فضا رو اينجوري خم ميکنه ...تا بتوني از طريق يه بعد بالاتر,"خب یه""کرم چاله"" فضا رو به این صورت خم میکنه پس تو میتونی از یه بعد بالاتر میانبر بزنی",،اما يه کرم‌چاله، فضا رو مثل اين خم ميکنه براي همين، ميتونيم از يه بُعد بالاتر، ميانبر بزنيم
58:32,58:33,a higher dimension.,خیلی‌خب، پس نشون میده که ...این فضای 3 بُعدی رو به,خیلی‌خب، پس نشون میده که ...این فضای 3 بُعدی رو به,،اما يه کرم‌چاله، فضا رو مثل اين خم ميکنه براي همين، ميتونيم از يه بُعد بالاتر، ميانبر بزنيم,یک میانبر به بُعدی بالاتر باز میکنه,.یه میونبر از بُـعد بالاتر بزنی,خب کرم‌چاله‌ها فضا رو اینجوری خم میکنن پس تو می‌تونی یه میانبر به بعد بالاتری باز بکنی,.که بتوني بُعد زيادي رو ميان بر بزني,،اما يه کرم‌چاله، فضا رو مثل اين خم ميکنه براي همين، ميتونيم از يه بُعد بالاتر، ميانبر بزنيم,ميانبر بزني,"خب یه""کرم چاله"" فضا رو به این صورت خم میکنه پس تو میتونی از یه بعد بالاتر میانبر بزنی",،اما يه کرم‌چاله، فضا رو مثل اين خم ميکنه براي همين، ميتونيم از يه بُعد بالاتر، ميانبر بزنيم
58:34,58:35,"Okay, so...",خیلی‌خب، پس نشون میده که ...این فضای 3 بُعدی رو به,خیلی‌خب، پس نشون میده که ...این فضای 3 بُعدی رو به,...بسيارخب. پس,خیلی‌خب، پس نشون میده که ...این فضای 3 بُعدی رو به,پس برای نشون دادنِ ...اینکه فضای سه بعدی رو,خب پس برای نشون دادن ...اینکه اونا یه فضای 3 بعدی رو به یه,...باشه پس، براي اينکه نشون بدن 3 بعد فضايي رو,...بسيارخب. پس,...باشه، پس,، ولی برای نشون دادنش اونا فضای 3 بعدی رو به 2 بعدی تبدیل کردن,...بسيارخب. پس
58:35,58:39,"to show that, they've turned three-dimensional space into two dimensions...",،فضای 2 بُعدی تبدیل میکنه ،که کرم‌چاله رو به 2 بُعدی تبدیل میکنه,،فضای 2 بُعدی تبدیل میکنه ،که کرم‌چاله رو به 2 بُعدی تبدیل میکنه,براي نشون دادنش اونا فضاي سه بعدي رو به فضاي دوبعدي تبديل کردن,خیلی‌خب، پس نشون میده که ...این فضای 3 بُعدی رو به,پس برای نشون دادنِ ...اینکه فضای سه بعدی رو,خب پس برای نشون دادن ...اینکه اونا یه فضای 3 بعدی رو به یه,...باشه پس، براي اينکه نشون بدن 3 بعد فضايي رو,براي نشون دادنش اونا فضاي سه بعدي رو به فضاي دوبعدي تبديل کردن,اونا براي نشون دادنش فضاي سه بعدي رو ... توي يه فضاي دو بعدي نشون دادن,، ولی برای نشون دادنش اونا فضای 3 بعدی رو به 2 بعدی تبدیل کردن,براي نشون دادنش اونا فضاي سه بعدي رو به فضاي دوبعدي تبديل کردن
58:39,58:43,"which turns a wormhole into two dimensions, a circle.",،یک دایره اما دایره در 3 بُعدی چه کاری داره؟,،یک دایره اما دایره در 3 بُعدی چه کاری داره؟,که باعث ميشه يه سياهچاله در دو بُعد يه دايره بشه,،فضای 2 بُعدی تبدیل میکنه ،که کرم‌چاله رو به 2 بُعدی تبدیل میکنه,،به دو بعدی تبدیل کردن ...یک کرمچاله دوبعدی,فضای 2 بعدی تبدیل کردن، که باعث میشه کرم‌چاله به یه فضای 2 بعدی دایره‌ای تبدیل بشه,...به 2 بعد تبديل کردن، که کرم چاله رو به دايره ي,که باعث ميشه يه سياهچاله در دو بُعد يه دايره بشه,که کرمچاله رو در دو بعد تبديل به يک دايره ميکنه,"که میشه یه ""کرم چاله"" با 2 بعد ، یه دایره",که باعث ميشه يه سياهچاله در دو بُعد يه دايره بشه
58:44,58:46,What's a circle in three dimensions?,،یک دایره اما دایره در 3 بُعدی چه کاری داره؟,،یک دایره اما دایره در 3 بُعدی چه کاری داره؟,يه دايره در سه بُعد چطور ميشه؟,،یک دایره اما دایره در 3 بُعدی چه کاری داره؟,،میشه یه دایره حالا دایره تو سه بعد چی میشه؟,حالا یه دایره در فضای 3 بعدی چطوریه؟,.دو بعدي تبديل ميکنه - دايره ي سه بعدي چجوريه؟ -,يه دايره در سه بُعد چطور ميشه؟,يه دايره توي بعد سوم چي ميشه؟,یه دایره با 3 بعد چی میشه؟,يه دايره در سه بُعد چطور ميشه؟
58:47,58:49,- A sphere. - Exactly.,یک کُره - دقیقاً. یه کره‌ چاله‌ای -,یک کُره - دقیقاً. یه کره‌ چاله‌ای -,يه کُره - دقيقا -,یک کُره - دقیقاً. یه کره‌ چاله‌ای -,.کُـره - .دقیقاً، یک چاله کروی -,کروی شکل - دقیقا، یه چاله کروی -,.چاله - .دقيقا. چاله ي کروي -,يه کُره - دقيقا -,يه کره - دقيقا -,یه کره - دقیقا -,يه کُره - دقيقا -
58:49,58:50,A spherical hole.,ولی کی اینو گذاشته؟ باید از کی تشکر کنیم؟,ولی کی اینو گذاشته؟ باید از کی تشکر کنیم؟,يه سوراخ گوي مانند,یک کُره - دقیقاً. یه کره‌ چاله‌ای -,.کُـره - .دقیقاً، یک چاله کروی -,کروی شکل - دقیقا، یه چاله کروی -,.چاله - .دقيقا. چاله ي کروي -,يه سوراخ گوي مانند,يک سوراخ کروي,یه چاله کروی,يه سوراخ گوي مانند
58:51,58:54,But who put it there? Who do we have to thank?,ولی کی اینو گذاشته؟ باید از کی تشکر کنیم؟,ولی کی اینو گذاشته؟ باید از کی تشکر کنیم؟,اما کي اون رو اونجا گذاشته؟ بايد از کي تشکر کنيم؟,ولی کی اینو گذاشته؟ باید از کی تشکر کنیم؟,ولی کی اونجا قرارش داده؟ باید از کی تشکر کنیم؟,ولی کیا اینو اینجا گذاشتن؟ از چه کسایی باید تشکر کنیم؟,ولي کي اونو اونجا گذاشته؟ بايد از کي تشکر کنيم؟,اما کي اون رو اونجا گذاشته؟ بايد از کي تشکر کنيم؟,ولي کي اين رو اينجا گذاشته؟ بايد از کي تشکر کنيم ؟,ولی کی اونو گذاشته اونجا ؟ از کی باید تشکر کنیم ؟,اما کي اون رو اونجا گذاشته؟ بايد از کي تشکر کنيم؟
58:54,58:59,"I'm not thanking anybody until we get out of here in one piece, Rom.",نه، تا وقتی که سالم و سلامت ازش رد نشیم از کسی تشکر مشکر نمی‌کنم، رام,نه، تا وقتی که سالم و سلامت ازش رد نشیم از کسی تشکر مشکر نمی‌کنم، رام,من تا زماني که سالم از اينجا بريم از هيچکس تشکر نميکنم، رام,نه، تا وقتی که سالم و سلامت ازش رد نشیم از کسی تشکر مشکر نمی‌کنم، رام,"من تا وقتی که سالم از اینجا .""خارج نشیم، از کسی تشکر نمی‌کنم ""رام",تا وقتی که صحیح و سالم ازش رد نشم از کسی تشکر نمیکنم رام,"من تا از اينجا صحيح و سالم خارج نشم، از کسي تشکر .""نميکنم، ""روم",من تا زماني که سالم از اينجا بريم از هيچکس تشکر نميکنم، رام,تا وقتي که از اينجا سالم بيرون نرم از کسي تشکر نمي کنم رام,"من که تا زمانی که صحیح و سالم از اینجا بیرون نریم ""از هیشکی تشکر نمیکنم ، ""رام",من تا زماني که سالم از اينجا بريم از هيچکس تشکر نميکنم، رام
59:06,59:08,"COOPER: Any trick to this, Doyle?",واسه این ترفند خاصی هست، دویل؟,واسه این ترفند خاصی هست، دویل؟,کلکي براي اين داري، دويل؟,واسه این ترفند خاصی هست، دویل؟,"ممکنه حقه‎‌ای در کار باشه ""دویل""؟",هیچ حقه‌ی خاصی برای این یکی بلد نیست دویل؟,"رمزي هم داره اين، ""دويل""؟",کلکي براي اين داري، دويل؟,چيزي مي دوني دويل؟,"یعنی هیچ کلکی سوار نکردن ، ""دویل"" ؟",کلکي براي اين داري، دويل؟
59:09,59:11,No one knows.,کسی نمیدونه,کسی نمیدونه,هيچکس نميدونه,کسی نمیدونه,.کسی نمیدونه,هیچکس بلد نیست,.کي ميدونه,هيچکس نميدونه,هيچکس نمي دونه,هیشکی نمیدونه,هيچکس نميدونه
