65:59,66:01,"Then ink you shall have, my love.",برات تامین می‌کنم عشقم,‫پس برات جوهر میارم، عشق من,برات تامین می‌کنم عشقم,.الان برات جوهر میارم، عشق من,پس جوهرت رو خواهی داشت، عشق من,
66:14,66:17,"Hello, interesting older lady.",سلام بانوی پیرِ جذاب,‫سلام، خانم مسن جالب,سلام بانوی پیرِ جذاب,.سلام، خانم پیر جالب,سلام، ای خانم مسن جالب,
66:17,66:18,I must touch your hair.,باید موهات رو لمس کنم,‫باید موهاتون رو لمس کنم,باید موهات رو لمس کنم,.باید به موهات دست بزنم,باید به موهات دست بزنم,
66:21,66:23,I also noticed your hair.,موهای تو هم نظرِ من رو جلب کرد,‫من هم متوجه موهای تو شدم,موهای تو هم نظرِ من رو جلب کرد,.موهای تو هم نظرم رو جلب کرد,منم موهات چشمم رو گرفت,
66:23,66:27,"Just like silk on a translucent, glowing egg.",درست مثل ابریشمی که روی یک چراغ ترا رخشا و درخشانه,‫درست مثل ابریشم ‫روی یه تخم‌مرغ شفاف و درخشان,درست مثل ابریشمی که روی یک چراغ ترا رخشا و درخشانه,مثل ابریشم روی یه تخم‌مرغ درخشان .و شفاف,درست عین ابریشم روی تخم‌مرغی مات و تابانه,سلام، ای خانم مسن جالب
66:27,66:30,That is fancy words that excite me somehow.,کلمات خاص و باکلاست برام تحریک‌آمیزه,‫این کلمه‌های شیک ‫باعث شدن به هیجان بیام,کلمات خاص و باکلاست برام تحریک‌آمیزه,این کلمه‌های باکلاس یه جورایی .من رو به هیجان میاره,اینا واژگان شیکی هستن که یه جورایی به وجد میارنم,باید به موهات دست بزنم
66:30,66:33,I saw you're with handsome over there.,با یه مرد خوش‌تیپ دیدمت,‫دیدم اونجا پیش اون خوشتیپـه بودی,با یه مرد خوش‌تیپ دیدمت,.دیدمت که اونجا با اون آقای خوشتیپ نشستی,با اون پسرِ بر و رو داری که اونجا بود، دیدمت,منم موهات چشمم رو گرفت
66:33,66:35,White teeth and a hard cock.,دندون‌های سفید داشت و کیرش سفت و شق بود,‫دندون‌های سفید و کیر سفت,دندون‌های سفید داشت و کیرش سفت و شق بود,.با اون دندون‌های سفید و کیر سِفت‌اش,که دندونای سفید و کیر سفتی داره,درست عین ابریشم روی تخم‌مرغی مات و تابانه
66:36,66:38,Duncan Wedderburn.,دانکن ودربرن رو می‌گی,‫دانکن ودربرن,دانکن ودربرن رو می‌گی,.دانکن ودربرن,دانکن ودربرن,درست عین ابریشم روی تخم‌مرغی مات و تابانه
66:38,66:41,His teeth are also hard. His penis is also white.,.دندون‌هاش هم سفتن کیرش هم سفیده,‫دندون‌هاش هم سفتـه، ‫و آلتش هم سفیده,.دندون‌هاش هم سفتن کیرش هم سفیده,.دندون‌هاش هم سفته .دودولش هم سفیده,دندوناش هم سفته آلت تناسلیش هم سفیده,اینا واژگان شیکی هستن که یه جورایی به وجد میارنم
66:41,66:43,"- Good lay, I hope. - He is my only.",امیدوارم توی تخت، کارش خوب باشه - تنها شریک جنسیمه -,‫- امیدوارم توی رختخواب خوب باشه ‫- تنها کسیـه که باهاش می‌خوابم,امیدوارم توی تخت، کارش خوب باشه - تنها شریک جنسیمه -,.امیدوارم معشوق خوبی باشه - .اون فقط مال منه -,امیدوارم همبستر خوبی باشه - تنها مورد منه -,با اون پسرِ بر و رو داری که اونجا بود، دیدمت
66:43,66:48,But I find him to elicit exceptional sensations throughout my whole body...,ولی توی سکس، به‌طرز استثنائی‌ای تحریکم می‌کنه، جوری که توی تمام نقاط بدنم,‫ولی فهمیدم احساساتی استثنایی رو,ولی توی سکس، به‌طرز استثنائی‌ای تحریکم می‌کنه، جوری که توی تمام نقاط بدنم,ولی یه احساسات فوق‌العاده‌ای رو تو کل بدنم,ولی برام کسی‌ـه که احساسات منحصر به فردی رو,که دندونای سفید و کیر سفتی داره
66:48,66:50,that leave me yelping happily.,حس خوبی بهم دست می‌ده که از شدت خوش‌حالی جیغ می‌زنم,‫توی کل بدنم برانگیخته می‌کنه، ‫که باعث میشه از خوشحالی داد بزنم,حس خوبی بهم دست می‌ده که از شدت خوش‌حالی جیغ می‌زنم,برانگیخته می‌کنه که باعث میشه .از شادی جیغ بزنم,تو وجب به وجب بدنم برانگیخته میکنه که باعث میشه از فرط خوشحالی، جیغ و داد سر بدم,دندوناش هم سفته آلت تناسلیش هم سفیده
66:50,66:54,"I also wish to dash his body, form, cadaver, into the sea.",البته دوست دارم جسدِ بی‌جونش رو هم  پرت کنم توی دریا,‫همچنین می‌خوام ‫بدن و نعشش رو بندازم تو دریا,البته دوست دارم جسدِ بی‌جونش رو هم  پرت کنم توی دریا,از طرفی هم دلم می‌خواد جسدش رو .بندازم توی دریا,همچنین آرزومه پیکرش، کالبدش و لاشه‌ش رو تیز و بُز بندازم تو دریا,امیدوارم همبستر خوبی باشه - تنها مورد منه -
66:55,66:56,Is this man jumping on your body?,این مرده می‌پره روی بدنت؟,‫این مرد روی بدن‌تون بپربپر می‌کنه؟,این مرده می‌پره روی بدنت؟,این آقائه هم می‌پره روی بدن تو؟,این مَرده آتیشی میپره رو پیکرت؟,ولی برام کسی‌ـه که احساسات منحصر به فردی رو
66:57,66:58,"No, he is not.",نه,‫نه، نمی‌کنه,نه,.نه، نمی‌پره,نه، نمیپره,تو وجب به وجب بدنم برانگیخته میکنه که باعث میشه از فرط خوشحالی، جیغ و داد سر بدم
66:58,67:00,I haven't been bedded in 20 years.,بیست ساله که با کسی هم‌بستر نشدم,‫۲۰ ساله کسی باهام نخوابیده,بیست ساله که با کسی هم‌بستر نشدم,.من بیست ساله که باکسی نخوابیدم,من 20 سالی میشه هم‌خوابی نداشتم,تو وجب به وجب بدنم برانگیخته میکنه که باعث میشه از فرط خوشحالی، جیغ و داد سر بدم
67:00,67:01,What?,چی؟,‫چی؟,چی؟,چی؟,بله؟,همچنین آرزومه پیکرش، کالبدش و لاشه‌ش رو تیز و بُز بندازم تو دریا
67:02,67:03,That is terrible.,این که وحشتناکه,‫خیلی وحشتناکـه,این که وحشتناکه,.این که خیلی وحشتناکه,وحشتناکه که,همچنین آرزومه پیکرش، کالبدش و لاشه‌ش رو تیز و بُز بندازم تو دریا
67:03,67:05,It doesn't concern me greatly.,خیلی برام مهم نیست,‫زیاد نگرانم نمی‌کنه,خیلی برام مهم نیست,.زیاد ناراحتم نمی‌کنه,به اون حد که زیاد به هول و ولا نمیندازتم,همچنین آرزومه پیکرش، کالبدش و لاشه‌ش رو تیز و بُز بندازم تو دریا
67:06,67:07,As years have passed...,با گذشت زمان,‫با گذشت سال‌ها،,با گذشت زمان,با گذشت سال‌ها,،با گذشت سال‌ها,نه، نمیپره
67:07,67:10,what's in between my ears is my big concern.,چیزی که بینِ گوش‌هامه بیش‌تر برام مهمه,دغدغه‌ی اصلیم ‫چیزیـه که بین گوش‌هامـه,چیزی که بینِ گوش‌هامه بیش‌تر برام مهمه,چیزی که بین گوش‌هامه خیلی بیشتر ناراحتم می‌کنه,اونچه مابین گوش‌هام هستش‌ـه که هول و ولای بزرگمه,من 20 سالی میشه هم‌خوابی نداشتم
67:11,67:13,What's in between my legs...,...چیزی که بین پاهامه,‫چیزی که بین پاهامـه…,...چیزی که بین پاهامه,...و چیزی که بین پاهامه,...اونچه مابین پاهامه,وحشتناکه که
67:14,67:15,much less so.,خیلی اهمیتی نداره,‫اهمیت خیلی کمی داره,خیلی اهمیتی نداره,.خیلی کمتر,خیلی کمتر از این حرفاست,به اون حد که زیاد به هول و ولا نمیندازتم
67:15,67:18,"A desperate rationalization, Martha.",توجیه نا امیدانه‌ای بود، مارتا,‫این یه منطق ناامیدانه‌ست، مارتا,توجیه نا امیدانه‌ای بود، مارتا,.منطق مایوس‌کننده‌ای بود، مارتا,عجب دلیل‌تراشی عاجزانه‌ایه، مارتا,،با گذشت سال‌ها
67:18,67:20,"Oh, this is Harry Astley.",این هری استلیه,‫این هری استلیـه,این هری استلیه,.ایشون هَری اَستلی هستن,ایشون هری اَستلی هستش,اونچه مابین گوش‌هام هستش‌ـه که هول و ولای بزرگمه
67:20,67:23,Don't take what he says too much to heart.,حرف‌هایی که می‌زنه رو خیلی جدی نگیر,‫حرف‌هاشو زیاد جدی نگیر,حرف‌هایی که می‌زنه رو خیلی جدی نگیر,.حرفایی که میزنه رو زیاد جدی نگیر,چیزایی که میگه رو زیاد به دل نگیر,...اونچه مابین پاهامه
67:24,67:25,He's a cynic.,آدم خیره چشمیه,‫خیلی بدبینـه,آدم خیره چشمیه,.اون یه کَلبیه [پیرو فلسفه کلبیون، بدبین],یه آدم منفی‌بافه,خیلی کمتر از این حرفاست
67:25,67:26,Madam.,خانم,‫خانم,خانم,.خانم,خانم,عجب دلیل‌تراشی عاجزانه‌ایه، مارتا
67:27,67:29,I am Bella Baxter.,من بلا بکستر هستم,‫بلا بکستر هستم,من بلا بکستر هستم,.من بلا بکستر هستم,منم بلا بکسترم,عجب دلیل‌تراشی عاجزانه‌ایه، مارتا
67:29,67:32,"I do not know what this ""cynic"" is.",نمی‌دونم معنیِ خیره چشم چیه,‫نمی‌دونم این بدبین یعنی چی,نمی‌دونم معنیِ خیره چشم چیه,.نمی‌دونم این «کلبی» یعنی چی,"نمی‌دونمم ""منفی‌باف"" چی هستش",چیزایی که میگه رو زیاد به دل نگیر
67:32,67:33,Bella.,بلا,‫بلا,بلا,.بلا,بلا,چیزایی که میگه رو زیاد به دل نگیر
67:34,67:34,Ink.,جوهر,‫جوهر,جوهر,.جوهر,جوهر,یه آدم منفی‌بافه
67:35,67:39,"Duncan Wedderburn, I have made friends, colleagues, comrades.",دانکن ودربرن، دوست، همراه، رفیق پیدا کردم,‫دانکن ودربرن، ‫چند تا دوست و همراه و رفیق پیدا کردم,دانکن ودربرن، دوست، همراه، رفیق پیدا کردم,دانکن ودربرن، من چند تا دوست .رفیق، هم‌قطار پیدا کردم,،دانکن ودربرن، من دوست، همراه و هم‌قطاری‌ پیدا کرده‌م,منم بلا بکسترم
67:39,67:40,Harry Astley.,هری آستلی هستم,‫هری استلی,هری آستلی هستم,.هری استلی,هری اَستلی,"نمی‌دونمم ""منفی‌باف"" چی هستش"
67:40,67:42,This is Martha.,این مارتاست,‫اینم مارتاست,این مارتاست,.این هم مارتائه,اینم مارتائه,"نمی‌دونمم ""منفی‌باف"" چی هستش"
67:42,67:45,She is my new friend who has not been fucked in 20 years.,دوستمه و کسی بیست ساله که نکردتش,‫دوست جدیدمـه ‫که ۲۰ ساله کسی ترتیبش رو نداده,دوستمه و کسی بیست ساله که نکردتش,اون دوست جدیدمه که بیست ساله .به هیچکس کُص نداده,دوست جدیدمه که یه 20 سالی میشه کرده نشده,بلا
67:45,67:47,Is that not astonishment?,شگفت‌انگیز نیست؟,‫حیرت‌انگیز نیست؟,شگفت‌انگیز نیست؟,به نظرت حیرت‌انگیز نیست؟,جای شگفتا نداره؟,،دانکن ودربرن، من دوست، همراه و هم‌قطاری‌ پیدا کرده‌م
67:47,67:51,I hope you use your hand between your legs to keep yourself happy.,امیدوارم حداقل دست‌هات رو ببری بین پاهات و از این طریق,‫امیدوارم از دستت بین پاهات استفاده کنی,امیدوارم حداقل دست‌هات رو ببری بین پاهات و از این طریق,امیدوارم دستات رو بذاری بین پاهات,امیدوارم که از دستات لا پاهات استفاده کنی,هری اَستلی
67:51,67:54,"Good God, Bella, you cannot speak like this.",وای خدا. بلا، نباید همچین صحبت‌هایی کنی,‫خدای من. ‫بلا، نباید اینطوری حرف بزنی.,وای خدا. بلا، نباید همچین صحبت‌هایی کنی,.خدای من، بلا .نباید اینجوری حرف بزنی,خدایا توبه، بلا این چه طرز حرف زدنه,دوست جدیدمه که یه 20 سالی میشه کرده نشده
67:54,67:57,Polites of society. I forgot.,.تمدن جامعه پاک یادم رفت,‫جامعه‌ی باکلاس. یادم رفته بود,.تمدن جامعه پاک یادم رفت,.آداب اجتماعی. یادم رفت,تمدن اجتماعی. یادم رفت,جای شگفتا نداره؟
67:57,67:58,Polite society...,جامعه متمدنانه,…جامعه‌ی باکلاس,جامعه متمدنانه,آداب اجتماعی,،جامعه‌ی متمدن,امیدوارم که از دستات لا پاهات استفاده کنی
67:58,68:00,will destroy you.,نابودت می‌کنه - جدی؟ -,‫- نابودت می‌کنه ‫- واقعاً؟,نابودت می‌کنه - جدی؟ -,.نابودت می‌کنن - واقعا؟ -,به نابودی میشکونتت - میکشونه؟ -,امیدوارم که از دستات لا پاهات استفاده کنی
68:00,68:02,"- It will? - Yeah, there's some truth to that.",تا حدودی راست می‌گه,‫آره، تا حدودی درسته,تا حدودی راست می‌گه,...آره، خب .یه جورایی درسته,...آره، یه یه حرف حقی توشه,خدایا توبه، بلا این چه طرز حرف زدنه
68:02,68:04,We all agreed on that.,همه در این‌باره به اتفاق نظر رسیدیم,‫همه در موردش موافقیم,همه در این‌باره به اتفاق نظر رسیدیم,.همه باهاش موافقیم,همه‌مون سرش هم‌نظریم,خدایا توبه، بلا این چه طرز حرف زدنه
68:04,68:06,As to your enquiry on my hand.,...درباره چیزی که درباره دست‌هام گفتی,‫در مورد حرفت درباره‌ی دستم,...درباره چیزی که درباره دست‌هام گفتی,درباره حرفت درباره دستم هم بگم,در خصوص اون استعلام‌گیریت از دستم هم,تمدن اجتماعی. یادم رفت
68:07,68:08,"Occasionally, yes.",باید بگم آره، هر از گاهی این کار رو می‌کنم,‫گهگاه، آره,باید بگم آره، هر از گاهی این کار رو می‌کنم,.که گاهی این کارو می‌کنم,گهگاهی، بله,،جامعه‌ی متمدن
68:09,68:11,That is much reassuring news.,خیالم راحت شد,‫خبر خیلی خوشحال‌کننده‌ایـه,خیالم راحت شد,.این خبر خیلی خوشحال‌کننده‌ایه,بسیار قوت قلب گرفتم از این خبر,به نابودی میشکونتت - میکشونه؟ -
68:12,68:14,"- We shall all dine together. - Well, actually...",بهتره باهمدیگه غذا بخوریم - ...راستش -,‫- باید همه با هم شام بخوریم ‫- خب، راستش…,بهتره باهمدیگه غذا بخوریم - ...راستش -,.باید همه با هم شام بخوریم - ...خب، راستش -,باید همه‌مون با هم شام بخوریم - ...خب، راستش -,همه‌مون سرش هم‌نظریم
68:15,68:17,We are all on a ship and cannot escape...,همه توی یک کشتی هستیم و نمی‌تونیم فرار بکنیم,‫همه توی یه کشتی هستیم و ‫نمی‌تونیم فرار کنیم،,همه توی یک کشتی هستیم و نمی‌تونیم فرار بکنیم,همه ما تو یه کشتی هستیم و نمی‌تونیم فرار کنیم,ما همه تو یه کشتی‌ایم و فرار هم که نمی‌تونیم کنیم,در خصوص اون استعلام‌گیریت از دستم هم
68:17,68:20,"and there is a world to enjoy, traverse, circumnavigate.",،و دنیایی هست که باید ازش لذت برد درش سفر و کشفش کرد,‫اینجا واسه خودش دنیاییـه که باید ‫ازش لذت ببریم و توش گشت و گذار کنیم,،و دنیایی هست که باید ازش لذت برد درش سفر و کشفش کرد,و یه دنیا هم منتظرمونه که ازش .لذت ببریم، تماشا کنیم ، سیاحت کنیم,و یه دنیایی هم میمونه برای کِیف کردن، پیمودن و دورتادورش گشتن,بسیار قوت قلب گرفتم از این خبر
68:21,68:23,"Or can she not have friends, Mr. Wedderburn?",یا نکنه حق نداره با کسی دوست بشه، آقای ودربرن؟,‫نکنه اجازه نداره با کسی دوست بشه، ‫آقای ودربرن؟,یا نکنه حق نداره با کسی دوست بشه، آقای ودربرن؟,نکنه حق نداره دوستی داشته باشه، آقای ودربرن؟,یا که اون نمیتونه دوست‌دار باشه، آقای ودربرن؟,باید همه‌مون با هم شام بخوریم - ...خب، راستش -
68:24,68:25,Delighted.,جالب بود,مایه‌ی خرسندیـه,جالب بود,.خوشحالم,مشعوف‌ هم شده‌ام,ما همه تو یه کشتی‌ایم و فرار هم که نمی‌تونیم کنیم
68:29,68:30,Marry me.,باهام ازدواج کن,‫باهام ازدواج کن,باهام ازدواج کن,.باهام ازدواج کن,باهام ازدواج کن,و یه دنیایی هم میمونه برای کِیف کردن، پیمودن و دورتادورش گشتن
68:30,68:31,What?,چی؟,‫چی؟,چی؟,چی؟,چی؟,و یه دنیایی هم میمونه برای کِیف کردن، پیمودن و دورتادورش گشتن
68:31,68:32,I meant to throw you aside.,می‌خواستم دکت کنم,‫می‌خواستم بذارمت کنار,می‌خواستم دکت کنم,.می‌خواستم بعد از این بندازمت کنار,قصدم بود دورت بندازم بره,یا که اون نمیتونه دوست‌دار باشه، آقای ودربرن؟
68:33,68:35,"A few months and send you packing, but I cannot.",می‌خواستم چند ماه باهات باشم و بعدش بفرستمت بری، ولی نمی‌تونم,‫بعد از چند ماه پس بفرستمت، ‫ولی نمی‌تونم,می‌خواستم چند ماه باهات باشم و بعدش بفرستمت بری، ولی نمی‌تونم,یه چند ماه باهات حال کنم و بعد .بفرستمت خونه‌ات، ولی نمی‌تونم,یه چند ماهی باهات باشم و بفرستمت پِی سرنوشتت، ولی نمیتونم,مشعوف‌ هم شده‌ام
68:35,68:38,Say you'll marry me. No one's ever captured my heart. You have.,هیچ‌کس تا حالا دلم رو به‌دست نیاورده، ولی تو آوردی,‫تاحالا هیچکس قلبمو تسخیر نکرده. ‫ولی تو کردی,هیچ‌کس تا حالا دلم رو به‌دست نیاورده، ولی تو آوردی,.تا حالا هیچکس قلبم رو تسخیر نکرده بود .ولی تو کردی,هیچکی تا حالا قلب منو ندزدیده. تو که کردی,مشعوف‌ هم شده‌ام
68:39,68:41,It is tricky...,دغل کارانه‌ست,‫یه جورایی سختـه،,دغل کارانه‌ست,پیچیده شد,،آخه داستان داره,چی؟
68:41,68:43,as I am engaged to Mr. Max McCandles.,چرا که با آقای مکس مک‌کندلز، نامزد کردم,‫چون با آقای مکس مک‌کندلز نامزد کردم,چرا که با آقای مکس مک‌کندلز، نامزد کردم,.چون من با آقای مکس مک‌کندلز نامزد کردم,از اونجا که من با آقای مکس مک‌کندلز نامزدم,قصدم بود دورت بندازم بره
68:44,68:45,What?,چی؟,‫چی؟,چی؟,چی؟,چی؟,یه چند ماهی باهات باشم و بفرستمت پِی سرنوشتت، ولی نمیتونم
68:46,68:49,My hand has taken by another.,دست‌های من مال کس دیگه‌ایه,‫دستمو یه نفر دیگه گرفته,دست‌های من مال کس دیگه‌ایه,.دست من در دست یکی دیگه‌ست,دستم تو دست یکی دیگه‌ست,هیچکی تا حالا قلب منو ندزدیده. تو که کردی
68:49,68:52,"It is a saying I heard, but did not understand.",،این اصطلاح رو فقط شنیدم معنیش رو بلد نیستم,‫این حرفیـه که شنیدم، ‫ولی معنیشو نفهمیدم,،این اصطلاح رو فقط شنیدم معنیش رو بلد نیستم,این رو یه جایی شنیدم .ولی نفهمیدم یعنی چی,اصطلاحیه که شنیدمش ولی نفهمیدمش,از اونجا که من با آقای مکس مک‌کندلز نامزدم
68:52,68:55,"You do not take just the hand, but all, do you not?",ولی تو فقط دستم رو نمی‌خوای همه‌چیزم رو می‌خوای، نه؟,‫چون فقط دست نیست، ‫همه چی رو می‌گیرید، مگه نه؟,ولی تو فقط دستم رو نمی‌خوای همه‌چیزم رو می‌خوای، نه؟,آخه آدم که فقط دستش رو نمیده به یکی دیگه مگه نه؟,آدم که نمیاد فقط دست تو رو بگیره بلکه همه‌ش رو میگیره، مگه نه؟,چی؟
68:56,68:58,You ran away with me from him.,تو از دستِ اون، با من فرار کردی,‫از دست اون، با من فرار کردی,تو از دستِ اون، با من فرار کردی,.تو اون رو ول کردی و با من اومدی,.تو که با من از دست اون فرار کردی که,دستم تو دست یکی دیگه‌ست
68:58,69:02,"A recounting of events, the point of which is elusive to me.",و نمی‌فهمم هدفت چیه,اتفاقات رو بازگو می‌کنی,و نمی‌فهمم هدفت چیه,.که درک هدف‌شون برام سخته,نکته‌ای دیرفهم برای من هستش,اصطلاحیه که شنیدمش ولی نفهمیدمش
69:02,69:03,You chose me over him.,می‌خوام بگم من رو به اون ترجیح دادی,‫تو منو به جای اون انتخاب کردی,می‌خوام بگم من رو به اون ترجیح دادی,.تو من رو به اون ترجیح دادی,تو منو به اون ترجیح دادی,آدم که نمیاد فقط دست تو رو بگیره بلکه همه‌ش رو میگیره، مگه نه؟
69:03,69:05,For now.,موقتاً,‫فعلاً,موقتاً,.فعلا آره,فعلا,آدم که نمیاد فقط دست تو رو بگیره بلکه همه‌ش رو میگیره، مگه نه؟
69:05,69:06,For fun.,واسه عشق و حال,‫برای سرگرمی,واسه عشق و حال,.برای خوشگذرونی,برای صفا,آدم که نمیاد فقط دست تو رو بگیره بلکه همه‌ش رو میگیره، مگه نه؟
69:06,69:09,I'll fucking throw you overboard!,پرتت می‌کنم توی دریا,‫می‌گیرم میندازمت تو دریا!,پرتت می‌کنم توی دریا,!از کشتی میندازمت پایین، لعنتی,به مرگم قسم شوتت میکنم تو دریا,.تو که با من از دست اون فرار کردی که
69:09,69:12,So you wish to marry me or kill me?,حالا می‌خوای باهام ازدواج کنی یا می‌خوای بکشیم؟,‫پس می‌خوای یا باهام ازدواج کنی یا بکُشیم؟,حالا می‌خوای باهام ازدواج کنی یا می‌خوای بکشیم؟,یعنی یا می‌خوای باهام ازدواج کنی یا من رو بکُشی؟,خب الان میخوای باهام ازدواج کنی یا که بکشیم؟,نکته‌ای دیرفهم برای من هستش
69:13,69:15,- Is that the proposal? - No.,پیشنهادت این بود؟ - نه -,‫- پیشنهادت اینـه؟ ‫- نه,پیشنهادت این بود؟ - نه -,پیشنهادت اینه؟ - .نه -,این همون خواستگاری هستش؟ - نه -,فعلا
69:31,69:32,Going to the casino.,می‌رم کازینو,‫میرم کازینو,می‌رم کازینو,.میرم کازینو,میرم قمارخونه,
69:44,69:45,That's fine.,عیبی نداره,‫اشکالی نداره,عیبی نداره,.اشکال نداره,طوری نیست,
69:45,69:47,She is coming along.,داره کنار میاد,‫داره پیشرفت می‌کنه,داره کنار میاد,.داره پیشرفت می‌کنه,داره بهتر میشه,
69:47,69:48,Let's try again.,بیا یه‌بار دیگه تلاش کنیم,‫بیا دوباره امتحان کنیم,بیا یه‌بار دیگه تلاش کنیم,.بیا دوباره امتحان کنیم,بیا باز امتحان کنیم,
69:49,69:52,Gross motor skills will develop slowly...,مهارت‌های حرکتی عضلاتِ درشتت طول می‌کشه تا بهتر بشه,‫مهارت‌های حرکتی عمده ‫به آرامی رشد می‌کنن،,مهارت‌های حرکتی عضلاتِ درشتت طول می‌کشه تا بهتر بشه,مهارت‌های حرکتی دُرشت کُندتر رشد می‌کنن,،مهارت‌های حرکتی درشت آروم آروم رشد میکنن,
69:53,69:55,but you will progress fast.,ولی تو سریع پیشرفت می‌کنی,‫ولی تو سریع پیشرفت می‌کنی,ولی تو سریع پیشرفت می‌کنی,.ولی خیلی زود پیشرفت می‌کنی,ولی تو به سرعت پیشرفت میکنی,طوری نیست
69:57,69:58,Felicity.,فلیسیتی,‫فلیسیتی,فلیسیتی,.فِلیسیتی,فیلیسیتی,بیا باز امتحان کنیم
70:03,70:04,Not that fast.,نه دیگه این‌قدر سریع,نه چندان سریع,نه دیگه این‌قدر سریع,.نه انقدر سریع,نه اونقدرا هم به سرعت,ولی تو به سرعت پیشرفت میکنی
70:15,70:17,I am reading Emerson.,دارم یکی از آثار امرسون رو می‌خونم,‫دارم امرسون رو می‌خونم,دارم یکی از آثار امرسون رو می‌خونم,.دارم کتاب اِمرسون رو می‌خونم [رالف والدو امرسون],"دارم کتاب ""امرسون"" رو میخونم <font face=""Calibri"" color=""#fdffae""><b>(فیلسوف و نویسنده آمریکایی بود)</b></font>",
70:17,70:20,He speaks about the improvement of men.,درباره پیشرفتِ مردان صحبت کرده,‫در مورد بهتر شدن مردها صحبت می‌کنه,درباره پیشرفتِ مردان صحبت کرده,.درباره پیشرفت مردها حرف میزنه,در مورد بهبود مَردها صحبت میکنه,
70:20,70:23,I do not know why he does not give advice to women.,نمی‌دونم چرا زنان رو راهنمایی نمی‌کنه,‫نمی‌دونم چرا هیچ نصیحتی ‫برای زن‌ها نداره,نمی‌دونم چرا زنان رو راهنمایی نمی‌کنه,.نمی‌دونم چرا هیچ نصیحتی برای زن‌ها نداره,نمی‌دونم چرا به زن‌ها هم توصیه‌ای نمیده,
70:23,70:25,Perhaps he does not know any.,شاید چون بلد نیست,‫شاید هیچ زنی نمی‌شناسه,شاید چون بلد نیست,.شاید هیچی نمی‌دونه,شاید هیچ‌کدومشون رو نمیشناخته,
70:26,70:29,Try and read Goethe.,سعی کن آثارِ گوته رو بخونی,‫سعی کن گوته بخونی,سعی کن آثارِ گوته رو بخونی,.گوته رو امتحان کن [شاعر آلمانی],سعی کن گوته رو بخونی,"دارم کتاب ""امرسون"" رو میخونم <font face=""Calibri"" color=""#fdffae""><b>(فیلسوف و نویسنده آمریکایی بود)</b></font>"
70:29,70:31,"Philosophy is a waste of time, Bella.",آثار فلسفی، وقتت رو هدر می‌دن بلا,‫فلسفه اتلاف وقتـه، بلا,آثار فلسفی، وقتت رو هدر می‌دن بلا,.فلسفه فقط وقت هدر دادنه، بلا,فلسفه اتلاف وقته، بلا,نمی‌دونم چرا به زن‌ها هم توصیه‌ای نمیده
70:31,70:34,Really? Say more.,واقعا؟ توضیح بده,‫واقعاً؟ بیشتر توضیح بده,واقعا؟ توضیح بده,.واقعا؟ بازم بگو,واقعا؟ بیشتر بگو,نمی‌دونم چرا به زن‌ها هم توصیه‌ای نمیده
70:34,70:36,"No, no, Harry, you wretch.",نه، این‌طور نیست هریِ خیره چشم,‫نه، نه، هری، ای فلک‌زده,نه، این‌طور نیست هریِ خیره چشم,.نه، نه هری. ای بی‌وجدان,نه، نه، هری، ای آدم مفلوک,شاید هیچ‌کدومشون رو نمیشناخته
70:36,70:37,It is integral.,خوندن فلسفه خیلی مهمه,‫خیلی هم مهمـه,خوندن فلسفه خیلی مهمه,.برای زندگی لازمه,فلسفه یه جزء لاینفک زندگیه,سعی کن گوته رو بخونی
70:38,70:41,People and society can be improved.,مردم و جامعه، قابل پیشرفتن,‫مردم و جامعه رو میشه بهتر کرد,مردم و جامعه، قابل پیشرفتن,.آدم‌ها و جامعه رو میشه بهتر کرد,مردم و جامعه میتونن بهبود پیدا کنن,فلسفه اتلاف وقته، بلا
70:42,70:46,"It is the goal of all to improve, advance, progress, grow.",هدف همه‌مون پیشرفت,‫هدف همه بهتر شده،,هدف همه‌مون پیشرفت,هدف همه انسان‌ها پیشرفت کردنه,،هدف همه هم بهبودی,نه، نه، هری، ای آدم مفلوک
70:47,70:49,"I know this in me, and I am sure I am indicative of all.",و مطمئنم برای همه صدق می‌کنه,‫و مطمئنم همه مثل من هستن,و مطمئنم برای همه صدق می‌کنه,.و مطمئنم که همه هم مثل من هستن,و خاطرم تخته که گواه همه‌شون هم هستم,مردم و جامعه میتونن بهبود پیدا کنن
70:50,70:54,"Trust me, you are definitely unique, Bella, in all ways.",بلا، باور کن تو از همه لحاظ خیلی خاصی,‫باور کن، تو قطعاً از هر نظر ‫منحصر به فردی، بلا,بلا، باور کن تو از همه لحاظ خیلی خاصی,بهم اعتماد کن، بلا. تو از همه جهات .کاملا منحصر به‌فرد هستی,،باور کن که تو قطعا از همه نظر، لنگه‌ت نیست,،هدف همه هم بهبودی
70:54,70:57,But this improvement through philosophy...,ولی این پیشرفتی که از فلسفه حاصل می‌شه,‫ولی این بهتر شدن از طریق فلسفه…,ولی این پیشرفتی که از فلسفه حاصل می‌شه,ولی این مسئله پیشرفت از طریق فلسفه,،ولی این بهبودی از قِبال فلسفه,حرکت رو به جلو، پیشرفت و رشده
