Start Time,End Time,English,Dune (2021) WebDl - UTF-8 [EDITED].srt,Dune 2021.srt,Dune. 2021.srt,Dune.2021. BluRay.srt,Dune.2021.1080p.BluRay.1600MB.DD2.0.x264-GalaxyRG.srt,Dune.2021.1080p.BluRay.REMUX.AVC.DTS-HD.MA.TrueHD.7.1.Atmos-FGT.srt,Dune.2021.1080p.BluRay.srt,Dune.2021.1080p.HMAX.WEB-DL.DDP5.1.Atmos.x264-EVO.Fa.srt,Dune.2021.1080p.HMAX.WEB-DL.v7[UTF-8].srt,Dune.2021.720p.1080p.720p.HMAX.WEB-DL.srt,Dune.2021.720p.1080p.BluRay.Fa.srt,Dune.2021.720p.BluRay.900MB.x264-GalaxyRG.srt,Dune.2021.BRRip.x264-ION10.srt,Dune.2021.BluRay.Per-SAHEB.srt,Dune.2021.BluRay.[@cinama_bestt].srt,Dune.2021.BluRay.srt,Dune.2021.HMAX.WEB-DL.Fa[UTF-8]v6.srt,Dune.2021.HMAX.WEB-DL.Per-SAHEB.srt,Dune.2021.WEB-DL.AC3-EVO.srt,Dune.2021._BluRay.v7[UTF-8].srt
72:13,72:14,You can't know that.,.غیرممکنه بدونی,,‫امکان نداره.,‫امکان نداره.,محاله که اینو بدونی,. امکان نداره اینو بدونی,‫ممکن نیست بدونی.,نمی‌تونی این رو بدونی,امکان نداره بدونی,غیرممکنه بدونی,غیرممکنه بدونی,نمی‌تونی این رو بدونی,محاله که اینو بدونی,ممکن نیست اینو بدونی.‏,نمیتونی بدونی,غیرممکنه بدونی,امکان نداره بدونی,ممکن نیست اینو بدونی.‏,از کجا می‌دونی؟!,امکان نداره بدونی
72:16,72:18,I barely know that.,.فقط چند هفته شده,‫فکر میکردم که وقت بیشتری داریم.,‫خودمم مطمئن نیستم. ‫تازه چند هفته‌ست.,‫خودمم مطمئن نیستم. ‫تازه چند هفته‌ست.,خودم فقط چند هفته‌اس که فهمیدم,خودمم به زور اینو میدونم,‫خودم تازه فهمیدم.,خودم هم تازه فهمیدم و همش چند هفته‌ش هست,خودم هم به‌زحمت می‌دونم,من خودم هنوز مطمئن نیستم و تازه چند هفته‌ست فهمیدم,من خودم هنوز مطمئن نیستم و تازه چند هفته‌ست فهمیدم,خودم هم تازه فهمیدم و همش چند هفته‌ش هست,خودم فقط چند هفته‌اس که فهمیدم,خودم شانسی فهمیدم همین چندهفته پیش.‏,من به زور میدونم و این فقط چند هفته است,خودم هم تازه فهمیدم,خودم هم به‌زحمت می‌دونم,خودم شانسی فهمیدم همین چندهفته پیش.‏,من خودمم به زور فهمیدم! هنوز دو سه هفته بیشتر نشده!,خودم هم به‌زحمت می‌دونم
72:18,72:19,It's only been a few weeks.,.فقط چند هفته شده,‫فکر میکردم که وقت بیشتری داریم.,‫خودمم مطمئن نیستم. ‫تازه چند هفته‌ست.,‫خودمم مطمئن نیستم. ‫تازه چند هفته‌ست.,خودم فقط چند هفته‌اس که فهمیدم,و تازه . چند هفته شده,‫همش چند هفته گذشته.,خودم هم تازه فهمیدم و همش چند هفته‌ش هست,فقط دو سه هفته گذشته,من خودم هنوز مطمئن نیستم و تازه چند هفته‌ست فهمیدم,من خودم هنوز مطمئن نیستم و تازه چند هفته‌ست فهمیدم,خودم هم تازه فهمیدم و همش چند هفته‌ش هست,خودم فقط چند هفته‌اس که فهمیدم,خودم شانسی فهمیدم همین چندهفته پیش.‏,من به زور میدونم و این فقط چند هفته است,تازه چند هفته‌ گذشته,فقط دو سه هفته گذشته,خودم شانسی فهمیدم همین چندهفته پیش.‏,من خودمم به زور فهمیدم! هنوز دو سه هفته بیشتر نشده!,فقط دو سه هفته گذشته
73:11,73:12,Atreides legions,...سپاهیانِ آترِیدِس,‫باید باهات ازدواج میکردم.,‫جنگجوهای آتریدیس در سراسر امپراتور ی نظیر ندارند.,‫هارکونن‌ها بیشتر از آتریدیس‌ها هستند.,آتردیس ماهر ترین لژیونرها رو تو امپراتوری داره,لژیون های اتریدیس,‫نیروهای آتریدیس,لشکرهای آتریدیس، بهترین‌های امپراتوری هستن,...سپاه آترِییدیز,سپاهیان آتریید بهترین جنگجویان امپراطوری هستن,سپاهیان آتریید بهترین جنگجویان امپراطوری هستن,لشکرهای آتریدیس، بهترین‌های امپراتوری هستن,آتردیس ماهر ترین لژیونرها رو تو امپراتوری داره,سربازهای آتریدیس، در تمام امپراتوری بهترینن.‏,سپاه ارتدیس در امپراطوری بهترینن,...سپاه آتریدیز,...سپاه آترِییدیز,سربازهای آتریدیس، در تمام امپراتوری بهترینن.‏,خاندان آتریدیز یکی از بهترین ارتش‌ها رو در قلمرو امپراتوری داره.,...سپاه آترِییدیز
73:12,73:14,are the finest in the Imperium.,.‏در شاهنشاهی بهترین‏اند...,‫باید باهات ازدواج میکردم.,‫جنگجوهای آتریدیس در سراسر امپراتور ی نظیر ندارند.,‫جنگجوهای آتریدیس در سراسر امپراتور ی نظیر ندارند.,آتردیس ماهر ترین لژیونرها رو تو امپراتوری داره,توی امپراطوری بهترین ـن,‫بهترین‌های امپراتوری هستن.,لشکرهای آتریدیس، بهترین‌های امپراتوری هستن,بهترین سپاه توی امپراتوریه,سپاهیان آتریید بهترین جنگجویان امپراطوری هستن,سپاهیان آتریید بهترین جنگجویان امپراطوری هستن,لشکرهای آتریدیس، بهترین‌های امپراتوری هستن,آتردیس ماهر ترین لژیونرها رو تو امپراتوری داره,سربازهای آتریدیس، در تمام امپراتوری بهترینن.‏,سپاه ارتدیس در امپراطوری بهترینن,بهترین‌ نیروهای امپراتوری هستن,بهترین سپاه توی امپراتوریه,سربازهای آتریدیس، در تمام امپراتوری بهترینن.‏,خاندان آتریدیز یکی از بهترین ارتش‌ها رو در قلمرو امپراتوری داره.,بهترین سپاه توی امپراتوریه
73:15,73:17,Trained by Gurney Halleck and Duncan Idaho.,آموزش‏دیده‏ی گرنی هالِک و .دانکَن آیداهو هستند,,‫توسط گارنی هالِک و دانکن آيداهو تعلیم دیدن.,‫جنگجوهای آتریدیس در سراسر امپراتور ی نظیر ندارند.,گِرنی هالِک و دانکن آیداهو اون هارو تعلیم دادن,"توسط ""گورنی هلک"" و ""دانکن آیداهو"" تمرین دیدن",‫تحت نظر گورنی هالک و دانکن ‫آیداهو آموزش می‌بینن.,توسط گرنی هالک و دانکن آیداهو تعلیم دیدن,زیر نظر گِرنی هَلک و دانکن آیداهو تعلیم دیده‌ن,که تعلیم‌دیده‌ی گرنی هالک و دانکن آیداهو هستن,که تعلیم‌دیده‌ی گرنی هالک و دانکن آیداهو هستن,توسط گرنی هالک و دانکن آیداهو تعلیم دیدن,گِرنی هالِک و دانکن آیداهو اون هارو تعلیم دادن,توسط گرنی هالاک و دانکن آیداهو آموزش دیدن.‏,توسط گرنی هالک و دانکن ایداهو تعلیم دیدن,که توسط گِرنی هالک و دانکن آیداهو آموزش دیدن,زیر نظر گِرنی هَلک و دانکن آیداهو تعلیم دیده‌ن,توسط گرنی هالاک و دانکن آیداهو آموزش دیدن.‏,نفراتشون توسط گرنی هالک و دانکن آیداهو آموزش دیده‌ان.,زیر نظر گِرنی هَلک و دانکن آیداهو تعلیم دیده‌ن
73:25,73:27,Just so.,.همین‏گونه‏ست,,‫دریسته.,‫ما ساردوکار هستیم. بهترین‌های امپراتوری. ‫هر کسی که از ما سرپیچی کنه، نابود میشه.,همینطوره,. همینطوره,‫درسته.,همینطوره,دقیقاً,همین‌طور هم هست,همین‌طور هم هست,همینطوره,همینطوره,قطعاً.‏,عالیه,درسته,دقیقاً,قطعاً.‏,[ما ساردوکاریم. جنگجویان برگزیده‌ی امپراتوری. هر کس جلومون بایسته نابود می‌شه.],دقیقاً
73:28,73:29,Three battalions.,.سه گُردان,,‫سه گردان. همونطوری که توافق کردیم.,‫درسته.,سه تا گردان طبق توافق‌مون,اینم 3 تا گردان,‫سه گردان.,سه گردان طبق قرارمون,سه گُردان,سه گردان، طبق توافق قبلی‌مون,سه گردان، طبق توافق قبلی‌مون,سه گردان طبق قرارمون,سه تا گردان طبق توافق‌مون,فقط سه گردان لازم داریم.‏,سه گردان، طبق توافق,سه گُردان,سه گُردان,فقط سه گردان لازم داریم.‏,سه گردان. طبق توافق.,سه گُردان
73:29,73:31,As agreed.,.چنان که توافق کردیم,,‫سه گردان. همونطوری که توافق کردیم.,‫سه گردان. همونطوری که توافق کردیم.,سه تا گردان طبق توافق‌مون,همونطور که توافق کرده بودیم,‫طبق توافق.,سه گردان طبق قرارمون,طبق توافقمون,سه گردان، طبق توافق قبلی‌مون,سه گردان، طبق توافق قبلی‌مون,سه گردان طبق قرارمون,سه تا گردان طبق توافق‌مون,طبق توافق.‏,سه گردان، طبق توافق,طبق توافقمون,طبق توافقمون,طبق توافق.‏,شکی نیست.,طبق توافقمون
74:11,74:13,There is something you need to know about Paul.,یه چیزی هست که نیازه .درباره‏ی پائول بدونی,,‫یه موضوعی درباره پل هست که باید بدونی.,‫یه موضوعی درباره پل هست که باید بدونی.,یه چیزی رو درباره پاول باید بدونی,یه چیزی راجب پاول هست که باید بدونی,‫یه چیزی هست که باید درباره‌ی پائول بدونی.,باید یه چیزی رو بدونی، پاول,یه چیزی هست که باید راجع به پل بدونی,باید یه حقیقتی رو دربارۀ پاول بدونی,باید یه حقیقتی رو دربارۀ پاول بدونی,باید یه چیزی رو بدونی، پاول,یه چیزی رو درباره پاول باید بدونی,باید یه چیزی رو راجع به پاول بدونی.‏,چیزی هست که باید راجع به پال بدونی,باید یه چیزی رو درباره پاول بدونی,یه چیزی هست که باید راجع به پل بدونی,باید یه چیزی رو راجع به پاول بدونی.‏,باید یه چیزی رو درباره‌ی پل بدونی.,یه چیزی هست که باید راجع به پل بدونی
74:14,74:15,No.,.نه,,‫نه، فکر نمیکنم.,‫نه، فکر نمیکنم.,نه. گمون نکنم بخوام بدونم,.نه,‫نه.,نه. فکر نمی‌کنم بخوام بدونم,نه,نه. فکر نکنم بخوام بدونم,نه. فکر نکنم بخوام بدونم,نه. فکر نمی‌کنم بخوام بدونم,نه. گمون نکنم بخوام بدونم,نه.‏,نه، فکر نکنم بخوام بدونم,نه,نه,فکر نکنم بخوام بدونم.‏,نه. فکر نکنم بخوام بدونم.,نه
74:15,74:17,Don't think I want to know.,.فکر نمی‏کنم بخوام بدونم,,‫نه، فکر نمیکنم.,‫نه، فکر نمیکنم.,نه. گمون نکنم بخوام بدونم,نمیخوام بدونم,‫فکر نکنم بخوام بدونم.,نه. فکر نمی‌کنم بخوام بدونم,فکر نکنم بخوام بدونم,نه. فکر نکنم بخوام بدونم,نه. فکر نکنم بخوام بدونم,نه. فکر نمی‌کنم بخوام بدونم,نه. گمون نکنم بخوام بدونم,فکر نکنم بخوام بدونم.‏,نه، فکر نکنم بخوام بدونم,فکر نکنم بخوام بدونم,فکر نکنم بخوام بدونم,فکر نکنم بخوام بدونم.‏,نه. فکر نکنم بخوام بدونم.,فکر نکنم بخوام بدونم
74:18,74:20,"Ever since you brought him before your Reverend Mother,",از زمانی که اون رو به پیش‏گاهِ ،مادر روحانی خودت بردی,,‫از وقتی که با مادر مقدست روبروش کردی,‫از وقتی که با مادر مقدست روبروش کردی,از وقتی پیش مادر بزرگوار محفل‌‍تون بردیش,از وقتی بردیش جلوی اون مادر اعظم,‫از وقتی بردیش پیش مادر روحانیت،,...از وقتی آوردیش پیش مادر مقدست,...از وقتی بردیش پیش مادر روحانی‌ت,از وقتی که بردیش پیش مادر محترم‌ت,از وقتی که بردیش پیش مادر محترم‌ت,...از وقتی آوردیش پیش مادر مقدست,از وقتی پیش مادر بزرگوار محفل‌‍تون بردیش,از وقتی اونو بردی پیش مادر اعظم,از وقتی اون رو قبل از مادر محترمت آوردی,از وقتی بردیش پیش مادر روحانی,...از وقتی بردیش پیش مادر روحانی‌ت,دیگه مثل قبل نشده.‏,از وقتی به اون مادر روحانی‌تون معرفیش کردی دیگه خود سابقش نیست.,...از وقتی بردیش پیش مادر روحانی‌ت
74:20,74:21,he hasn't been the same.,.دیگه اون آدم همیشگی نبوده,,‫دیگه مثل قبل نیست.,‫دیگه مثل قبل نیست.,خودش نبوده,مثل خودش رفتار نکرده,‫عوض شده.,عین قبل نبوده,مثل سابق نشده,رفتارش عوض شده,رفتارش عوض شده,عین قبل نبوده,خودش نبوده,دیگه مثل قبل نشده.‏,ادم قبل نبوده,دیگه مثل قبل نشده,مثل سابق نشده,دیگه مثل قبل نشده.‏,از وقتی به اون مادر روحانی‌تون معرفیش کردی دیگه خود سابقش نیست.,مثل سابق نشده
74:23,74:25,He's distracted.,.حواس‏پَرت شده,,‫حواسش پرت شده.,‫حواسش پرت شده.,حواسش پرت‌‍ه,حواسش پرت شده,‫حواسش پرته.,حواسش پرت هست,حواسش پرت شده,حواس‌پرت شده,حواس‌پرت شده,حواسش پرت هست,حواسش پرت‌‍ه,گیج و پریشان شده.‏‎,حواسش پرته,حواسش پرت شده,حواسش پرت شده,گیج و پریشان شده.‏‎,حواسش پرته.,حواسش پرت شده
74:27,74:29,"Jessica, you gave me a son.",.جِسیکا، تو به من پسری دادی,‫هاوات. تیم امنیبتی.,‫جسیکا، تو یه پسر بهم دادی.,‫جسیکا، تو یه پسر بهم دادی.,جسیکا، تو بهم یه پسر دادی,جسیکا،تو برام یه پسر دنیا اوردی,‫جسیکا، تو برام پسر زاییدی.,جسیکا، بهم یه پسر دادی,جسیکا، تو یه پسر برام به دنیا آوردی,جسیکا، تو یه پسر به من دادی,جسیکا، تو یه پسر به من دادی,جسیکا، بهم یه پسر دادی,جسیکا، تو بهم یه پسر دادی,جسیکا، تو یه پسر به من دادی,جسیکا، تو یه پسر بهم دادی,جسیکا، تو یه پسر بهم دادی,جسیکا، تو یه پسر برام به دنیا آوردی,جسیکا، تو یه پسر به من دادی,جسیکا، تو برای من یه پسر آوردی...,جسیکا، تو یه پسر برام به دنیا آوردی
74:30,74:31,"And from the moment he was born,",،و از لحظه‏ای که زاده شد,‫هاوات. تیم امنیبتی.,‫و از لحظه‌ای که متولد شده چیزی ازت نپرسیدم.,‫و از لحظه‌ای که متولد شده چیزی ازت نپرسیدم.,و از زمان تولدش، کرده هات رو زیر سوال نبردم,و از لحظه تولدش حتی یکبارم,‫از لحظه‌ای که به دنیا اومد،,،و از لحظه‌ای که به دنیا اومد هیچوقت زیر سوال نبردمت,...و از لحظه‌ای که متولد شد,و از لحظه‌ای که اون به‌دنیا اومد من حتی یک‌بار هم تو رو زیر سؤال نبردم,و از لحظه‌ای که اون به‌دنیا اومد من حتی یک‌بار هم تو رو زیر سؤال نبردم,،و از لحظه‌ای که به دنیا اومد هیچوقت زیر سوال نبردمت,و از زمان تولدش، کرده هات رو زیر سوال نبردم,و از لحظه‌ای که متولد شد...‏ هرگز تو رو زیر سوال نبردم,و از وقتی بدنیا اومده، من سوال پیچت نکردم,...و از لحظه‌ی تولدش,...و از لحظه‌ای که متولد شد,و از لحظه‌ای که متولد شد...‏ هرگز تو رو زیر سوال نبردم,... و از لحظه‌ی تولدش تا حالا من هیچوقت شک و تردیدی نسبت به تو نداشته‌ام.,...و از لحظه‌ای که متولد شد
74:31,74:33,I never questioned you.,.هرگز بهت شک نکردم,‫تیم امنیبتی.قربان.,‫و از لحظه‌ای که متولد شده چیزی ازت نپرسیدم.,‫و از لحظه‌ای که متولد شده چیزی ازت نپرسیدم.,و از زمان تولدش، کرده هات رو زیر سوال نبردم,.تورو زیر سوال نبردم,‫هرگز بهت شک نکردم.,،و از لحظه‌ای که به دنیا اومد هیچوقت زیر سوال نبردمت,هیچ‌وقت تصمیم‌هات رو زیر سؤال نبردم,و از لحظه‌ای که اون به‌دنیا اومد من حتی یک‌بار هم تو رو زیر سؤال نبردم,و از لحظه‌ای که اون به‌دنیا اومد من حتی یک‌بار هم تو رو زیر سؤال نبردم,،و از لحظه‌ای که به دنیا اومد هیچوقت زیر سوال نبردمت,و از زمان تولدش، کرده هات رو زیر سوال نبردم,و از لحظه‌ای که متولد شد...‏ هرگز تو رو زیر سوال نبردم,و از وقتی بدنیا اومده، من سوال پیچت نکردم,هیچوقت بهت شک نکردم,هیچ‌وقت تصمیم‌هات رو زیر سؤال نبردم,و از لحظه‌ای که متولد شد...‏ هرگز تو رو زیر سوال نبردم,... و از لحظه‌ی تولدش تا حالا من هیچوقت شک و تردیدی نسبت به تو نداشته‌ام.,هیچ‌وقت تصمیم‌هات رو زیر سؤال نبردم
74:33,74:35,I trusted you completely.,.بهت کاملاً اعتماد داشتم,,‫کاملا بهت اعتماد کردم. ‫حتی وقتی پنهون کاری کردی.,‫کاملا بهت اعتماد کردم. ‫حتی وقتی پنهون کاری کردی.,بهت اعتماد کردم، حتی وقتی که پنهان کاری میکردی,حتی وقتی به درون سایه قدم گذاشتی,‫کاملا بهت اعتماد داشتم.,کاملا بهت اعتماد داشتم,کاملاً بهت اعتماد کردم,،کاملاً بهت اعتماد کردم حتی موقعی که در تاریکی قدم برداشتی,،کاملاً بهت اعتماد کردم حتی موقعی که در تاریکی قدم برداشتی,کاملا بهت اعتماد داشتم,بهت اعتماد کردم، حتی وقتی که پنهان کاری میکردی,کاملا بهت اعتماد کردم،‏ حتی وقتی وارد سایه‌ها شدی.‏,من کاملا بهت اعتماد کردم حتی وقتی در سایه ها راه میرفتی,کاملاً بهت اعتماد داشتم,کاملاً بهت اعتماد کردم,کاملا بهت اعتماد کردم،‏ حتی وقتی وارد سایه‌ها شدی.‏,همیشه بهت اعتماد کامل داشته‌ام. حتی وقتی کارهای مخفیانه می‌کردی.,کاملاً بهت اعتماد کردم
74:36,74:38,Even when you walked in shadows.,.حتی زمانی که مخفی‏کاری می‏کردی,,‫کاملا بهت اعتماد کردم. ‫حتی وقتی پنهون کاری کردی.,‫کاملا بهت اعتماد کردم. ‫حتی وقتی پنهون کاری کردی.,بهت اعتماد کردم، حتی وقتی که پنهان کاری میکردی,.هم بهت اعتماد کامل داشتم,‫حتی وقتی در سایه‌ها قدم برمیداشتی.,حتی وقتی در سایه‌ها راه می‌رفتی,حتی زمانی که مخفیانه کار می‌کردی,،کاملاً بهت اعتماد کردم حتی موقعی که در تاریکی قدم برداشتی,،کاملاً بهت اعتماد کردم حتی موقعی که در تاریکی قدم برداشتی,حتی وقتی در سایه‌ها راه می‌رفتی,بهت اعتماد کردم، حتی وقتی که پنهان کاری میکردی,کاملا بهت اعتماد کردم،‏ حتی وقتی وارد سایه‌ها شدی.‏,من کاملا بهت اعتماد کردم حتی وقتی در سایه ها راه میرفتی,حتی وقتی که مخفی ‌کاری می‌کردی,حتی زمانی که مخفیانه کار می‌کردی,کاملا بهت اعتماد کردم،‏ حتی وقتی وارد سایه‌ها شدی.‏,همیشه بهت اعتماد کامل داشته‌ام. حتی وقتی کارهای مخفیانه می‌کردی.,حتی زمانی که مخفیانه کار می‌کردی
74:39,74:41,Now I'm asking you this one thing.,.الان یه چیز ازت می‏پرسم,,‫حالا ازت یه چیز میپرسم.,‫حالا ازت یه چیز میپرسم.,حالا فقط یه درخواست ازت دارم,.حالا ازت یه چیز میخوام,‫حالا ازت یک چیز می‌خوام.,حالا این یه چیز رو ازت می‌پرسم,حالا فقط یه سؤال ازت دارم,حالا فقط یه‌چیز ازت می‌خوام,حالا فقط یه‌چیز ازت می‌خوام,حالا این یه چیز رو ازت می‌پرسم,حالا فقط یه درخواست ازت دارم,حالا فقط یه سوال ازت دارم,حالا ازت این یک چیز رو میپرسم,حالا یه سوال ازت دارم,حالا فقط یه سؤال ازت دارم,حالا فقط یه سوال ازت دارم,ولی حالا می‌خوام این یک سؤالمو جواب بدی:,حالا فقط یه سؤال ازت دارم
74:44,74:45,If anything happens...,،اگه اتفاقی پیش اومد,,‫اگه  اتفاقی بیفته از پسرمون مراقبت میکنی؟,‫اگه  اتفاقی بیفته از پسرمون مراقبت میکنی؟,هر اتفاقی هم که افتاد از پسرمون محافظت میکنی؟,...هرچی بشه,‫اگه اتفاقی افتاد...,...اگه هر اتفاقی افتاد,...اگه اتفاقی بیفته,...اگه اتفاقی افتاد از پسرمون محافظت می‌کنی؟,...اگه اتفاقی افتاد از پسرمون محافظت می‌کنی؟,...اگه هر اتفاقی افتاد,هر اتفاقی هم که افتاد از پسرمون محافظت میکنی؟,اگه اتفاقی بیفته...‏,اگر اتفاقی بیفته‌، از پسرمون مراقبت میکنی؟,...اگه هر اتفاقی افتاد,...اگه اتفاقی بیفته,اگه اتفاقی بیفته...‏,اگر اتفاقی بیفته، از پسرمون محافظت می‌کنی؟,...اگه اتفاقی بیفته
74:47,74:48,will you protect our son?,از پسرمون محافظت می‏کنی؟,,‫اگه  اتفاقی بیفته از پسرمون مراقبت میکنی؟,‫اگه  اتفاقی بیفته از پسرمون مراقبت میکنی؟,هر اتفاقی هم که افتاد از پسرمون محافظت میکنی؟,از پسرمون حفاظت میکنی؟,‫مراقب پسرمون هستی؟,از پسرمون محافظت می‌کنی؟,از پسرمون محافظت می‌کنی؟,...اگه اتفاقی افتاد از پسرمون محافظت می‌کنی؟,...اگه اتفاقی افتاد از پسرمون محافظت می‌کنی؟,از پسرمون محافظت می‌کنی؟,هر اتفاقی هم که افتاد از پسرمون محافظت میکنی؟,از پسرمون محافظت می‌کنی؟,اگر اتفاقی بیفته‌، از پسرمون مراقبت میکنی؟,از پسرمون محافظت می‌کنی؟,از پسرمون محافظت می‌کنی؟,از پسرمون محافظت می‌کنی؟,اگر اتفاقی بیفته، از پسرمون محافظت می‌کنی؟,از پسرمون محافظت می‌کنی؟
74:50,74:52,With my life.,.با دل و جانم,,‫با همه وجودم.,‫با همه وجودم.,با جونم ازش محافظت میکنم,با زندگیم ازش مراقبت میکنم,‫با جونم.,،از مادرش نمی‌پرسم از بنی‌جزریت می‌پرسم,.حتی به قیمت جونم,روی حرفم با مادرش نیست، با بنی جزیره‌ام,با تمام توانم,با جونم,با جونم ازش محافظت میکنم,با تمام جونم.‏,با زندگیم,تا پای جونم,.حتی به قیمت جونم,از مادرش این سوال رو نپرسیدم،‏ از بنه جسیریت پرسیدم.‏,روی صحبتم با مادرش نیست، با بنه‌‎جسریتیه که جلوم ایستاده.,.حتی به قیمت جونم
74:52,74:54,I'm not asking his mother. I'm asking the Bene Gesserit.,".از مادرش نمی‏پرسم .دارم از ""بِنی جِزِریت"" می‏پرسم",,‫از مادرش اینو نمیخوام، ‫دارم از «بنی جزریت» میخوام,‫از مادرش اینو نمیخوام، ‫دارم از «بنی جزریت» میخوام,بعنوان مادرش ازت نپرسیدم بعنوان بنه‌‌جزریت ازت پرسیدم,این درخواستو از مادرش ندارم .از بنه جسرت دارم,‫من از مادرش نمی‌خوام. از بنی جزریت می‌خوام.,،از مادرش نمی‌پرسم از بنی‌جزریت می‌پرسم,،از مادرش نمی‌پرسم دارم از عضو بنی‌جزریت می‌پرسم,روی حرفم با مادرش نیست، با بنی جزیره‌ام,روی حرفم با مادرش نیست، با بنی جزیره‌ام,،از مادرش نمی‌پرسم از بنی‌جزریت می‌پرسم,بعنوان مادرش ازت نپرسیدم بعنوان بنه‌‌جزریت ازت پرسیدم,از مادرش این سوال رو نپرسیدم،‏ از بنه جسیریت پرسیدم.‏,من از مادرش نمیخوام  از بن جزیرت میخوام,،از مادرش نمی‌پرسم از بنی جزریت می‌پرسم,،از مادرش نمی‌پرسم دارم از عضو بنی‌جزریت می‌پرسم,از مادرش این سوال رو نپرسیدم،‏ از بنه جسیریت پرسیدم.‏,روی صحبتم با مادرش نیست، با بنه‌‎جسریتیه که جلوم ایستاده.,،از مادرش نمی‌پرسم دارم از عضو بنی‌جزریت می‌پرسم
74:59,75:00,Will you protect Paul?,از پائول محافظت می‏کنی؟,,‫از پل مراقبت میکنی؟,‫از پل مراقبت میکنی؟,از پاول حفاظت میکنی؟,از پاول محافظت می‌کنی؟,‫از پائول مراقبت می‌کنین؟,از پاول محافظت می‌کنی؟,از پل محافظت می‌کنی؟,از پاول محافظت می‌کنی؟,از پاول محافظت می‌کنی؟,از پاول محافظت می‌کنی؟,از پاول حفاظت میکنی؟,از پاول محافظت می‌کنی؟,از پال مراقبت میکنی؟,از پاول محافظت می‌کنی؟,از پل محافظت می‌کنی؟,از پاول محافظت می‌کنی؟,از پل محافظت می‌کنی؟,از پل محافظت می‌کنی؟
75:06,75:08,Why are you having these thoughts?,چرا این فکرها رو می‏کنی؟,,‫چرا همچین چیزی به فکرت رسیده؟,‫چرا همچین چیزی به فکرت رسیده؟,چرا همچین فکر هایی میکنی؟,چرا این فکرها به سرت زده؟,‫چرا این فکرها به سرت زده؟,چرا این افکار بهت دست میدن؟,چرا این فکرها به سرت زده؟,چرا این افکار ذهنت رو مشغول کرده؟,چرا این افکار ذهنت رو مشغول کرده؟,چرا این افکار بهت دست میدن؟,چرا همچین فکر هایی میکنی؟,چرا اینطور فکر می‌کنی؟,چرا این افکار رو داری؟,چرا به این چیزها فکر می‌کنی؟,چرا این فکرها به سرت زده؟,چرا اینطور فکر می‌کنی؟,این فکر و خیال‌ها از کجا اومده؟,چرا این فکرها به سرت زده؟
75:15,75:17,"Leto, this is not you.",.لِتو، حالتِ طبیعی نداری,,‫لتو، تو اینطوری نیستی.,‫لتو، تو اینطوری نیستی.,لیتو، این تو نیستی,لتو،این تو نیستی,‫لتو. این تو نیستی!,لتو، این تو نیستی,لیتو، تو که این‌طوری نبودی,لتو، تو حال خودت نیستی,لتو، تو حال خودت نیستی,لتو، این تو نیستی,لیتو، این تو نیستی,لیتو، تو خودت نیستی.‏,لتو این تو نیستی,لتو، اینا افکار خودت نیستن,لیتو، تو که این‌طوری نبودی,لیتو، تو خودت نیستی.‏,لیتو، این رفتار، رفتار تو نیست.,لیتو، تو که این‌طوری نبودی
75:23,75:24,I thought we'd have more time.,.فکر کردم زمان بیش‏تری داریم,,‫فکر میکردم که وقت بیشتری داریم.,‫فکر میکردم که وقت بیشتری داریم.,فکر میکردم وقت بیشتری داریم,.فکرمیکردم وقت بیشتری داشته باشیم,‫فکر می‌کردم وقت بیشتری داشته باشیم.,فکر می‌کردم وقت بیشتری خواهیم داشت,فکر می‌کردم وقت بیشتری داریم,فکر می‌کردم وقت بیشتری داشته باشیم,فکر می‌کردم وقت بیشتری داشته باشیم,فکر می‌کردم وقت بیشتری خواهیم داشت,فکر میکردم وقت بیشتری داریم,با خودم گفتم بیشتر از اینا وقت داریم.‏,فکر کردم وقت بیشتری داشته باشیم,فکر می‌کردم وقت بیشتری داریم,فکر می‌کردم وقت بیشتری داریم,با خودم گفتم بیشتر از اینا وقت داریم.‏,فکر می‌کردم فرصت بیشتری داشته باشیم.,فکر می‌کردم وقت بیشتری داریم
75:44,75:46,"Have a good night, Master Paul.",.شب خوشی داشته باشی، ارباب پائول,‫خدایا.,‫- شب‌خوش ارباب پل. ‫- شب بخیر دکتر یوئه.,‫- شب‌خوش ارباب پل. ‫- شب بخیر دکتر یوئه.,شب خوش، ارباب پاول - شب تو هم خوش، دکتر یوئه -,شب خوبی داشته باشی،ارباب پاول,‫شب خوش ارباب پائول.,شب خوبی داشته باشین، ارباب پاول,شب به‌خیر، جناب پل,شب بخیر، ارباب پاول - شب بخیر، دکتر یوئه -,شب بخیر، ارباب پاول - شب بخیر، دکتر یوئه -,شب خوبی داشته باشین، ارباب پاول,شب خوش، ارباب پاول - شب تو هم خوش، دکتر یوئه -,‏- شب خوبی داشته باشی، استاد پاول.‏ ‏- شب‌بخیر، دکتر یوئه.‏,شب خوبی داشته باشید ارباب پال -  شب بخیر دکتر یو -,شب بخیر، ارباب پاول,شب به‌خیر، جناب پل,‏- شب خوبی داشته باشی، استاد پاول.‏ ‏- شب‌بخیر، دکتر یوئه.‏,- شب خوش، ارباب پل. - شب بخیر، دکتر یوئی.,شب به‌خیر، جناب پل
