73:45,73:47,"Wait, wait, wait.",‫وایسا، وایسا، وایسا,‫تقصیر تو نیست.
73:47,73:50,You can't negotiate shit with that attitude.,‫با این طرز رفتارت ‫مذاکره‌ کردنت مفت نمی‌ارزه,‫آمین!
73:52,73:53,"I mean, Jesus.",‫یا خدا,‫بزنیم این عوضی رو بکشیم.
73:55,73:57,You're high on Oxyzofol.,‫با آکسی‌زوفول نشئه کردی,"‫ ""اونو بکش، اینو بکش. چرا همه رو نکشیم؟"""
73:58,73:59,Mickey?,‫میکی؟,‫اگه می‌خوای می‌تونی ‫همینجا بمونی و تلویزیون ببینی.
74:00,74:02,"Hey, what the...?",‫هی، داری...؟,‫صبر کن، صبر کن، صبر کن.
74:03,74:05,- He-He has your gun. - Gun?,‫- اسلحه‌ت رو برد ‫- اسلحه؟,‫تو با این وضعیت نمی‌تونی مذاکره کنی.
74:05,74:06,We have to stop him.,‫باید جلوش رو بگیریم,‫تو با این وضعیت نمی‌تونی مذاکره کنی.
74:06,74:09,What? Where's he going?,‫چی؟ کجا داره میره؟,‫یا خدا.
74:10,74:14,"Why? Why, why is Commander Marshall",‫چرا؟ چرا؟ چرا فرمانده مارشال,‫تو اکسیزوفول زدی.
74:14,74:17,"cutting into that big, beautiful, handsome rock?",‫داره اون سنگ گنده و خوشگل ‫و خوش‌قامت رو می‌بره؟,‫میکی؟
74:25,74:27,Ooh!,,‫چرا؟ چرا؟ چرا رئیس مارشال رو
74:27,74:29,Ooh.,,‫چرا؟ چرا؟ چرا رئیس مارشال رو
74:31,74:35,"Beautiful. It's sleek, hot, exquisite.",‫زیباست. براق، جذاب و باشکوهه,‫روی اون سنگ بزرگ ‫و خوشگل و خوش‌تیپ حکاکی کنیم؟
74:35,74:36,Exquisite.,‫باشکوهه,
74:36,74:38,This is where our names will be etched.,‫اسم‌هامون بر روی این حک میشه,
74:38,74:41,Mine and yours. And you!,‫اسم من و شما. و تو!,
74:41,74:45,And you! And you! And you!,‫و تو! و تو! و تو!,
74:46,74:49,"And you, my beautiful Ylfa.",‫و تو، ایلفای زیبای من,‫عالیه. شیک، جذاب، فوق‌العاده.
74:50,74:53,Almost every single one of you,‫تقریباً تک تک شماها,‫فوق‌العاده.
74:53,74:55,will be remembered throughout history,‫اسمتون در تاریخ,‫اسم من و شما. اسم تو!
74:55,75:00,as the proud founders of Niflheim's first generation.,‫به عنوان بنیان‌گذارهای سرافراز ‫اولین نسل نیفلهایم ثبت میشه,‫اسم تو! اسم تو! اسم تو!
75:00,75:02,Yes!,‫آره!,‫اسم تو! اسم تو! اسم تو!
75:03,75:07,Our cornerstone black diamond.,‫سنگ زیربنای ما الماس سیاهه,‫و اسم تو، ایوای خوشگلم.
75:07,75:09,"Beautiful, shimmering purity.",‫با خلوصی زیبا و درخشان,‫تاریخ اسم خیلی از شماها رو
75:09,75:13,"This rock will become the symbolic monument of Niflheim,",‫این سنگ تبدیل به ‫یادبود نمادین نیفلهایم میشه,‫به عنوان بنیانگذاران مفتخر ‫نسل اول سیاره نیفلهایم ثبت می‌کنه.
75:13,75:16,the one and only pure colony planet.,‫تنها سیاره‌ی مستعمره‌ی پاک عالم,‫به عنوان بنیانگذاران مفتخر ‫نسل اول سیاره نیفلهایم ثبت می‌کنه.
75:16,75:18,- The one and only... - One and only.,‫- تنها سیاره‌ی پاک... ‫- تنها سیاره‌ی پاک...,‫آره!
75:18,75:18,Niflheim!,‫نیفلهایم!,‫آره!
75:18,75:20,The one and only,‫تنها سیاره‌ی پاک,‫سنگ بنای ما الماس سیاهه.
75:20,75:21,Niflheim.,‫- نیفلهایم! ‫- تنها سیاره‌ی پاک!,‫سنگ بنای ما الماس سیاهه.
75:21,75:24,The one and only!,‫- نیفلهایم! ‫- تنها سیاره‌ی پاک!,‫سنگ بنای ما الماس سیاهه.
76:08,76:09,"No, don't touch it, sir.",‫نه، بهش دست نزنین قربان,
76:10,76:11,Maybe it's contagious.,‫ممکنه واگیردار باشه,
76:11,76:13,It's contagious!,‫واگیرداره!,
76:14,76:16,"You touch it, you die!",‫اگر لمسش کنین می‌میرین!,
76:18,76:19,- Mickey? - Everyone run!,‫- میکی؟ ‫- همه فرار کنین!,
76:19,76:21,- Stop! Stop! - Mickey!,‫- وایسین! وایسین! ‫- میکی!,
76:21,76:23,- Stop! Go back! - Mickey!,‫- وایسین! برگردین! ‫- میکی!,
76:23,76:26,Seal the exit! Isolate the chamber!,‫خروجی رو ببندین! ‫اتاق رو قرنطینه کنین!,‫نه، نه، قربان دست نزنید.
76:30,76:32,"Stay calm, God damn it.",‫خدا لعنتتون کنه، آروم باشین,‫اگه دست بزنید می‌میرید!
76:32,76:33,Sterilization.,‫پاکسازی رو شروع کنین,‫- میکی؟ ‫- همه فرار کنید!
76:37,76:40,Initiate stage one. Agents!,‫مرحله‌ی اول رو شروع کنین. مامورها!,‫- وایستید! برگردید! ‫- میکی!
76:40,76:42,Into your hazmat suit!,‫لباس‌های ایمنی‌تون رو بپوشین!,‫خروجی رو ببندید! اتاق رو قرنطینه کنید!
76:42,76:43,- Arkady. - Yes!,‫- آرکادی ‫- بله؟,
76:43,76:45,- Move your ass. - Okay!,‫- بجنب ببینم ‫- چشم!,‫آروم باشید.
76:50,76:51,Capture it!,‫بگیرینش!,
76:51,76:53,Capture it alive!,‫زنده بگیرینش!,‫شروع مرحله اول. مامورا!
76:56,76:59,It's here! It's here! That's it!,‫اینجاست! اینجاست! بگیرش!,‫- آرکادی. ‫- بله!
76:59,77:00,That's it.,‫آره بگیرش,‫- حرکت کن. ‫- باشه!
77:00,77:03,"Get it, get it, get it.",‫بگیرش، بگیرش، بگیرش,
77:03,77:05,Get... Get... God damn it!,‫بگیر... بگیر... خدا لعنتت کنه!,
77:06,77:10,"Hey, Expendable, you don't need a hazmat suit.",‫هی، فدایی ‫تو نیازی به لباس ایمنی نداری,‫زنده بگیریدش!
77:10,77:12,Catch the goddamn thing!,‫اون لعنتی رو بگیر!,‫اینجاست! اینجاست! آفرین!
77:27,77:29,"Catch that thing now, you idiot!",‫زود باش بگیرش احمق!,‫اون موجود لعنتی رو بگیر!
77:29,77:30,Grab it!,‫بگیرش!,
77:31,77:32,Mickey!,‫میکی!,
77:35,77:36,Where's the other Mickey?,‫اون یکی میکی کجاست؟,
77:37,77:39,I don't know!,‫نمی‌دونم!,
77:39,77:41,"Mickey, in here! In here. Come on!",‫ میکی، بندازش توی این! ‫بندازش توی این. بجنب!,
77:41,77:44,"Come on, we got it! We got it!",‫یالا، گرفتیمش! گرفتیمش!,‫اون موجود رو بگیر، احمق!
77:44,77:46,"No, no, no. Take the gun!",‫نه، نه، نه، اسلحه رو بردار!,‫بگیرش!
77:50,77:51,"Mickey, no!",‫میکی، نه!,‫میکیِ دیگه کجاست؟
77:56,77:58,Multiples.,‫اشخاص متعدد,‫گرفتیمش! گرفتیمش!
77:58,78:01,Don't shoot. I've got him under control.,‫شلیک نکنین. گرفتمش,‫گرفتیمش! گرفتیمش!
78:01,78:02,Don't shoot.,‫شلیک نکنین,‫- نه، نه، نه. ‫- اسلحه رو بردار!
78:03,78:06,Yes. Calm down. Calm down.,‫آره. آروم باشین. آروم باشین,‫نه میکی!
78:06,78:09,We have everything under control.,‫همه‌چی تحت کنترله,
78:09,78:11,"You rock, Marshall! Bravo!",‫حرف نداری، مارشال! احسنت!,‫چند نسخه‌ای.
78:12,78:19,Those lowlife Multiples have ruined our precious symbol of...,‫این متعددهای پست‌فطرت ‫نماد باارزش‌مون رو نابود...,‫شلیک نکنید، من کنترلش کردم.
78:25,78:26,Kill it!,‫بکشینش!,‫تو فوق‌العاده‌ای مارشال! آفرین!
78:26,78:28,"Get down, sir.",‫بخوابین، قربان!,‫تو فوق‌العاده‌ای مارشال! آفرین!
78:28,78:29,Open fire!,‫شلیک کنین!,‫چند نسخه‌ای نماد ارزشمند ما رو که...
78:37,78:39,Sterilize me!,‫منو پاکسازی کنین!,
78:55,78:58,Arrest him. Fucking Multiples.,‫دستگیرش کنین. متعددهای لعنتی,
79:18,79:19,Tell the Committee you were aiming at the creeper,‫به کمیته بگو ‫کریپر پشت مارشال رو هدف گرفته بودی,
79:19,79:20,behind Marshall.,‫به کمیته بگو ‫کریپر پشت مارشال رو هدف گرفته بودی,
79:21,79:23,"Otherwise, you could get permanently deleted.",‫وگرنه برای همیشه پاک میشی,
79:23,79:26,Fuck that shit.,‫صد سال سیاه,
79:27,79:30,You really think Captain Creampie's gonna let us live?,‫واقعاً فکر می‌کنی ‫کاپیتان پفیوز می‌ذاره زنده بمونیم؟,
79:33,79:34,He's probably gonna shoot us himself.,‫احتمالاً خودش بهمون شلیک می‌کنه,"‫به کمیته بگو که ""موجود ترسناک"" ‫پشت مارشال رو هدف گرفته بودی."
79:34,79:37,He's a nutjob.,‫روانیه,"‫به کمیته بگو که ""موجود ترسناک"" ‫پشت مارشال رو هدف گرفته بودی."
79:37,79:39,Doesn't listen to anybody.,‫به حرف هیچکس گوش نمیده,‫وگرنه، ممکنه برای همیشه حذف بشی.
79:40,79:43,"He's the biggest, dumbest nutjob out of all the Mickeys.",‫بین تمام میکی‌ها ‫ این از همه بدتر و روانی‌تره,‫گور باباش.
79:43,79:44,And that's saying something.,‫تازه بقیه‌شونم چندان تعریفی نداشتن,‫واقعا فکر می‌کنی ‫کاپیتان کریمبای می‌ذاره زنده بمونیم؟
79:45,79:48,He screwed my entire life up.,‫تمام زندگیم رو خراب کرد,‫واقعا فکر می‌کنی ‫کاپیتان کریمبای می‌ذاره زنده بمونیم؟
79:48,79:49,"Oh, really?",‫عه، واقعاً؟,‫شاید خودش بهمون شلیک کنه.
79:49,79:52,We all got fucked the minute you decided not to die,‫همون لحظه‌ای که تو تصمیم گرفتی نمیری,‫اون دیوونه‌س.
79:52,79:54,and came crawling home to mummy.,‫و بدو بدو اومدی خونه پیش مامانیت ‫همه‌مون به‌گا رفتیم,‫حرف هیچکس رو گوش نمیده.
79:54,79:57,That wasn't my fault. That was a creeper's fault.,‫اون تقصیر من نبود ‫تقصیر یه کریپر بود,‫اون احمق‌ترین و دیوونه‌ترین نسخه میکیه.
79:59,80:00,Creeper?,‫کریپر؟,‫و این خودش یه چیزی رو نشون میده.
80:00,80:03,"Well, if that creeper's eaten me like it was supposed to,",‫خب، اگر اون کریپر ‫همونطور که قرار بود منو می‌خورد,‫اون کل زندگی منو نابود کرد.
80:03,80:05,"then we wouldn't be in this situation,",‫الان توی این وضعیت نبودیم,‫واقعا؟
80:05,80:08,but they all kicked me out,‫ولی همه‌شون منو انداختن بیرون,‫همه‌مون از همون لحظه‌ای که تصمیم گرفتی ‫نمیری و برگردی اینجا، به گند کشیده شدیم.
80:09,80:10,and now I'm a goddamn Multiple.,‫و حالا یه متعدد کوفتیم,‫همه‌مون از همون لحظه‌ای که تصمیم گرفتی ‫نمیری و برگردی اینجا، به گند کشیده شدیم.
80:11,80:12,They kicked you out?,‫انداختنت بیرون؟,"‫تقصیر من نبود، تقصیر ""موجود ترسناک"" بود."
80:12,80:13,Yeah.,‫آره,"‫تقصیر من نبود، تقصیر ""موجود ترسناک"" بود."
80:14,80:17,"They were all pushing me and pulling me,",‫همه‌شون داشتن هلم می‌دادن و می‌کشیدن,"‫ ""موجود ترسناک""؟"
80:17,80:20,"and I mean, they all threw me back into the snow.",‫همه‌شون منو پرت کردن بیرون توی برف‌ها,‫اگه همونطور که قرار بود منو می‌خورد،
80:22,80:26,Maybe I don't look tasty enough or I smell off.,‫شاید بنظر خوشمزه نمیام یا بوی بدی میدم,‫ولی همه‌شون منو بیرون کردن
80:26,80:27,I don't know.,‫نمی‌دونم,‫- بیرونت کردن؟ ‫- آره.
80:28,80:30,Maybe if I was in some kind of sauce.,‫شاید اگر سسی چیزی روم بود می‌خوردنم,‫همه‌شون منو هل می‌دادن و می‌کشیدن،
80:31,80:32,Hold on.,‫وایسا ببینم,‫همه‌شون منو هل می‌دادن و می‌کشیدن،
80:34,80:36,You're telling me they saved you?,‫یعنی میگی نجاتت دادن؟,‫همه‌شون منو برگردوندن تو برف.
80:37,80:38,Think about it.,‫بهش فکر کن,‫شاید به اندازه کافی ‫خوشمزه نبودم یا بوی بدی می‌دادم.
80:39,80:41,You should have died in that crevasse.,‫باید توی اون شکاف می‌مردی,‫شاید به اندازه کافی ‫خوشمزه نبودم یا بوی بدی می‌دادم.
80:41,80:43,The creepers saved you.,‫کریپرها نجاتت دادن,‫نمی‌دونم.
80:44,80:46,"Uh, yeah, I guess if you put it like that...",‫آره، گمونم اگر اینطوری بیانش کنی...,‫شاید اگه سس روم بود.
80:49,80:51,<i>they were sorta seeing me off.</i>,‫میشه گفت داشتن بدرقه‌م می‌کردن,‫می‌خوای بگی نجاتت دادن؟
80:52,80:54,Maybe I should have said thank you.,‫شاید بهتر بود تشکر می‌کردم,‫بهش فکر کن.
80:54,80:56,Yeah.,‫آره,‫تو باید تو اون گودال یخی می‌مردی.
80:56,80:59,I don't think they were gonna eat you.,‫فکر نکنم می‌خواستن بخورنت,"‫اونا به عنوان موجودات ""ترسناک"" نجاتت دادن."
80:59,81:01,Right?,‫درسته؟,‫آره، فکر کنم اگه ‫از این زاویه بهش نگاه کنی...
81:01,81:03,"Oh, my God.",‫وای خدا,‫آره، فکر کنم اگه ‫از این زاویه بهش نگاه کنی...
81:03,81:06,We have to report this to Science. They save humans.,‫باید اینو به بخش علوم گزارش بدیم ‫اونا انسان‌ها رو نجات میدن,‫انگار داشتن باهام خداحافظی می‌کردن.
81:06,81:09,Yeah. People need to know this.,‫آره. مردم باید اینو بدونن,‫شاید باید ازشون تشکر می‌کردم.
81:10,81:11,They saved me.,‫اونا نجاتم دادن,‫آره.
81:22,81:24,Hey. Where's the fucking ladder?,‫هی. نردبون کوفتی کجاست؟,‫آره، مردم باید اینو بدونن.
81:24,81:26,You were supposed to bring a fucking ladder.,‫قرار بود یه نردبون کوفتی بیاری,‫اونا منو نجات دادن.
81:26,81:28,I don't know...,‫نمی‌دونم...,‫اونا منو نجات دادن.
81:29,81:31,"Look, here. Let me help.",‫بیا. بذار کمکت کنم,
81:32,81:34,"Stop. Stop, stop, stop. Stop. I'll do it myself.",‫بس کن. نمی‌خواد، نمی‌خواد، نمی‌خواد ‫خودم می‌تونم,
81:34,81:37,I'm coming down myself. Get the fuck off.,‫خودم میام پایین. گم‌شو کنار,
81:41,81:42,Come on.,‫- یالا دیگه ‫- سلام تیمو,‫قرار بود نردبون بیاری.
81:42,81:43,"Hey, Timo.",‫- یالا دیگه ‫- سلام تیمو,‫...نمی‌دونم.
81:43,81:44,What are you doing here?,‫تو اینجا چیکار می‌کنی؟,‫بذار کمکت کنم.
81:45,81:46,"Oh, wow.",‫عه، عجب,‫بذار کمکت کنم.
81:47,81:49,"You two really are Multiples, huh?",‫واقعاً متعدد هستین، ها؟,‫وایستا، وایستا. خودم میرم پایین.
81:49,81:53,"But it's you. Yeah, I see it in that schmuck face of yours.",‫ولی تویی. آره ‫از قیافه‌ی رذلت معلومه,‫خودم میرم پایین. برو اونور.
81:53,81:55,You're the one who gave me this. Right?,‫تو این بلا رو سرم آوردی، مگه نه؟,
81:55,81:58,Oopsie.,‫آخ آخ,‫- بیا. ‫- سلام تیمو.
81:59,82:01,"Here you go, guys. You guys must be starving.",‫بیاین بچه‌ها ‫حتماً خیلی گرسنه‌این,‫اینجا چیکار می‌کنی؟
82:02,82:04,"Thanks, man. I knew you'd be coming for us.",‫ممنون پسر ‫می‌دونستم میای نجاتمون بدی,‫شماها چند نسخه‌ای هستین.
82:06,82:08,What are you up to?,‫نقشه‌ت چیه؟,‫ولی تو خودتی. آره، ‫تو اون صورت احمقت می‌بینم.
82:09,82:10,What's all that?,‫اینا چیه؟,‫تو همونی هستی که این سوختگی رو ‫برام درست کردی، درسته؟
82:10,82:13,"So, um,",‫خب...,
82:13,82:15,here's the thing.,‫قضیه اینه,‫بگیرید رفقا، حتما گرسنه‌اید.
82:16,82:20,"I need to shoot a video and send it to Earth, ASAP.",‫باید فوراً یه فیلم بگیرم و بفرستم زمین,‫ممنون مرد. می‌دونستم میای سراغمون.
82:20,82:22,Video? To Earth?,‫فیلم بگیری؟ بفرستی زمین؟,‫می‌خوای چیکار کنی؟
82:22,82:24,Yeah. Um...,‫آره...,‫اینا چیه؟
82:24,82:26,It's for...,‫برای...,‫خب...
82:27,82:28,Darius Blank.,‫داریوس بلنکه,‫خب...
82:29,82:31,Darius Blank. Who's that?,‫داریوس بلنک. کیه؟,‫این از این.
82:34,82:37,Found this at my door today.,‫امروز اینو دم درم پیدا کردم,‫ویدیو؟ به زمین؟
82:38,82:40,It's written by hand.,‫دستی نوشته شده,‫ویدیو برای...
82:40,82:42,It's beautiful handwriting.,‫دست‌خط قشنگی داره,‫داریوس بلانک.
82:45,82:47,This is from Darius Blank's associate?,‫از طرف زیردست داریوس بلنکه؟,‫داریوس بلانک. کی هست؟
82:47,82:50,Yeah. His associate.,‫آره. زیردستش,‫امروز اینو دم درم پیدا کردم.
82:50,82:53,"Fucking, his associate.",‫زیردست کوفتیش,‫امروز اینو دم درم پیدا کردم.
82:54,82:56,"You know what I mean? Like, of course.",‫می‌گیری چی میگم؟ بایدم اینطور بشه,‫دست‌نویسه.
82:56,82:59,"Of course, the loan shark of all fucking loan sharks",‫بایدم نزول‌خورترین نزول‌خور عالم,‫با خط قشنگی نوشته شده.
82:59,83:01,would figure out a way to send one of his guys,‫یه راه پیدا کرده باشه ‫که یکی از افرادش رو,‫این نامه از طرف شریک داریوس بلانکه؟
83:01,83:03,"to follow us all the way here,",‫تا اینجا فرستاده باشه,‫آره. شریکش.
83:03,83:05,"to Niflheim, to where we are, right now!",‫تا نیفلهایم ‫جایی که الان ما هستیم!,‫آره. شریکش.
83:05,83:08,That's like a million fucking miles from Ulaanbaatar.,‫این خراب‌شده میلیون‌ها کیلومتر ‫تا اولان‌باتور فاصله داره!,‫شریک لعنتیش.
83:08,83:10,You know what I'm talking about? Do you know how far that is?,‫می‌گیری چی میگم؟ ‫می‌فهمی چقدر فاصله‌ست؟,‫منظورم رو می‌فهمی؟ معلومه.
83:10,83:14,"""No matter what pittance you managed to scrape together, we found","‫""هر چندرغازی هم تونستین جمع کنین""",‫طبیعیه که خطرناک‌ترین رباخوار بتونه ‫یه راهی پیدا کنه که یکی از آدماش رو بفرسته
83:14,83:18,that sending it to Earth will cost you an intergalactic transfer fee.,"‫""بر اساس حساب ما، کارمزد انتقال بین‌کهکشانی""",‫که همه‌جا دنبالمون بیاد، تا اینجا،
83:18,83:22,"More than... half the total sum.""","‫""بیش از... نصف بدهی شماست""",‫فاصله‌اش یه میلیون مایل از اولان باتوره!
83:22,83:26,The fucking associate! I have no idea who that is!,‫زیردست لعنتیش! ‫نمی‌دونم طرف کیه!,‫می‌فهمی چی می‌گم؟ می‌فهمی چقدر دوره؟
83:26,83:29,I don't know who that is. Isn't that fucking crazy?,‫نمی‌دونم طرف کیه ‫باورنکردنی نیست؟,"‫ ""مهم نیست چقدر پول جمع کردی"""
83:29,83:32,"""Send a visual work of art.","‫""یک اثر هنری تصویری بفرست""","‫ ""فرستادنش به زمین ‫هزینه‌های انتقال بین کهکشانی داره"""
83:32,83:36,"A video file that captures the details of death.""","‫""یک فایل تصویری که ‫جزئیات مرگ رو به تصویر بکشه""","‫ ""و هزینه‌ها بیشتر از نصف کل پوله"""
83:36,83:38,Read the back.,‫پشتش رو بخون,‫عجب شریکی! نمی‌دونم کیه!
83:38,83:41,It says chop up into a minimum of 13 pieces.,‫نوشته حداقل به 13 تکه تقسیم کن,‫عجب شریکی! نمی‌دونم کیه!
83:41,83:44,Chop up? What the fuck is this?,‫تقسیم کن؟ این چه کوفتیه؟,‫نمی‌دونم کیه. این دیوونه‌بازی نیست؟
83:44,83:47,Hey! What did I say about the close-up?,‫هی! در مورد نمای نزدیک ‫چی بهت گفتم؟,"‫ ""یه اثر هنری بصری بفرست"""
83:47,83:48,"Close-up is more important, okay?",‫نمای نزدیک مهم‌تره، خب؟,"‫ ""یه ویدیو که جزئیات مرگ رو ثبت کنه"""
83:48,83:50,"So, take the 32K camera,",‫پس دوربین 32 هزار رو بردار,"‫ ""یه ویدیو که جزئیات مرگ رو ثبت کنه"""
83:50,83:52,and put it over here for Mr. Darius Blank.,‫و بذارش اینجا ‫تا آقای داریوس بلنک بهتر ببینه,‫پشتش رو بخون.
83:52,83:54,You understand?,‫فهمیدی؟,‫می‌گه باید حداقل به 13 تیکه تقسیم بشه.
83:58,84:00,"I'm sorry, Mickey.",‫شرمنده میکی,‫راجع به فیلمبرداری از نزدیک چی گفتی؟
84:01,84:04,"Now, you see, it's all there. Right? In the letter.",‫خودت می‌بینی، همه‌ش توش نوشته ‫مگه نه؟ توی نامه,‫فیلمبرداری از نزدیک مهم‌تره، باشه؟
84:05,84:06,"If I shoot this video, and I send it to him,",‫اگر این ویدئو رو بگیرم و براش بفرستم,‫و برای آقای داریوس بلانک بذارش اینجا.
84:06,84:08,he'll let me live.,‫می‌ذاره زنده بمونم,‫فهمیدی؟
84:10,84:13,"If I don't, they're gonna send their guy,",‫اگر این‌کارو نکنم، آدمشون رو می‌فرستن,‫متاسفم میکی.
84:13,84:15,and he's gonna kill me first.,‫و اول منو می‌کشه,‫متاسفم میکی.
84:17,84:19,What am I supposed to do?,‫باید چیکار کنم؟,‫همونطور که می‌بینی، ‫همه چی اینجا هست. درسته؟ تو نامه.
84:19,84:22,"Come on, dude. If I die, that's it for me.",‫بیخیال پسر، اگر من بمیرم ‫دیگه کارم تمومه,‫اگه این ویدیو رو بگیرم و براش بفرستم،
84:23,84:24,But you're an Expendable.,‫ولی تو فدایی هستی,
84:24,84:26,They'll just print you right back out.,‫بعدش سریع چاپت می‌کنن,‫اگه این کار رو نکنم، آدمشون رو می‌فرستن،
84:27,84:32,"Please, Mickey, I'm your friend.",‫تو رو خدا، میکی، من دوستتم,‫و اول منو می‌کشه.
84:32,84:34,"Okay, please, do this for your friend. One time.",‫تو رو خدا این‌کارو برای دوستت بکن ‫همین یه بار,‫باید چیکار کنم؟
84:34,84:37,"You gotta do this for me, man, I'm your brother.",‫باید این‌کارو برام بکنی، پسر ‫من داداشتم,‫بیا رفیق، اگه من بمیرم، کارم تمومه.
84:40,84:44,I'm sorry.,‫شرمنده,‫خواهش می‌کنم میکی، من دوستتم.
84:44,84:45,I'm sorry.,‫شرمنده,‫خواهش می‌کنم میکی، من دوستتم.
84:45,84:48,I'm so sorry.,‫واقعاً شرمنده‌م,‫خواهش می‌کنم، این کار رو ‫برای دوستت انجام بده. فقط این یه بار.
84:50,84:51,I'm so sorry.,‫واقعاً شرمنده‌م,‫باید این کار رو برای من بکنی مرد، ‫من برادرتم.
84:51,84:53,"Oh, shit.",‫گندش بزنن,‫باید این کار رو برای من بکنی مرد، ‫من برادرتم.
84:53,84:55,Should have killed this guy when we had the chance.,‫باید وقتی فرصتشو داشتیم می‌کشتیمش,‫متاسفم.
84:55,84:58,You gotta just do this for me this one time.,‫همین یه بار این‌کارو برام بکن,‫متاسفم.
84:58,85:00,That's all I'm asking. I'm so sorry.,‫فقط همینو ازت می‌خوام. واقعاً شرمنده‌م,‫متاسفم.
85:00,85:04,"Stop crying, you prick! Getting on my fucking nerves!",‫اینقدر گریه نکن، عوضی! ‫داری میری روی اعصابم!,‫خیلی متاسفم.
85:06,85:08,"Why don't you guys do Rock, Paper, Scissors, okay?",‫با همدیگه سنگ کاغذ قیچی کنین، باشه؟,‫باید همون موقع که فرصت داشتیم ‫این مرد رو می‌کشتیم.
85:08,85:11,"And then we'll just shoot the loser, yeah?",‫و بعدش به بازنده شلیک می‌کنیم، خب؟,‫باید همون موقع که فرصت داشتیم ‫این مرد رو می‌کشتیم.
85:11,85:14,No? All right. Shoot him.,‫نه؟ باشه. به اون شلیک کن,‫باید این کار رو فقط ‫همین یه بار برای من انجام بدی.
85:15,85:16,Him?,‫اون؟,‫فقط همین رو می‌خوام. خیلی متاسفم.
85:16,85:17,"Yeah, him.",‫آره، اون,‫خفه شو دیگه عوضی! خیلی رو مخمی!
85:17,85:19,I wasn't expecting that. Thought you'd choose him.,‫انتظارشو نداشتم ‫فکر می‌کردم اونو انتخاب کنی,‫خفه شو دیگه عوضی! خیلی رو مخمی!
85:19,85:22,"Yeah, you'd think so, but the soft one is easier. Come on.",‫آره، بایدم اینطور فکر کنی ‫ ولی نرم‌تره راحت‌تره، بجنب,‫چرا سنگ کاغذ قیچی بازی نمی‌کنیم؟
85:22,85:22,Okay.,‫آره، بایدم اینطور فکر کنی ‫ ولی نرم‌تره راحت‌تره، بجنب,‫چرا سنگ کاغذ قیچی بازی نمی‌کنیم؟
85:36,85:38,"You're a dumb fucking bitch, Timo.",‫عجب احمق پفیوزی هستی، تیمو,‫- آره ولی اون لاغر مردنی راحت‌تره. بزن بریم. ‫- باشه.
85:41,85:43,"If you do this, and what's-his-face lets you live,",‫اگر این‌کارو بکنی ‫و اون مرتیکه بذاره زنده بمونی,
85:43,85:45,you think that'll be the end of it?,‫فکر کردی تموم میشه میره؟,
85:45,85:48,You don't think I'll tear you to fucking pieces myself?,‫فکر نمی‌کنی بعدش خودم تکه‌پاره‌ت می‌کنم؟,
85:48,85:51,"Oh, my God. What is the big deal?",‫ای خدا. چرا اینقدر گنده‌ش می‌کنین؟,‫خیلی پستی تیمو.
85:51,85:53,"Aw, just take me instead.",‫به‌جاش منو ببر,‫خیلی پستی تیمو.
85:53,85:54,Tie him up.,‫دست و پاشو ببند,‫خیلی پستی تیمو.
85:55,85:57,What?,‫چی؟,‫اگه این کارو بکنی، ‫و اون یارو بذاره زنده بمونی،
85:57,85:59,"Just chop me up, not him.",‫منو تکه‌پاره کن، نه اون,‫فکر می‌کنی دیگه تمومه؟
86:00,86:01,Look at him.,‫آخه نگاش کن,‫فکر می‌کنی خودم تیکه تیکه‌ات نمی‌کنم؟
86:01,86:04,"Shot him one time with the Taser, it's like he just",‫یه بار با شوکر بهش شلیک کردی و جوری شده,‫فکر می‌کنی خودم تیکه تیکه‌ات نمی‌کنم؟
86:04,86:07,"boofed a fucking electric eel, man.",‫که انگار مارماهی برقی شیاف کرده، پسر,‫منو به جاش بگیرید.
86:07,86:11,"But you can chop my whole body up into ten Mickey chunks,",‫ولی حتی اگر تمام بدنم رو ‫به ده تکه‌ تقسیم کنی,‫ببندیدش.
86:11,86:14,and I'll still be fresh as the freshest sashimi.,‫هنوزم عین تازه‌ترین ساشی‌می دنیا ‫تر و تازه می‌مونم,‫منو تیکه تیکه کنید و اون رو ول کنید.
86:15,86:17,Head held high.,‫جیکمم در نمیاد,‫یه شوک الکتریکی بهش بزنید، ‫انگار یه منبع برق رو قورت داده.
86:17,86:19,Darius will love that.,‫داریوس از دیدنش خوشحال میشه,‫یه شوک الکتریکی بهش بزنید، ‫انگار یه منبع برق رو قورت داده.
86:20,86:22,I just need a little of your help.,‫فقط یه کوچولو ازت کمک می‌خوام,‫یه شوک الکتریکی بهش بزنید، ‫انگار یه منبع برق رو قورت داده.
86:22,86:23,My help?,‫کمک من؟,‫ولی می‌تونید کل بدنم رو ‫به ده تیکه تقسیم کنید،
86:24,86:25,Um...,‫خب...,‫ولی می‌تونید کل بدنم رو ‫به ده تیکه تقسیم کنید،
86:26,86:30,I kinda need more of that... Oxyzofol.,‫یه‌خرده از اون... آکسی‌زوفول بهم بده,‫و من هنوز مثل ماهی سالمون تازه می‌مونم.
86:32,86:34,"Yeah, I got some Oxy.",‫باشه، آکسی دارم,‫داریوس خوشش میاد.
86:34,86:35,But undiluted.,‫ولی خالص باشه,‫به کمکت نیاز دارم.
86:37,86:38,You want...,‫الان...,‫کمک من؟
