Start Time,End Time,English,Venom.The.Last.Dance.2024.BluRay.Film2Media.srt,Venom_The_Last_Dance_open subtitle.srt
31:44,31:45,<i>Nice horsey.</i>,<i>چه اسب اسبی قشنگی</i>,با من صادق باش رفیق
31:47,31:48,"<i>Surprise, horsey!</i>",<i>غافلگیری، اسب اسبی</i>,فکر می‌کنی چقدر می‌تونی این وسیله رو بدون کشتنش سریع کنی؟
31:50,31:51,<i>I love horsey!</i>,<i>من عاشقِ اسب اسبی‌ام</i>,فکر می‌کنی چقدر می‌تونی این وسیله رو بدون کشتنش سریع کنی؟
31:59,32:01,Let's go.,بزن بریم,اسب خوشگله. هی
32:03,32:05,<i>Yeehaw!</i>,<i>پیتیکو</i>,اسب خوشگله هی
32:10,32:12,"<i>Ride me, cowboy!</i>",<i>سواری روم کن، گاوچرون</i>,
32:12,32:14,You are an asshole!,تو یه عوضی‌صفتی,
32:14,32:16,"I swear to God, when I get off this horse,",،به خدا قسم از این اسب که پیاده شم,
32:16,32:18,"I'm gonna kick your ass, you mother...",،یه سرویس‌کاری می‌کنمت ...ای مادر,
32:26,32:28,<i>Now that's horsepower!</i>,<i>الان اسب بخار که میگن اینه‌ها</i>,
32:43,32:44,<i>Safe haven?</i>,<i>پناهگاه امن؟</i>,
32:45,32:47,No. They're not here for a safe haven.,نه. اونا واسه یه پناهگاه امن اینجا نیستن,حالا این دیگه قدرت واقعیه
32:48,32:51,How about a new home? Evict the current tenants.,یه خونه جدید و بیرون انداختن مستاجرای فعلی چطور؟,
32:51,32:54,"I think you've watched too many alien invasion movies, Rex.",به نظرم تو دیگه زیادی فیلمای تهاجم فضایی‌ها رو تماشا کردی، رِکس,
32:57,32:58,Have I?,واقعا؟,
33:05,33:07,They were running. That's what he said.,اونا در حال فرار بودن این حرفیه که اون گفت,نه. برای پناهگاه امن اونا اینجا نیستن
33:07,33:09,Don't kid yourself.,بچه نباش,درباره‌ی یه خونه‌ی جدید برای مستأجرای فعلی  چی می‌گی ؟
33:09,33:10,They were always migrating.,اونا به دلخواه در حال مهاجرت بودن,درباره‌ی یه خونه‌ی جدید برای مستأجرای فعلی  چی می‌گی ؟
33:10,33:13,<i>A meteor carrying symbiote life</i>,<i>شهاب سنگی حامل حیات سیمبیوت</i>,فکر کنم خیلی فیلم‌های حمله بیگانه دیدی رکس
33:13,33:16,"<i>crashes on Earth, and they all survive.</i>",<i>،به زمین می‌خوره و همشون هم زنده می‌مونن</i>,مگه نه؟
33:16,33:17,<i>Coincidence?</i>,<i>اتفاقیه؟ ولم کن بابا</i>,مگه نه؟
33:17,33:18,<i>Give me a break.</i>,<i>اتفاقیه؟ ولم کن بابا</i>,
33:20,33:21,All right.,خیلی‌خب,
33:23,33:24,Let's go get 'em.,بریم بگیریمشون,اونا در حال فرار بودن .اینو گفت
33:25,33:27,You're so desperate to believe,تو در به در دنبال این باوری که,اونا همیشه در حال مهاجرت بودن
33:27,33:29,that they're here for altruistic reasons.,اونا برای دلایل خیرخواهانه اینجان,اونا همیشه در حال مهاجرت بودن
33:30,33:32,Makes you dangerous.,همینم خطرناکت میکنه,یه شهاب‌سنگ با زندگی سمبیوتی به زمین می‌خوره و همه‌شون زنده می‌مونن
33:42,33:44,We just intercepted an emergency call,همین الان تماس اضطراری‌ـه,بریم سراغشون
33:44,33:45,from an Airbus out of Mexico,یه هواپیمای اِیرباسِ بلند شده از مکزیک که میگه,تو خیلی ناامیدی که باور کنی اونا اینجا برای نیت‌های بشردوستانه‌ان
33:45,33:48,saying a man jumped off the plane over Sequoia.,مردی از هواپیما روی پارک ملی سِکویا پریده رو، شنود کردیم,تو خیلی ناامیدی که باور کنی اونا اینجا برای نیت‌های بشردوستانه‌ان
33:49,33:50,We'll take the Osprey.,"هواگرد ""عقاب ماهی‌گیر"" رو می‌بریم",این باعث میشه خطرناک بشی
33:50,33:52,"Eyes wide, Paine.",چهارچشمی حواست باشه، پِین,
34:02,34:03,I can't feel my balls.,تخمامو حس نمی‌کنم,ما یه تماس اضطراری از یه ایرباس توی مکزیک گرفتیم
34:07,34:08,That was horrible.,وحـ... وحشتناک بود,با اوسمور ما می‌ریم
34:24,34:26,<i>Visual on suspect.</i>,مظنون در دیده,
34:29,34:30,Take him out.,از پا درش‌بیارین,
34:30,34:34,- Collect the symbiote. <i>- Team Six engaged.</i>,و سیمبیوت رو بگیرین,
34:43,34:46,<i>Disengage harness. Let's go.</i>,<i>کمربند رو باز کنید. بریم</i>,
36:22,36:23,<i>No! The codex!</i>,نه! کدکس - نمی‌تونم بذارم بمیری -,
36:23,36:24,Can't let you die.,نه! کدکس - نمی‌تونم بذارم بمیری -,
36:44,36:46,Where did that come from?,این دیگه از کجا سبز شد؟,
36:59,37:00,<i>- Morph!</i> - Copy.,قالب عوض کن - تفهیم شد -,
37:09,37:10,<i>- Time to go!</i> - Hell yeah!,<i>وقت رفتنه -</i> آره قربونش -,
37:48,37:50,What happened?,چی شد؟,
37:50,37:51,<i>There's something else out here.</i>,<i>یه چیز دیگه‌ای هم اینجاست</i>,
37:51,37:53,- Something else? <i>- He said this would happen.</i>,یه چیز دیگه؟,
37:53,37:55,I just lost three people.,من همین الان سه نفرو از دست دادم,
37:55,37:57,Can you collect any samples?,می‌تونی هیچ نمونه‌ای جمع کنی؟,
37:58,38:00,Samples?,نمونه دیگه؟,
38:21,38:22,Those were not feds.,اونا فدرالی نبودن,
38:22,38:25,Those were some special forces shit.,اونا یه چندتایی نیروهای ویژه ریدمال بودن,
38:25,38:27,<i>- They were trying to kill us.</i> - Yeah.,قصد جونمون رو داشتن,
38:27,38:31,"Yeah, great. Great. So now we have the cops,",،پس الان پلیسا، ارتش ایالات متحده,
38:31,38:32,the United States Army,،پس الان پلیسا، ارتش ایالات متحده,
38:32,38:36,and some creature from hell hunting us.,و یه فلان موجودی از جهنم رو داریم... که دنبالمونن,
38:37,38:40,"Oh, God, I just saw blood mist spray",وای خدا، همین الان دیدم که افشانه خون,اونا فدرالی ها نبودن اونا نیروی ویژه بودن
38:40,38:42,out of the back of an alien's face.,از پشتِ سر و صورت یه فضایی می‌پاشید,اونا فدرالی ها نبودن اونا نیروی ویژه بودن
38:52,38:53,I killed someone.,من یکی رو کشتم,ارتش ایالات متحده و یه موجود از جهنم دنبالمونه
38:53,38:56,<i>They didn't give you a choice.</i>,<i>اونا برات حق انتخابی نذاشتن</i>,ارتش ایالات متحده و یه موجود از جهنم دنبالمونه
38:57,38:58,<i>You</i> didn't give me a choice.,تو برام حق انتخابی نذاشتی,آه خدایا تازه خون رو دیدم که از پشت صورت یه بیگانه می‌پاشه
38:59,39:00,<i>I couldn't get to you.</i>,<i>نتونستم بهت برسم -</i> تو اون تندآب رو نمیگم -,آه خدایا تازه خون رو دیدم که از پشت صورت یه بیگانه می‌پاشه
39:00,39:03,Not in the rapids. A year ago when you stole my life.,یه سال پیش، وقتی که زندگیمو دزدیدی رو میگم,آه خدایا تازه خون رو دیدم که از پشت صورت یه بیگانه می‌پاشه
39:03,39:05,<i>We've been together for a whole year?</i>,<i>ما شیرین یه ساله با همیم؟</i>,
39:05,39:07,A year too long. Just stay hidden,یه سالِ زیادی آزگار,
39:07,39:09,while we get to New York without getting killed.,برسیم به نیویورک,
39:20,39:22,We need you to come out.,می‌خوایم بیرون بیای,یک سال پیش زندگی منو دزدی
39:26,39:29,"The thing you talked about, the creature...",،اون چیزی که ازش حرف میزدی ...اون موجود,یک سال خیلی طولانی بود. فقط پنهان بمون تا ما بدون اینکه کشته بشیم به نیویورک برسیم
39:29,39:30,It's here.,اینجاست,
39:34,39:35,It killed some people.,چند نفری رو کشته,
39:59,40:00,Wow.,,
40:02,40:04,He's so beautiful.,چقدر زیبائه,
40:25,40:26,<i>I sense...</i>,<i>...نوع خودم</i>,
40:28,40:31,<i>I sense my own.</i>,<i>نوع خودم رو حس می‌کنم</i>,
40:37,40:39,"<i>And yet,</i>",<i>،با این وجود، اونی که نال در پِی‌ـش هست</i>,...من حس می‌کنم
40:39,40:44,<i>the one Knull seeks is not here.</i>,<i>،با این وجود، اونی که نال در پِی‌ـش هست</i>,
40:48,40:49,<i>What does he seek?</i>,اون در پِی چیه؟,انگار یه حس قدیمی داره بهم دست می‌ده
40:53,40:55,<i>The black one.</i>,<i>اون سیاه</i>,
40:55,40:56,<i>Brock's symbiote?</i>,سیمبیوتِ براک؟,و هنوز اون که نولسیک‌هاست اینجا نیست
40:57,41:00,He's the only one who carries a codex.,<i>اون یگانه کسی‌ـه که حامل کدکسه</i>,و هنوز اون که نولسیک‌هاست اینجا نیست
41:02,41:06,<i>The end is Knull.</i>,<i>آخر کار رو... نال رقم میزنه</i>,چی دنبالش هست؟
41:13,41:15,You need your suit.,لباست رو تنت لازم داری,ووکسیبیا؟
41:16,41:18,Still worried about giving this thing a cold?,هنوز دلهره داری که به این چیز سرماخوردگی بدم؟,اون تنها کسیه که کدکس رو داره
41:19,41:22,<i>Venom carries the key to Knull's freedom.</i>,<i>ونوم، کلید رهایی نال رو همراه داره</i>,...پایان
41:22,41:25,He must never obtain it.,<i>نال هرگز نباید حاصلش کنه</i>,حالا شروع میشه
41:25,41:26,<i>Or your race will be killed.</i>,وگرنه نسلتون کشته میشه,
41:28,41:29,<i>You.</i>,<i>.تو هم</i>,
41:30,41:32,And you.,<i>و تو</i>,
41:32,41:34,<i>And...</i>,<i>...و</i>,به لباس‌ت نیاز داری
41:34,41:36,you.,<i>تو</i>,هنوز نگران اینی که به این چیز سرما بزنیم؟
41:38,41:41,"<i>Everyone, everything.</i>",<i>هر کسی، هر چیزی</i>,ونوم کلید آزادی نولسه
41:41,41:44,<i>How do we stop whatever's up there from coming down here?</i>,چجوری جلوی هر فلان چی‌ای که اون بالاست رو از پایین اومدن به اینجا بگیریم؟,هرگز بهش نمی‌رسه
41:44,41:45,<i>You can't.</i>,<i>نمی‌تونین</i>,یا نژادت کشته میشه
41:46,41:49,<i>He's older than the universe.</i>,<i>اون از هستی قدیمی‌تره</i>,...و تو
41:49,41:52,He needs the key.,<i>اون، کلید رو احتیاج داره</i>,...و
41:52,41:57,<i>Then everything will end.</i>,<i>سپس همه‌چیز به آخر میرسه</i>,همه همه چیز
42:00,42:02,<i>How do we stop him from getting it?</i>,چجوری جلوشو بگیریم دستش بهش نرسه؟,چطور می‌تونیم از اومدن هرچی اونجا هست به اینجا جلوگیری کنیم؟
42:02,42:07,"<i>If the symbiote and the host are alive,</i>",<i>،اگه سیمبیوت و میزبان زنده باشن</i>,اون از کل عالم قدیمی‌تره
42:08,42:11,<i>then the codex is alive.</i>,<i>پس کدکس هم زنده‌ست</i>,منظورش کلیده
42:13,42:14,And if one of them dies?,و اگه یکی‌شون بمیره؟,اون وقت همه چیز تموم میشه
42:14,42:16,The codex dies.,<i>کدکس هم می‌میره</i>,اون وقت همه چیز تموم میشه
42:16,42:19,<i>The codex dies.</i>,<i>کدکس هم می‌میره</i>,چطور می‌تونیم از رسیدن اون بهش جلوگیری کنیم؟
42:20,42:23,"- Rex, you can't be serious. - Oh, I'm game.",رکس، جدی که نیستی تو - من که اومدم تو بازی -,اگه سمبیوت و میزبان زنده باشن
42:23,42:25,Destroying the codex is the only way,نابود کردن کدکس، تنها راهیه که,اگه سمبیوت و میزبان زنده باشن
42:25,42:27,it remains unobtainable. Right?,دست‌نیافتنی بمونه، درسته؟,اون وقت کدکس زنده‌ست
42:28,42:30,"<i>Hey, buddy, I'm talking to you.</i>",،هی رفیق جان با توئما,
42:30,42:31,Destroying it?,نابود کردنش؟,
42:31,42:33,We have barely even scratched the surface.,ما بزور حتی قطره‌ای از دریا رو دیدیم,و اگه یکی از اون‌ها بمیره؟
42:33,42:34,My people are dead.,افراد من مُردن,کدکس می‌میره؟
42:36,42:39,Something is coming that cannot be beaten.,چیزی هم داره میاد که نمیشه شکستش داد,کدکس می‌میره
42:40,42:41,I'm stopping all this shit right now.,همین الانی همه این ریدمال‌گری رو تمومش می‌کنم,اوه من جدی‌ام
42:41,42:42,Science is sacrifice.,علم یعنی فداکاری - تِدی -,تخریب کدکس تنها راهی که می‌تونه دسترسی بهش رو سخت کنه
42:42,42:44,Teddy.,علم یعنی فداکاری - تِدی -,تخریب کدکس تنها راهی که می‌تونه دسترسی بهش رو سخت کنه
42:44,42:46,This is serious.,این وضع... جدیه,درسته؟
42:46,42:48,Listen to her.,گوش کن بهش,هی رفیق دارم با تو صحبت می‌کنم
43:34,43:36,Have you spoken to your family recently?,تازگیا با خونواده‌ت حرف زدی؟,
43:38,43:40,Is everything okay?,همه چی روبراهه؟,آیا اخیراً با خانواده‌ات صحبت کردی؟
43:44,43:45,Yeah.,آره,آیا اخیراً با خانواده‌ات صحبت کردی؟
43:48,43:51,<i>I smell wet dog. And sausamages!</i>,<i>بوی سگ آب کشیده می‌شنوم</i>,آیا اخیراً با خانواده‌ات صحبت کردی؟
43:51,43:52,"Hey, friend-o.",سلام ای دوست,آیا اخیراً با خانواده‌ات صحبت کردی؟
43:53,43:54,"You okay, there?",خوبی تو؟,آیا اخیراً با خانواده‌ات صحبت کردی؟
43:56,43:58,"No, I'm not okay.",نه، خوب نیستم,همه چیز خوبه؟
43:59,44:01,It's pretty wild out there.,قشنگ دنیای عجیبی شده این بیرون,
44:01,44:03,- I know. - Yeah.,می‌دونم - آره -,آره
44:03,44:04,You hungry?,گشنته؟,
44:04,44:05,Yes.,آره,بوی سگ خیس و سس به مشام میاد
44:06,44:07,Come over.,بیا,بوی سگ خیس و سس به مشام میاد
44:08,44:09,Thank you.,ممنون,بوی سگ خیس و سس به مشام میاد
44:09,44:12,"- So this is my wife, Nova Moon. - Hi.",خب، این همسرم، نووا مون‌ـه,هی رفیق خوبی؟
44:12,44:15,And these are my kids. Echo and Leaf.,سلام - ،و اینا هم بچه‌هام -,نه خوب نیستم اونجا خیلی وحشتناکه
44:15,44:17,<i>- A lifetime in therapy.</i> - Don't.,<i>یه عمر روان درمانی لازمن -</i> بیا برو -,نه خوب نیستم اونجا خیلی وحشتناکه
44:17,44:18,Huh?,ها؟,نه خوب نیستم اونجا خیلی وحشتناکه
44:19,44:24,Don't you dare! Wow. How beautiful are your children.,وای. چقدر این بچه‌هاتون قشنگن آخه؟,می‌دونم گرسنه‌ای؟
44:25,44:26,And that's Blue.,...و اینم آبی‌ـه,
44:27,44:29,- Who is a... - Dog.,...که یه... - سگه -,این همسرم نوا مون هست
44:29,44:31,And I'm Martin.,و منم مارتینم,و این بچه‌هام اکو و لیف
44:31,44:33,"- Hey, Martin. - Hey.",سلام مارتین - سلام -,و این بچه‌هام اکو و لیف
44:33,44:34,I'm Eddie.,من ادی ام - خوشوقتم از دیدنت، ادی -,یک عمر در درمان
44:34,44:36,"- Nice to meet you, Eddie. - You too. Pleasure.",همینطور. سعادتیه,یک عمر در درمان
44:36,44:40,"- Come, sit, please. Come on. - Okay. Thank you.",...باشه - بفرما -,جر نزن
44:40,44:42,Jesus Christ.,عیسا مسیحا,وای بچه‌هام چقدر قشنگن
44:43,44:45,"So, right.",پس، بله دیگه,که یک سگ هست
44:47,44:49,"So nothing died on that plate. <i>Namaste,</i> man.",".خب، هیچیه مُرده‌ای رو این بشقاب نیست .ناماسته""، مرد"" <font face=""Calibri"" color=""#fdffae""><b>(میشه درود به تو و یه عمل احترام در فرهنگ‌های هند و نپال)</b></font>",و من مارتین‌ام
44:49,44:52,- Thank you. <i>- Hard pass!</i>,دستت درد نکنه - هیچ نِمیره تو حلقم -,سلام مارتین
44:53,44:54,"Oh, dear.",یا عزیز جان,من هم همینطور خوشحالم
44:55,44:57,"- Eddie, where you headed? - New York.",ادی، کجا می‌رفتی؟,بیا مرسی
44:57,44:58,"Oh, wow.",نیویورک - عجب -,
44:58,44:59,- Yeah. - All right.,آره - باشه -,ای خدای من
44:59,45:02,"Long way to New York with naked shrimps, man.",راه دور و درازی به نیویورک اونم با میگوهای برهنه‌ست ، مرد,خب راستش
45:02,45:04,Yeah.,آره,اوه پس هیچ‌چیز توی اون بشقاب ناماستی نمرد؟
45:04,45:06,We could ride you out to Vegas.,ما می‌تونیم برسونیمت وگاس,اوه پس هیچ‌چیز توی اون بشقاب ناماستی نمرد؟
45:06,45:07,Yeah.,آره,اوه پس هیچ‌چیز توی اون بشقاب ناماستی نمرد؟
45:07,45:10,"<i>These people are weird, I'm telling you.</i>",<i>،این آدما یه جوری‌ان از من بشنو</i>,کمک کن تاش
45:10,45:11,That would be so kind. Thank you.,.بزرگیتون رو میرسونه که .ممنون,
45:11,45:12,You're welcome.,خواهش می‌کنم - این حرفا چیه -,اوو عزیزم
45:12,45:14,Of course. Life's one big adventure.,زندگی یه ماجراجویی بزرگه,ادی کجا میری؟
45:14,45:15,Who doesn't love making new friends?,کیه که دوست هم نداشته باشه دوستای جدید پیدا کنه؟,نیویورک
45:15,45:16,- Right? - Right?,مگه نه؟ - مگه نه؟ -,اوو چه باحال
45:16,45:20,This guy is so one of those serial killer hitchhikers,این یارو شدید یکی از اون قاتلای سریالی رایگان‌سفرکن,راه طولانی‌ای تا نیویورک داریم ما که لخت مثل میگو هستیم
45:20,45:22,from my favorite murder podcast.,از پادکست قتلی‌ـه مورد علاقه منه,راه طولانی‌ای تا نیویورک داریم ما که لخت مثل میگو هستیم
45:22,45:24,Baby. Not now.,عزیزم، الان نه,می‌تونیم تو رو ببریم وگاس
45:24,45:26,How has social services not taken us away yet?,چجوریاست که این بهزیستی هنوز برنداشته ما رو ببره؟,این مردم عجیبن دارم بهت میگم
45:27,45:30,She... She... She's joking.,داره... داره... داره شوخی میکنه,خیلی لطف می‌کنید مرسی
45:30,45:33,"- I'm not. - Please, honey.",کجاش می‌کنم - خواهش می‌کنم، عسلم -,البته زندگی یه ماجرای بزرگه
45:34,45:36,So we're riding the Extraterrestrial Highway.,"خب، ما داریم از ""بزرگراه فرازمینی"" میریم <font face=""Calibri"" color=""#fdffae""><b>اسم رسمیش جاده ایالتی 375 نوادائه ولی به خاطر نزدیکیش به منطقه 51) (و شهرتش در ارتباط با مشاهده‌های بشقاب پرنده و فعالیت‌های فرازمینی، این اسم هم روشه</b></font>",این پسره خیلی شبیه یکی از اون آدم‌های قاتل زنجیره‌ایه
45:36,45:37,- Yeah. - The whatchamawhosit?,بعله - چی فلان کاچی؟ -,این پسره خیلی شبیه یکی از اون آدم‌های قاتل زنجیره‌ایه
45:37,45:40,It's the road that leads to Area 51.,جاده‌ایِ که منتج میشه به منطقه 51,از پادکست جنایی موردعلاقه‌ام
45:40,45:42,See if we can spot us an alien,که ببینیم می‌تونیم آیا یه فضایی رو قبل اینکه,عزیزم. الان نه
45:42,45:44,"before they shut the place down forever, you know?",برای همیشه مکانه رو تختش کنن بره، روئیت کنیم، می‌دونی؟,هنوز بچه‌ها رو ازمون نگرفتن، یعنی یه فرصت دیگه داریم
45:44,45:46,It's my lifelong dream.,...این این رویای چندینُ چند سالمه,اون شوخی می‌کنه
45:46,45:48,<i>We could show him right now!</i>,<i>می‌تونیم همین الانی بهش نشون بدیم</i>,اون شوخی می‌کنه
45:48,45:49,Not a believer?,یه معتقدش نیستی؟,من شوخی نمی‌کنم
45:51,45:53,"Actually, Martin...",...از تو چه پنهون، مارتین,پس داریم از بزرگراه بیگانه‌ها میریم
45:54,45:56,How do I put this?,...چجوری رو زبون بیارمش؟,ببین چه خبره .کیه؟
45:58,45:59,I am.,هستم,ببینیم می‌تونیم قبل از اینکه اینجا رو برای همیشه ببندن یه بیگانه ببینیم می‌دونی؟
45:59,46:03,"Actually, I am a big, big believer.",از تو چه پنهون، من یه معتقده گنده‌ی گنده‌م,ببینیم می‌تونیم قبل از اینکه اینجا رو برای همیشه ببندن یه بیگانه ببینیم می‌دونی؟
46:03,46:05,"<i>- You're not that big.</i> - Oh, you a comedian now?",<i>اونقدرا هم گنده نیستیا -</i> نفهمیدم، الان عمو قناد‌ هم شدی واسمون؟ -,این یه آرزوی طولانی‌مدتمه
46:05,46:07,"No, actually, I was in IT.",نه، راستش، من تو فناوری اطلاعات کار می‌کردم,می‌تونیم همین الان بهش نشون بدیم
46:07,46:08,- Were you? - Yeah.,جدی؟ - آره -,
46:08,46:11,"- That's so cool. - Oh, thanks.",خیلی باحاله که - لطف داری -,راستش مارتین چجوری بگم؟
46:11,46:14,"I hope you don't get disappointed, you know?",امید... امیدوارم تو ذوقت نخوره، می‌دونی؟,راستش مارتین چجوری بگم؟
46:15,46:19,"And I hope that if you do find one, I hope you meet...",،و امیدوارم اگه یکیشو پیدا کردی,این یعنی من یک باور قوی دارم
46:20,46:23,"a really good alien, not a...",،امیدوارم یه فضایی خیلی خوب رو ببینی,تو که اینقدر بزرگ نیستی
46:25,46:26,not a bad...,نه یه... بدش رو,خیلی باحاله
46:28,46:29,one.,نه یه... بدش رو,امیدوارم ناامید نشی می‌دونی؟
46:29,46:30,- Yeah. - Yeah.,آره - آره -,امیدوارم ناامید نشی می‌دونی؟
46:30,46:32,Well...,خب، من یه نیروی تاریک رو موقع دیدن یکیش، می‌شناسم، ادی,امیدوارم ناامید نشی می‌دونی؟
46:32,46:35,"I know a dark force when I see one, Eddie.",خب، من یه نیروی تاریک رو موقع دیدن یکیش، می‌شناسم، ادی,و امیدوارم اگه یکی پیدا کردی یه بیگانه خیلی خوب رو ملاقات کنی
46:44,46:47,It's kinda hot in here.,این تو بگی نگی گرمه,نه یکی بد
46:47,46:49,"Oh, you'll get used to it.",بهش عادت میکنی,آره
46:49,46:51,"AC's really bad for your health, you know.",کولر آخه واقعا برای سلامتی آدم مضره، می‌دونی,من وقتی یک نیروی تاریک می‌بینم می‌دونم که چیه ادی
46:53,46:54,All right. Family ready?,خیلی‌خب. خونواده آماده‌ن؟,من وقتی یک نیروی تاریک می‌بینم می‌دونم که چیه ادی
46:54,46:57,- Yup. - Guest ready?,مهمون آماده‌ست؟,
46:57,46:59,Let's rock this camper.,بیاین این ون رو بترکونیم,
47:01,47:04,<i>Ground control to Major Tom</i>,"<font face=""Calibri""><b><i>♪ از مرکز کنترل زمین به سرگرد تام ♪</i></b></font>",اینجا کمی گرم شده
47:05,47:07,"<i>Oh, I love a singalong!</i>",<i>من عشق می‌کنم با همخونی</i>,بهش عادت می‌کنی
47:07,47:09,<i>Ground control to Major Tom</i>,"<font face=""Calibri""><b><i>♪ از مرکز کنترل زمین به سرگرد تام ♪</i></b></font>",خنک‌ کننده هوا برای سلامتی‌ات خوب نیست می‌دونی
47:11,47:12,Shoot me in the face.,یه تیر در کنین تو صورتم,خانواده آماده‌اید؟
47:12,47:16,<i>Take your protein pills and put your helmet on</i>,"<font face=""Calibri""><b><i>♪ قرص های پروتئینت رو بخور  ♪</i></b></font>",بزن بریم
47:16,47:19,"<i>- Oh, yeah! This is my jam!</i> - Ten...",<i>دِ آره</i>,بزن بریم
47:19,47:20,...nine...,"<font face=""Calibri""><b><i>♪ از مرکز کنترل زمین به سرگرد تام ♪</i></b></font>",کنترل زمین به سرگرد. تام
47:20,47:23,"<i>...eight, seven, six...</i>","<font face=""Calibri""><b><i>♪ هشت، هفت، شش ♪</i></b></font>",کنترل زمین به سرگرد. تام
47:23,47:25,"<i>Commencing countdown, engines on</i>","<font face=""Calibri""><b><i>♪ شمارش معکوس رو شروع می‌کنیم ♪ -</i> <i>♪ پنج ♪ -</i></b></font>",اوو من عاشق همخوانی‌ام
47:26,47:27,"<i>...five, four...</i>","<font face=""Calibri""><b><i>♪ احتراق را بررسی کن ♪ -</i> <i>♪ چهار، سه ♪ -</i></b></font>",کنترل زمین به سرگرد. تام
47:27,47:29,"...three, two, one.","<font face=""Calibri""><b><i>♪ احتراق را بررسی کن ♪ -</i> <i>♪ چهار، سه ♪ -</i></b></font>",کنترل زمین به سرگرد. تام
47:29,47:33,<i>Check ignition and may God's love be with you</i>,<i>♪ و باشد که عشق خدا را در کنارت داشته باشی ♪</i>,قرص پروتئین‌تو بگیر و کلاهِ ایمنی‌ت رو بزن
47:33,47:36,<i>Liftoff!</i>,"<font face=""Calibri""><b><i>♪ !پرتاب ♪</i></b></font>",قرص پروتئین‌تو بگیر و کلاهِ ایمنی‌ت رو بزن
47:36,47:38,"- Come on, Eddie, sing along! - I'm good, thanks.",یالا ادی، همخونی کن دیگه,این آهنگ منه
47:38,47:39,You know the words!,من راحتم، ممنون - متنش رو که بلدی -,هشت
47:39,47:41,Just think of this as the tour bus.,فقط اینو به دید یه تور گردشگری اتوبوسی در نظر بگیر,هفت
47:41,47:43,"We're the band, and you can be the groupie.",،ما یه گروه موسیقی‌ایم و تو هم می‌تونی یه هوادار آتیشکی گروه موسیقی باشی,موتورهای کمپوند رو روشن می‌کنم
47:43,47:45,<i>Come on! Don't be square.</i>,<i>دِ یالا. اُمُل بازی درنیار</i>,موتورهای کمپوند رو روشن می‌کنم
47:45,47:46,Don't get me started.,نذار دهنم باز بشه,سه
47:46,47:49,<i>This is Major Tom to ground control</i>,"<font face=""Calibri""><b><i>♪ از مرکز کنترل زمین ♪</i></b></font>",ببین
47:50,47:53,<i>I'm stepping through the door</i>,"<font face=""Calibri""><b><i>♪ دارم پا از در بیرون می‌ذارم ♪</i></b></font>",و عشق خدا در تیرک‌های بالایی باشه
47:54,47:58,<i>And I'm floating in a most peculiar way</i>,"<font face=""Calibri""><b><i>♪ و به عجیب‌ترین شکل ممکن شناور شدم ♪</i></b></font>",بیا ادی باهامون بخون
47:58,47:59,<i>Cheer up!</i>,<i>بخند که دنیا دو روزه</i>,نه فقط به این فکر کن که این اتوبوس تور داره
48:00,48:04,<i>And the stars look very different today</i>,"<font face=""Calibri""><b><i>♪ و ستاره‌ها امروز خیلی متفاوت به نظر میان ♪</i></b></font>",ما گروهیم و تو می‌تونی گروهی باشی
48:04,48:06,Why?,چرا؟,این کنترله زمینیه سرگرد تام
48:06,48:09,<i>-For here am I</i> -Why is this happening?,"<font face=""Calibri""><b><i>♪ اینجا در ♪</i></b></font>",این کنترله زمینیه سرگرد تام
48:09,48:11,<i>-Sitting in a tin can -Can made of tin!</i>,<i>قوطیِ حلبی ساخت</i>,دارم از در میرم بیرون
48:12,48:16,<i>Far above the world</i>,"<font face=""Calibri""><b><i>♪ خیلی بالاتر از دنیا ♪</i></b></font>",و دارم به یه شیوه عجیب معلق می‌زنم
48:16,48:17,"<i>Like a bathtub, Eddie.</i>",<i>عین یه وان حموم، ادی</i>,و دارم به یه شیوه عجیب معلق می‌زنم
48:17,48:19,<i>Planet Earth is blue</i>,"<font face=""Calibri""><b><i>♪ سیاره زمین آبی رنگه ♪</i></b></font>",نگاه کن. ستاره‌ها امروز خیلی متفاوت به نظر می‌رسن
48:19,48:24,<i>And there's nothing I can do</i>,"<font face=""Calibri""><b><i>♪ و کاری از من ساخته نیست ♪</i></b></font>",نگاه کن. ستاره‌ها امروز خیلی متفاوت به نظر می‌رسن
48:24,48:27,<i>This is ground control to Major Tom</i>,"<font face=""Calibri""><b><i>♪ از مرکز کنترل زمین ♪</i></b></font>",چون او شهر من توی یه قوطی حلبیه
48:27,48:29,<i>Sometimes I think we would</i>,<i>گاهی وقتا فکر می‌کنم با یه زندگی اینجوری</i>,می‌تونه یه قوطی درست کنه
48:29,48:32,<i>have been happier with a life like this.</i>,<i>شادتر می‌بودیم</i>,خیلی بالاتر از دنیا
48:32,48:35,<i>And the papers want to know whose shirts you wear</i>,"<font face=""Calibri""><b><i>♪ خبرنگارها می‌خوان بدونن که ...چه پیرهنی تنته ♪</i></b></font> <font color=""#fdffae"" face=""Calibri""><b>یه عبارت رایج تو انگلستان) (به این معنی که طرفدار کدوم تیمه</b></font>",خیلی بالاتر از دنیا
48:35,48:36,<i>You know?</i>,<i>می‌دونی؟ -</i> بعله -,سیاره زمین آبیه و من هیچ کاری نمی‌تونم بکنم
